Feature,35033,35102,35103,35104
方向盘电动调节,-,-,-,-
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),1150,1065,1105,1110
挡位个数,1,1,1,1
扬声器品牌,-,-,-,-
扬声器个数,4-5喇叭,2-3喇叭,2-3喇叭,4-5喇叭
手机无线充电,-,-,-,-
手机互联/映射功能,●,-,-,●
慢充时间(小时)_y,7,11,6,6
慢充时间(小时)_x,7,11,6,6
感应雨刷,-,-,-,-
感应后备厢,-,-,-,-
快充电量百分比,80,-,80,80
快充电量(%),80,-,80,80
快充时间(小时)_y,0.67,-,0.67,0.67
快充时间(小时)_x,0.67,-,0.67,0.67
座椅高低调节,-,-,-,-
座椅材料,仿皮,织物,织物,仿皮
座位数(个),4,2,4,4
并线辅助,-,-,-,-
工信部纯电续航里程(km)_y,300,252,252,252
工信部纯电续航里程(km)_x,300,252,252,252
导航路况信息显示,●,-,-,●
宽度(mm),1605,1605,1605,1605
实测续航里程(km),-,-,-,-
实测慢充时间(小时),-,-,-,-
实测快充时间(小时),-,-,-,-
实测100-0km/h制动(m),-,-,-,-
实测0-100km/h加速(s),-,-,-,-
定速巡航,-,-,-,-
官方0-100km/h加速(s),-,-,-,-
安全带未系提示,●,●,●,●
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
夜视系统,-,-,-,-
多天窗,-,-,-,-
多功能方向盘,●,-,-,●
外接音源接口,USB+AUX,USB,USB,USB+AUX
备胎规格,无,无,无,无
四驱形式,电动四驱,-,电动四驱,电动四驱
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1390,1390,1390,1390
后轮胎规格,185/60 R15,185/60 R15,185/60 R15,185/60 R15
后视镜记忆,-,-,-,-
后视镜电动调节,●,-,-,●
后视镜电动折叠,-,-,-,-
后视镜加热,-,-,-,-
后电动机最大扭矩(N·m),20,-,20,20
后电动机最大功率(kW),6,-,6,6
后排独立空调,-,-,-,-
后排液晶屏,-,-,-,-
后排杯架,-,-,-,-
后排座椅电动调节,-,-,-,-
后排座椅放倒方式,整体放倒,-,整体放倒,整体放倒
后排侧隐私玻璃,-,-,-,-
后排侧遮阳帘,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-
可变悬架,-,-,-,-
可加热/制冷杯架,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),13.98万,11.98万,12.68万,12.98万
厂商,红星汽车,红星汽车,红星汽车,红星汽车
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-
前雾灯,-,-,-,-
前轮距(mm),1390,1390,1390,1390
前轮胎规格,185/60 R15,185/60 R15,185/60 R15,185/60 R15
前电动机最大扭矩(N·m),220,150,220,220
前电动机最大功率(kW),62,40,62,62
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,-,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排座椅通风,-,-,-,-
前/后排座椅按摩,-,-,-,-
前/后排座椅加热,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-
全液晶仪表盘,●,-,-,●
全景摄像头,-,-,-,-
全景天窗,-,-,-,-
倒车视频影像,●,-,-,●
侧滑门,-,-,-,-
主动降噪,-,-,-,-
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-
中控台彩色大屏尺寸,10.1英寸,-,-,10.1英寸
中控台彩色大屏,●,-,-,●
上市时间,2018.06,2018.06,2018.06,2018.06
上坡辅助,●,●,●,●
LED日间行车灯,●,-,-,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,-,-,-,-
GPS导航系统,●,-,-,●
CD/DVD,-,-,-,-
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
