Feature,45224,50024,54172,56975,56976,56977,56978,56979,58103,60617,60618
大灯延时关闭,●,●,●,●,●,●,●,●,●,-,-
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,-,-
外后视镜功能,,,,,,,,,,-,-
备胎规格,无,无,无,无,无,无,无,无,无,无,无
地图品牌,,,,,,,,,,-,-
四驱形式,-,-,-,-,-,-,-,-,-,-,电动四驱
哨兵模式/千里眼,●,●,●,-,●,-,●,●,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621
后轮胎规格,245/50 R18 ,245/50 R18 ,245/45 R19,245/45 R19,245/45 R19,245/50 R18 ,245/50 R18 ,245/50 R18 ,245/50 R18 ,245/50 R18 ,245/45 R19
后电动机最大扭矩(N·m),390,390,390,390,390,390,390,390,390,-,-
后电动机最大功率(kW),196,196,196,196,196,196,196,196,196,203,203
后方碰撞预警,●,●,●,-,●,-,●,●,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,-,-
后排小桌板,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,-,-
后备厢容积(L),440,440,440,440,440,440,440,440,440,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),28.29万,24.99万,25.29万,23.99万,26.29万,25.99万,28.59万,25.99万,23.99万,0.00万,0.00万
厂商,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,-,-
前轮距(mm),1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615
前轮胎规格,245/50 R18 ,245/50 R18 ,245/45 R19,245/45 R19,245/45 R19,245/50 R18 ,245/50 R18 ,245/50 R18 ,245/50 R18 ,245/50 R18 ,245/45 R19
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,145
前方碰撞预警,●,●,●,-,●,-,●,●,-,-,-
前排座椅功能,,,,,,,,,,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,-,-
制动能量回收系统,●,●,●,●,●,●,●,●,●,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,-,-
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,-,-
全液晶仪表盘,●,●,●,●,●,●,●,●,●,-,-
倒车车侧预警系统,●,●,●,-,●,-,●,●,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,-,-
主座椅调节方式,,,,,,,,,,-,-
主动降噪,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,-,●,-,●,●,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
中控彩色屏幕,,,,,,,,,,-,-
中控屏幕尺寸,,,,,,,,,,-,-
上市时间,2020.04,2021.03,2021.11,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,-,-
上坡辅助,●,●,●,●,●,●,●,●,●,-,-
Wi-Fi热点,●,●,●,●,●,●,●,●,●,-,-
USB/Type-C接口数量,,,,,,,,,,-,-
OTA升级,●,●,●,●,●,●,●,●,●,-,-
NEDC纯电续航里程(km)_y,670,480,480,480,480,586,-,480,480,-,-
NEDC纯电续航里程(km)_x,670,480,480,480,480,586,-,480,480,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,-,-
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-
ETC装置,○,○,○,○,○,○,○,○,○,-,-
DOW开门预警,●,●,●,-,●,-,●,●,-,-,-
CLTC纯电续航里程(km)_y,-,-,-,-,-,-,625,-,-,-,-
CLTC纯电续航里程(km)_x,-,-,-,-,-,-,625,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,-,-
4G/5G网络,,,,,,,,,,-,-
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-
