Feature,57377,57379,60818,61691,61706,63999,64038,64039
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,
最高车速(km/h),102,102,102,102,102,102,102,102
最大满载质量(kg),1648,1648,1590,1648,1590,1723,1665,1665
最大扭矩(N·m),130,130,130,130,130,130,130,130
最大功率(kW),60,60,60,60,60,60,60,60
无钥匙进入功能,,,-,,-,,-,-
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,
整车质保,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里
整备质量(kg),1348,1348,1290,1348,1290,1348,1290,1290
摄像头数量,,,,,,,,
接近角(°),22.7,22.7,22.7,22.7,22.7,22.2,22.2,22.2
换挡形式,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,
慢充时间(小时)_y,6.5,6.5,5.5,6.5,5.5,-,-,-
慢充时间(小时)_x,6.5,6.5,5.5,6.5,5.5,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-
快充电量百分比,80,80,80,80,80,-,-,-
快充电量(%),80,80,80,80,80,-,-,-
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,-,-,-
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,-,-,-
快充功能,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-
巡航系统,,,,,,,-,
导航路况信息显示,●,●,●,●,○,●,○,●
对外放电,●,●,●,●,●,●,●,●
宽度(mm),1765,1765,1765,1765,1765,1765,1765,1765
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,,,-,,-,,-,
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具
地图品牌,,,,,,,,
四驱形式,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1483,1483,1483,1483,1483,1483,1483,1483
后轮胎规格,205/60 R16,205/60 R16,205/60 R16,205/60 R16,205/60 R16,205/60 R16,205/60 R16,205/60 R16
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,,,
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),295,295,295,295,295,295,295,295
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可见即可说,●,●,●,●,○,●,○,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),9.78万,10.38万,8.98万,9.98万,7.98万,0.00万,0.00万,0.00万
厂商,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车
卫星导航系统,●,●,●,●,○,●,○,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1470,1470,1470,1470,1470,1470,1470,1470
前轮胎规格,205/60 R16,205/60 R16,205/60 R16,205/60 R16,205/60 R16,205/60 R16,205/60 R16,205/60 R16
前电动机最大扭矩(N·m),130,130,130,130,130,130,130,130
前电动机最大功率(kW),60,60,60,60,60,60,60,60
前方碰撞预警,-,●,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,-,●,-,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,-,●,-,-,-,●,-,-
内后视镜功能,,,,,,,,
全液晶仪表盘,-,●,-,-,-,●,●,●
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,-,●,-,-,-,○,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-
上市时间,2022.12,2022.12,2022.12,2023.02,2023.02,-,-,-
上坡辅助,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,401,401,320,401,320,401,301,301
CLTC纯电续航里程(km)_x,401,401,320,401,320,401,301,301
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
