Feature,53196,54117,54162,55049,55051,55052,58225,58226,58227,60057,60058,60059,60060,60061,60062
车内化妆镜,,,,,,,,,,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-,-,,-,-,-,-,-,-
负离子发生器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
语音识别控制系统,,,,-,,,,,,-,-,-,-,-,-
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,-,-,-,-,-,-
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
自适应远近光,●,●,●,-,●,●,-,-,●,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
膝部气囊,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油,汽油,油电混合,汽油,汽油,油电混合
胎压监测功能,,,,,,,,,,-,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
系统综合功率(kW),-,-,-,-,-,-,149,149,149,-,-,-,-,-,-
系统综合功率(Ps),-,-,-,-,-,-,203,203,203,-,-,-,-,-,-
简称,CVT无级变速,CVT无级变速,CVT无级变速,6挡手动,CVT无级变速,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速,6挡手动,E-CVT无级变速,CVT无级变速,CVT无级变速,E-CVT无级变速
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,-,-,-,-,-,-
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),19,19,19,19,19,19,19,19,19,21,21,21,21,21,21
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池类型,-,-,-,-,-,-,锂离子电池,锂离子电池,锂离子电池,-,-,锂离子电池,-,-,锂离子电池
电机布局,-,-,-,-,-,-,前置,前置,前置,-,-,前置,-,-,前置
电动机总扭矩(N·m)_y,-,-,-,-,-,-,315,315,315,-,-,-,-,-,-
电动机总扭矩(N·m)_x,-,-,-,-,-,-,315,315,315,-,-,-,-,-,-
电动机总功率(kW)_y,-,-,-,-,-,-,135,135,135,-,-,-,-,-,-
电动机总功率(kW)_x,-,-,-,-,-,-,135,135,135,-,-,-,-,-,-
电动机总功率(Ps),-,-,-,-,-,-,184,184,184,-,-,-,-,-,-
电动机(Ps),-,-,-,-,-,-,184,184,184,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油,汽油,油电混合,汽油,汽油,油电混合
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,-,-,-,-,-,-
油箱容积(L),47,47,47,47,47,47,40,40,40,-,-,-,-,-,-
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,200,208,200,200,180,180,180,200,208,180,200,200,180
最小转弯半径(m),-,-,-,-,-,-,5.35,5.65,5.65,-,-,-,-,-,-
最大马力(Ps),182,182,182,182,182,182,143,143,143,182,182,143,182,182,143
最大满载质量(kg),1825,1825,1825,1740,1825,1825,1935,1935,1935,1840,1840,1935,1840,1840,1935
最大扭矩转速(rpm),1700-4500,1700-4500,1700-4500,1700-4500,1700-4500,1700-4500,4500,4500,4500,1700-4500,1700-4500,-,1700-4500,1700-4500,-
最大扭矩(N·m),240,240,240,240,240,240,182,182,182,240,240,-,240,240,-
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,-,6000,6000,-
最大功率(kW),134,134,134,134,134,134,105,105,105,134,134,105,134,134,105
最大净功率(kW),134,134,134,134,134,134,105,105,105,134,134,105,134,134,105
无钥匙进入功能,,,,-,,,,,,-,-,-,-,-,-
无钥匙启动系统,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1390,1412,1363,1312,1375,1384,1473,1488,1507,1391,1350,1475,1412,1433,1487
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
接近角(°),14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
排量(mL),1498,1498,1498,1498,1498,1498,1993,1993,1993,1498,1498,1993,1498,1498,1993
换挡形式,,,,,,,,,,-,-,-,-,-,-
挡位个数,无级变速,无级变速,无级变速,6,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,6,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,-,-,-,-,-,-
扬声器品牌名称,-,,-,-,-,-,-,-,,-,-,-,-,-,-
手机无线充电功能,-,,-,-,-,-,-,,,-,-,-,-,-,-
手机互联/映射,,,,,,,,,,-,-,-,-,-,-
手机APP远程控制,,,,-,,,,,,-,-,-,-,-,-
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,,-,-,-,-,-,-,,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,●,●,-,-,●,-,●,●,-,-,-,-,-,-
巡航系统,,,,-,,,,,,-,-,-,-,-,-
导航路况信息显示,●,●,●,-,●,●,●,●,●,-,-,-,-,-,-
宽度(mm),1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802
实测油耗(L/100km),-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,38.15,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,8.73,-,-,-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,-,-,-,-,-,-
天窗类型,,,,,,,,,,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
外后视镜功能,,,,,,,,,,-,-,-,-,-,-
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575
后轮胎规格,225/45 R18,225/45 R18,215/55 R16,215/55 R16,215/50 R17,215/50 R17,215/50 R17,225/45 R18,225/45 R18,215/50 R17,215/50 R17,215/50 R17,225/45 R18,225/45 R18,225/45 R18
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,-,-,-,●,-,●,●,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,-,-,-,,-,,,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,-,●,●,●,●,●,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),手动变速箱(MT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT)
变速箱,CVT无级变速,CVT无级变速,CVT无级变速,6挡手动,CVT无级变速,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速,6挡手动,E-CVT无级变速,CVT无级变速,CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
发动机特有技术,VTEC,VTEC,VTEC,VTEC,VTEC,VTEC,阿特金森循环,阿特金森循环,阿特金森循环,VTEC,VTEC,-,VTEC,VTEC,-
发动机最大扭矩(N·m),240,240,240,240,240,240,182,182,182,240,240,-,240,240,-
发动机最大功率(kW),134,134,134,134,134,134,105,105,105,134,134,105,134,134,105
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,L15C9,L15C9,L15C9,L15C9,L15C9,L15C9,LFB17,LFB17,LFB17,L15C9,L15C9,LFB17,L15C9,L15C9,LFB17
发动机启停技术,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-
发动机,1.5T 182马力 L4,1.5T 182马力 L4,1.5T 182马力 L4,1.5T 182马力 L4,1.5T 182马力 L4,1.5T 182马力 L4,2.0L 143马力 L4,2.0L 143马力 L4,2.0L 143马力 L4,1.5T 182马力 L4,1.5T 182马力 L4,2.0L 143马力 L4,1.5T 182马力 L4,1.5T 182马力 L4,2.0L 143马力 L4
压缩比,10.3,10.3,10.3,10.3,10.3,10.3,13.9,13.9,13.9,10.3,10.3,-,10.3,10.3,-
厂商指导价(元),15.79万,16.69万,14.29万,12.99万,14.99万,15.29万,16.39万,17.79万,18.69万,0.00万,0.00万,0.00万,0.00万,0.00万,0.00万
厂商,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田
卫星导航系统,●,●,●,-,●,●,●,●,●,-,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,-,-,-,-,-,-
前轮距(mm),1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547,1547
前轮胎规格,225/45 R18,225/45 R18,215/55 R16,215/55 R16,215/50 R17,215/50 R17,215/50 R17,225/45 R18,225/45 R18,215/50 R17,215/50 R17,215/50 R17,225/45 R18,225/45 R18,225/45 R18
前电动机最大扭矩(N·m),-,-,-,-,-,-,315,315,315,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,135,135,135,-,-,-,-,-,-
前方碰撞预警,●,●,●,-,●,●,●,●,●,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-,-,,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,前-&nbsp;/&nbsp;后●,-,-,-,-,-,-,前-&nbsp;/&nbsp;后●,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
制动能量回收系统,-,-,-,-,-,-,●,●,●,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,-,-,-,-,-,-
全液晶仪表盘,●,●,●,-,●,●,-,●,●,-,-,-,-,-,-
倒车车侧预警系统,-,●,●,-,-,●,-,●,●,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,-,-,-,-,-,-,●,●,●,-,-,-,-,-,-
主座椅调节方式,,,,,,,,,,-,-,-,-,-,-
主动降噪,-,-,-,-,-,-,●,●,●,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,-,●,●,●,●,●,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,-,-,-,-
中控彩色屏幕,,,,,,,,,,-,-,-,-,-,-
中控屏幕尺寸,,,,,,,,,,-,-,-,-,-,-
上市时间,2021.12,2021.12,2021.12,2021.12,2021.12,2021.12,2022.12,2022.12,2022.12,-,-,-,-,-,-
上坡辅助,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
Wi-Fi热点,●,●,●,-,●,●,●,●,●,-,-,-,-,-,-
WLTC综合油耗(L/100km),6.2,6.2,5.9,5.6,6,6,4.39,4.47,4.51,6.12,-,4.61,6.28,6.28,4.67
USB/Type-C接口数量,,,,,,,,,,-,-,-,-,-,-
OTA升级,●,●,●,-,●,●,●,●,●,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ETC装置,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
4G/5G网络,,,,-,,,,,,-,-,-,-,-,-
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
