Feature,58076,58247,58635,59888,59889,59890,63189
负离子发生器,-,●,●,-,-,-,-
语音识别控制系统,,,,,,,
行车电脑显示屏幕,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●
自动变道辅助,-,○,○,-,-,-,-
能量回收系统,-,-,●,-,-,●,-
能源类型,汽油,汽油,油电混合,汽油,汽油,油电混合,汽油
胎压监测功能,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),-,-,545,-,-,545,-
系统综合功率(kW),-,-,180,-,-,180,-
系统综合功率(Ps),-,-,245,-,-,245,-
简称,7挡湿式双离合,7挡湿式双离合,3挡DHT,7挡湿式双离合,7挡湿式双离合,3挡DHT,7挡湿式双离合
第二排座椅调节,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,
离去角(°),26.5,26.5,26.5,26.5,26.5,26.5,26.5
百公里耗电量(kWh/100km),-,-,-,-,-,-,-
疲劳驾驶提示,-,●,●,-,-,-,-
电芯品牌,-,-,威睿电动/欣旺达,-,-,威睿电动/欣旺达,-
电池能量(kWh),-,-,-,-,-,-,-
电池组质保,-,-,十年或20万公里,-,-,十年或20万公里,-
电池类型,-,-,三元锂电池,-,-,三元锂电池,-
电机类型,-,-,永磁/同步,-,-,永磁/同步,-
电机布局,-,-,前置,-,-,前置,-
电动机总扭矩(N·m),-,-,320,-,-,320,-
电动机总功率(kW),-,-,100,-,-,100,-
电动机总功率(Ps),-,-,136,-,-,136,-
电动机(Ps),-,-,136,-,-,136,-
电动座椅记忆功能,-,,,-,-,-,-
电动后备厢位置记忆,●,●,●,-,●,●,-
电动后备厢,●,●,●,-,●,●,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,92号,95号,92号,92号,95号,92号,92号
燃料形式,汽油,汽油,油电混合,汽油,汽油,油电混合,汽油
温度分区控制,●,●,●,-,●,-,-
液晶仪表尺寸,,,,,,,
油箱容积(L),54,54,54,54,54,54,54
气缸数(个),4,4,3,4,4,3,4
气缸排列形式,L,L,L,L,L,L,L
毫米波雷达数量,-,,,-,-,-,-
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),195,215,175,195,215,175,195
最大马力(Ps),181,218,150,181,218,150,181
最大满载质量(kg),2000,2075,2180,2000,2075,2180,2000
最大扭矩转速(rpm),2000-3500,-,-,2000-3500,-,-,2000-3500
最大扭矩(N·m)_y,290,325,225,290,325,225,290
最大扭矩(N·m)_x,290,325,545,290,325,545,290
最大功率转速(rpm),5500,-,5500,5500,-,5500,5500
最大功率(kW)_y,133,160,110,133,160,110,133
最大功率(kW)_x,133,160,180,133,160,180,133
最大净功率(kW),128,160,108,128,160,108,128
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里
整备质量(kg),1571,1645,1740,1571,1645,1740,1571
摄像头数量,,,,,,,
接近角(°),20,20,20,20,20,20,20
排量(mL),1499,1969,1480,1499,1969,1480,1499
换挡形式,,,,,,,
挡位个数,7,7,3,7,7,3,7
扬声器数量,,,,,,,
扬声器品牌名称,,,,-,,-,-
手机无线充电功能,,,,-,,-,-
手机互联/映射,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,
慢充时间(小时),-,-,-,-,-,-,-
感应雨刷功能,,,,,,,
快充电量(%),-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-
快充功能,-,-,-,-,-,-,-
座椅材质,,,,,,,
座位数(个),5,5,5,5,5,5,5
并线辅助,-,○,○,-,-,-,-
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),1900,1900,1900,1900,1900,1900,1900
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●
后轮距(mm),1618,1618,1618,1618,1618,1618,1618
后轮胎规格,235/50 R19,235/50 R19,245/45 R20,235/55 R18,235/50 R19,235/50 R19,235/50 R19
后方碰撞预警,-,○,○,-,-,-,-
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),650-1610,650-1610,650-1610,650-1610,650-1610,650-1610,650-1610
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),混合动力专用变速箱(DHT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),混合动力专用变速箱(DHT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,3挡DHT,7挡湿式双离合,7挡湿式双离合,3挡DHT,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置
发动机型号,BHE15-EFZ,JLH-4G20TDJ,DHE15-ESZ,BHE15-EFZ,JLH-4G20TDJ,DHE15-ESZ,BHE15-EFZ
发动机启停技术,●,●,●,●,●,●,●
发动机,1.5T 181马力 L4,2.0T 218马力 L4,1.5T 150马力 L3,1.5T 181马力 L4,2.0T 218马力 L4,1.5T 150马力 L3,1.5T 181马力 L4
压缩比,-,-,13,-,-,13,-
厂商指导价(元),13.17万,15.37万,17.07万,12.57万,14.57万,15.57万,12.87万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,●,●,●,●,●,●,●
匝道自动驶出(入),-,○,○,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1618,1618,1618,1618,1618,1618,1618
前轮胎规格,235/50 R19,235/50 R19,245/45 R20,235/55 R18,235/50 R19,235/50 R19,235/50 R19
前电动机最大扭矩(N·m),-,-,320,-,-,320,-
前电动机最大功率(kW),-,-,100,-,-,100,-
前方碰撞预警,●,●,●,●,●,●,●
前排座椅功能,,,,-,,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,-,●,●,-,-,-,-
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,-,○,○,-,-,-,-
信号灯识别,-,○,○,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中央差速器结构,-,-,-,-,-,-,-
上市时间,2022.10,2022.10,2022.10,2022.10,2022.10,2022.10,2023.05
上坡辅助,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.8,7.4,4.7,6.8,7.4,4.7,6.8
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),6.3,6.7,4.2,6.3,6.7,4.2,6.3
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
DOW开门预警,-,○,○,-,-,-,-
AR实景导航,-,○,○,-,-,-,-
AR-HUD增强现实抬头显示,-,●,●,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
