Feature,1003584,1003585,1003586,1003588,1003589,1003590,1003591,1003715
前轮胎规格,7.00 R16,7.00 R16,7.00 R16,7.00 R16,7.00 R16,7.00 R16,7.00 R16,7.00 R16
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-
前悬架类型,独立悬挂,独立悬挂,独立悬挂,独立悬挂,独立悬挂,独立悬挂,独立悬挂,独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-,-,-
前/后电动车窗,-,-,-,-,-,-,-,-
前/后排座椅通风,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-
倒车视频影像,-,-,-,-,○,○,○,-
侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,单侧电动侧滑门,单侧电动侧滑门,单侧电动侧滑门,单侧电动侧滑门,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-
中控台彩色大屏,-,-,-,-,○,○,○,-
中央差速器锁止功能,-,-,-,-,-,-,-,-
上市时间,2015.08,2015.08,2015.08,2015.08,2015.08,2015.08,2015.08,2015.10
上坡辅助,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,○,○,○,-
CD/DVD,单碟CD,单碟CD,单碟CD,单碟CD,单碟CD(选装单碟DVD),单碟CD(选装单碟DVD),单碟CD(选装单碟DVD),-
ABS防抱死,●,●,●,●,●,●,●,-
220V/230V电源,-,-,-,-,-,-,-,-
