Feature,25292,25749,32676,33205,33206,33207,33208,33209,33211,34074,35079
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,○,○,○,●,●,●,●,●,○,●,●
电动天窗,●,●,○,●,●,●,●,●,○,●,●
电动吸合门,-,-,○,○,●,○,●,○,○,●,●
电动后备厢,●,●,○,●,●,●,●,●,○,●,●
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,●,●,●,●,●,●,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),80,80,80,80,80,80,80,80,80,80,80
气缸数(个),6,6,6,6,6,6,6,6,6,8,8
气缸排列形式,V,V,V,V,V,V,V,V,V,V,V
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),264,251,243,251,251,251,264,264,251,304,292
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),430,350,350,350,350,350,430,430,350,590,551
最大扭矩转速(rpm),4500-5000,4500-5000,4500-5000,4500-5000,4500-5000,4500-5000,4500-5000,4500-5000,4500-5000,2500,3000
最大扭矩(N·m)_y,580,500,500,500,500,500,580,580,500,734,733
最大扭矩(N·m)_x,580,500,500,500,500,500,580,580,500,734,733
最大功率转速(rpm),5750,5750,5750,5750,5750,5750,5750,5750,5750,6250,6000
最大功率(kW)_y,316,257,257,257,257,257,316,316,257,434,405
最大功率(kW)_x,316,257,257,257,257,257,316,316,257,434,405
无钥匙进入系统,●,●,●,●,●,●,●,●,●,●,●
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,●,●,○,○,○,○,○,○,○,●,●
方向盘电动调节,●,●,○,●,●,●,●,●,○,●,●
方向盘换挡,●,●,○,●,●,●,●,●,○,●,●
方向盘加热,○,○,○,○,○,○,○,○,○,-,-
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),2109,2109,-,2285,2285,2285,2285,2285,2285,2345,2345
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-
排量(mL),2979,2979,2979,2979,2979,2979,2979,2979,2979,3799,3799
挡位个数,8,8,8,8,8,8,8,8,8,8,8
扬声器品牌,(选装harman/kardon哈曼卡顿+Bowers & Wilkins宝华韦健),(选装harman/kardon哈曼卡顿+Bowers & Wilkins宝华韦健),(选装harman/kardon哈曼卡顿+Bowers & Wilkins宝华韦健),(选装harman/kardon哈曼卡顿+Bowers & Wilkins宝华韦健),harman/kardon哈曼卡顿(选装Bowers & Wilkins宝华韦健),(选装harman/kardon哈曼卡顿+Bowers & Wilkins宝华韦健),harman/kardon哈曼卡顿(选装Bowers & Wilkins宝华韦健),(选装harman/kardon哈曼卡顿+Bowers & Wilkins宝华韦健),(选装harman/kardon哈曼卡顿+Bowers & Wilkins宝华韦健),Bowers & Wilkins宝华韦健,harman/kardon哈曼卡顿(选装Bowers & Wilkins宝华韦健)
扬声器个数,≥12喇叭,≥12喇叭,≥12喇叭,8-9喇叭(选装≥12喇叭),≥12喇叭,8-9喇叭(选装≥12喇叭),≥12喇叭,8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),≥12喇叭,≥12喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-,-,-,-,-,●,●
感应雨刷,●,●,●,●,●,●,●,●,●,●,●
感应后备厢,○,○,○,○,○,○,○,○,○,●,●
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮
座位数(个),5,5,5,5,5,5,5,5,5,5,5
并线辅助,○,○,○,○,○,○,○,○,○,●,○
工信部综合油耗(L/100km),10.9,10.7,-,10.9,10.9,10.9,11.1,11.1,10.9,13,13
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1968,1968,1968,1968,1968,1968,1968,1968,1968,1981,1981
实测油耗(L/100km),14.1,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),40.98,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),5.2,-,-,-,-,-,-,-,-,-,-
定速巡航,●,●,●,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),5.2,6,6,6,6,6,5.2,5.2,6,3.9,4.2
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,●,○,○,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,非全尺寸,无,无,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1676,1676,1676,1676,1676,1676,1676,1676,1676,1699,1699
后轮胎规格,295/45 R19,255/60 R18,255/60 R18,255/60 R18,265/50 R19,265/45 R20,265/50 R19,265/45 R20,255/60 R18,295/40 R21,295/40 R21
后视镜记忆,●,●,○,●,●,●,●,●,○,●,●
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,●,●,●,●,●,●,●,●,●,●
后视镜加热,●,●,●,●,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,○,○,○,○,○,○,○,○,○,○,○
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,●,●,○,●,●,●,●,●,●,●,●
后排侧遮阳帘,○,○,○,○,●,○,●,○,○,○,○
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-
可变悬架,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-,-,-,-,-
发动机启停技术,-,-,-,●,●,●,●,●,●,●,●
发动机,3.0T 430马力 V6,3.0T 350马力 V6,3.0T 350马力 V6,3.0T 350马力 V6,3.0T 350马力 V6,3.0T 350马力 V6,3.0T 430马力 V6,3.0T 430马力 V6,3.0T 350马力 V6,3.8T 590马力 V8,3.8T 551马力 V8
压缩比,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,-,-
厂商指导价(元),143.88万,98.58万,86.88万,98.58万,108.68万,108.68万,154.99万,154.99万,86.88万,195.80万,159.80万
厂商,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂
助力类型,电子液压助力,电子液压助力,电子液压助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●,●,●,●
前轮距(mm),1624,1624,1624,1624,1624,1624,1624,1624,1624,1637,1637
前轮胎规格,265/50 R19,255/60 R18,255/60 R18,255/60 R18,265/50 R19,265/45 R20,265/50 R19,265/45 R20,255/60 R18,265/40 R21,265/40 R21
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内○&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内○&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-
全景摄像头,○,○,○,○,○,○,○,○,○,●,○
全景天窗,●,●,○,●,●,●,●,●,○,●,●
倒车视频影像,●,●,○,●,●,●,●,●,○,●,●
侧滑门,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,○,○,○,○,○,○,●,○
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸
中控台彩色大屏,●,●,●,●,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2016.04,2016.03,2017.11,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.08,2018.11
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,●,●,●,●,●,●,●,●,●,●,●
CD/DVD,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-
