Feature,1014484,1014485,1014486,1014487,1014488,1014489,1015024,1015025,1015026,1015027
内后视镜功能,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,直喷,直喷,多点电喷,多点电喷,直喷,直喷,直喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,,,
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,-,-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
上市时间,2022.10,2022.10,2022.10,2022.10,2022.10,2022.10,2022.10,2022.10,2022.10,2022.10
上坡辅助,●,-,-,-,-,-,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●
