Feature,25494,25498,33941,33942,34018,35752
后视镜电动折叠,-,-,-,-,-,-
后视镜加热,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-
后排座椅放倒方式,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-
后悬架类型,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架
后座出风口,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-
发动机特有技术,-,-,-,-,-,-
发动机型号,4G20C,4G20C,4G20C,4G20C,JE493ZLQ5D,JE493ZLQ5D
发动机启停技术,-,-,-,-,-,-
发动机,2.0L 102马力 L4,2.0L 102马力 L4,2.0L 102马力 L4,2.0L 102马力 L4,2.8T 109马力 L4,2.8T 109马力 L4
压缩比,-,-,-,-,-,-
厂商指导价(元),7.03万,6.84万,7.66万,7.475万,9.92万,10.06万
厂商,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力
副驾驶位后排可调节按钮,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●
前轮距(mm),1510,1510,1510,1510,-,-
前轮胎规格,235/75 R15,235/75 R15,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 
前桥限滑差速器/差速锁,-,-,-,-,-,-
前悬架类型,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架
前大灯雨雾模式,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-
前/后电动车窗,-,-,-,-,-,-
前/后排座椅通风,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,●,●,●,●
内置行车记录仪,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-
倒车视频影像,-,-,-,-,-,-
侧滑门,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷
主动降噪,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-
中控液晶屏分屏显示,-,-,-,-,-,-
中控台彩色大屏尺寸,-,-,-,-,-,-
中控台彩色大屏,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-
上市时间,2016.03,2016.03,2018.03,2018.03,2018.09,2018.09
上坡辅助,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-
HUD抬头数字显示,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-
CD/DVD,-,-,-,-,-,-
ABS防抱死,-,-,●,●,●,●
220V/230V电源,-,-,-,-,-,-
