Feature,35276,35445,35446,35447,35448,35449,35450,35451,36808,37010,37011,37012,37013,37014,37015,37016
车联网,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车
车型名称,途观L 2018款 280TSI 自动两驱舒适版,途观L 2018款 改款 330TSI 自动两驱风尚版,途观L 2018款 改款 330TSI 自动两驱舒适版,途观L 2018款 改款 330TSI 自动两驱豪华版,途观L 2018款 改款 330TSI 自动两驱旗舰版,途观L 2018款 改款 380TSI 自动四驱豪华版,途观L 2018款 改款 380TSI 自动四驱旗舰版,途观L 2018款 改款 380TSI 自动四驱尊崇旗舰版,途观L 2019款 380TSI 自动四驱R-Line尊崇旗舰版,途观L 2019款 280TSI 自动两驱全景舒适版,途观L 2019款 330TSI 自动两驱风尚版,途观L 2019款 330TSI 自动两驱全景舒适版,途观L 2019款 330TSI 自动两驱智动豪华版,途观L 2019款 330TSI 自动两驱R-Line旗舰版,途观L 2019款 380TSI 自动四驱智动豪华版,途观L 2019款 380TSI 自动四驱R-Line旗舰版
车内空气调节/花粉过滤,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内氛围灯,●,-,●,●,●,●,●,●,●,●,-,●,●,●,●,●
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),495-1780,495-1780,495-1780,495-1780,495-1780,495-1780,495-1780,495-1780,495-1780,495-1780,495-1780,495-1780,495-1780,495-1780,495-1780,495-1780
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
自适应巡航,-,-,-,-,-,-,●,●,●,-,-,-,-,-,-,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,●,-,●,●,●,-,-,-,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
腰部支撑调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,6挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,6挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合
第二排靠背角度调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,自动●,手动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,手动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,●,-,●,●,●,●,●,●,●,●,-,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,●,-,●,●,●,-,-,-,-,●,-,●
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-,●,●,●,-,-,-,-,-,-,●
电动天窗,-,-,-,●,●,●,●,●,●,●,-,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,○,●,●,●,●,●,-,-,-,●,●,●,●
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,●,-,●,●,●,●,●,●,●,●,-,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),58,58,58,58,58,60,60,60,62,60,60,60,60,60,62,62
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),150,186,186,186,186,220,220,220,220,150,186,186,186,186,220,220
最大扭矩转速(rpm),1750-3000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4400,1500-4400,1500-4400,1500-4400,1750-3000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4400,1500-4400
最大扭矩(N·m)_y,250,320,320,320,320,350,350,350,350,250,320,320,320,320,350,350
最大扭矩(N·m)_x,250,320,320,320,320,350,350,350,350,250,320,320,320,320,350,350
最大功率转速(rpm),4800-5200,4100-6000,4100-6000,4100-6000,4100-6000,4500-6200,4500-6200,4500-6200,4500-6200,4800-5200,4100-6000,4100-6000,4100-6000,4100-6000,4500-6200,4500-6200
最大功率(kW)_y,110,137,137,137,137,162,162,162,162,110,137,137,137,137,162,162
最大功率(kW)_x,110,137,137,137,137,162,162,162,162,110,137,137,137,137,162,162
无钥匙进入系统,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,●,-,●,●,●,●,●,●,●,●,-,●,●,●,●,●
方向盘加热,-,-,-,●,●,●,●,●,-,-,-,-,●,-,●,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1535,1615,1615,1615,1615,1755,1755,1755,1755,1535,1615,1615,1615,1615,1755,1755
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1395,1984,1984,1984,1984,1984,1984,1984,1984,1395,1984,1984,1984,1984,1984,1984
挡位个数,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7
扬声器品牌,-,-,-,-,-,-,-,Dynaudio丹拿,Dynaudio丹拿,-,-,-,-,-,-,-
扬声器个数,8-9喇叭,4-5喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,10-11喇叭,10-11喇叭,8-9喇叭,4-5喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●
感应雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
感应后备厢,-,-,-,○,●,●,●,●,●,-,-,-,●,●,●,●
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,真皮,皮/织物混搭,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,皮/织物混搭,真皮,真皮,真皮,真皮,真皮
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,●,●,●,-,-,-,-,-,-,●
工信部综合油耗(L/100km),6.8,6.6,6.6,6.6,6.6,8.2,8.2,8.2,8.2,6.8,6.6,6.6,6.6,6.6,8.2,8.1
导航路况信息显示,-,-,-,-,-,-,-,-,-,●,-,●,●,-,●,-
宽度(mm),1839,1839,1839,1839,1839,1839,1839,1839,1839,1839,1839,1839,1839,1839,1839,1839
实测油耗(L/100km),8.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),40.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),9.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
定速巡航,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),9.8,8.8,8.8,8.8,8.8,7.5,7.5,7.5,7.5,9.8,8.8,8.8,8.8,8.8,7.5,7.5
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB,USB+AUX+SD卡插槽,USB,USB,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB,USB+AUX+SD卡插槽,USB,USB,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,-,全时四驱,全时四驱,全时四驱,全时四驱,-,-,-,-,-,全时四驱,全时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,215/65 R17,215/65 R17,215/65 R17,215/65 R17,235/55 R18,235/55 R18,235/50 R19,235/50 R19,235/50 R19,235/55 R18,235/55 R18,235/55 R18,235/50 R19,235/50 R19,235/50 R19,235/50 R19
后视镜记忆,-,-,-,-,-,-,●,●,●,-,-,-,-,-,-,●
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,-,●,●,●,●,●,●,●,●,-,●,●,●,●,●
后视镜加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,●,-,●,●,●,●,●,●,●,●,-,●,●,●,●,●
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT)
变速箱,6挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,6挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,EA211,EA888,EA888,EA888,EA888,EA888,EA888,EA888,EA888,EA211,EA888,EA888,EA888,EA888,EA888,EA888
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,1.4T 150马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,1.4T 150马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 220马力 L4,2.0T 220马力 L4
压缩比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),22.68万,22.38万,24.68万,25.98万,27.68万,28.98万,31.98万,35.98万,35.98万,22.68万,22.38万,24.68万,25.98万,27.68万,28.98万,31.98万
厂商,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,215/65 R17,215/65 R17,215/65 R17,215/65 R17,235/55 R18,235/55 R18,235/50 R19,235/50 R19,235/50 R19,235/55 R18,235/55 R18,235/55 R18,235/50 R19,235/50 R19,235/50 R19,235/50 R19
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,-,-,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外●
全液晶仪表盘,-,-,-,-,-,-,-,-,●,-,-,-,-,●,-,●
全景摄像头,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
全景天窗,-,-,-,●,●,●,●,●,●,●,-,●,●,●,●,●
倒车视频影像,●,-,●,●,●,●,●,●,●,●,-,●,●,●,●,●
侧滑门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,直喷,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,●,●,●,-,-,-,-,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,8英寸,6.5英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,9.2英寸,8英寸,6.5英寸,8英寸,8英寸,9.2英寸,8英寸,9.2英寸
中控台彩色大屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中央差速器结构,-,-,-,-,-,多片离合器,多片离合器,多片离合器,多片离合器,-,-,-,-,-,多片离合器,多片离合器
上市时间,2018.07,2018.08,2018.08,2018.08,2018.08,2018.08,2018.08,2018.08,2018.11,2018.11,2018.11,2018.11,2018.11,2018.11,2018.11,2018.11
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,-,-,-,-,●,●,●,●,●,-,-,-,-,●,●,●
