Feature,1014259,1014553,1014554
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-
后制动器类型,鼓式,鼓式,鼓式
可变转向比,-,-,-
可变悬架功能,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),13.58万,14.88万,15.58万
厂商,万象汽车,万象汽车,万象汽车
卫星导航系统,-,-,-
助力类型,电动助力,电动助力,电动助力
副座椅调节方式,,,
前轮距(mm),1470,1470,1470
前轮胎规格,195 R14,195 R14,195 R14
前电动机最大扭矩(N·m),-,-,-
前电动机最大功率(kW),-,-,-
前排座椅功能,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,盘式,盘式,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,-,-,-
前/后中央扶手,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-
制动力分配(EBD/CBC等),●,●,●
准拖挂车总质量(kg),-,-,-
内后视镜功能,-,-,-
全液晶仪表盘,-,-,-
侧滑门形式,,,
主座椅调节方式,,,
主/副驾驶座电动调节,-,-,-
主/副驾驶座安全气囊,-,-,-
中控彩色屏幕,-,-,-
上市时间,2022.08,2022.10,-
上坡辅助,-,-,-
LED日间行车灯,-,-,-
ISOFIX儿童座椅接口,-,-,-
ABS防抱死,●,●,●
220V/230V电源,-,-,-
