Feature,1008950,1008951,1010274,1010275
厂商,东风小康,东风小康,东风小康,东风小康
卫星导航系统,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力
副座椅调节方式,,,,
前轮距(mm),1410,1410,1410,1410
前轮胎规格,185 R14,185 R14,175 R14LT,175 R14LT
前排座椅功能,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,-,-,-,-
全液晶仪表盘,-,-,-,-
侧滑门形式,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中控彩色屏幕,,-,,
中央差速器锁止功能,-,-,-,-
上市时间,2020.01,2020.01,2020.09,2020.09
上坡辅助,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
