Feature,38551,38552,38695,38696,42444
电动可调踏板,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
温度分区控制,-,-,-,-,-
涉水感应系统,-,-,-,-,-
油箱容积(L),-,-,-,-,-
最高车速(km/h),-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-
最大扭矩(N·m),110,110,110,110,110
最大功率(kW),45,45,45,45,45
无钥匙启动系统,●,●,-,●,●
方向盘记忆,-,-,-,-,-
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
整车质保,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里
整备质量(kg),-,-,-,-,-
挡位个数,1,1,1,1,1
手势控制,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-
感应后备厢,-,-,-,-,-
快充电量百分比,80,80,80,80,80
快充电量(%),80,80,80,80,80
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5
座位数(个),5,5,5,5,5
并线辅助,-,-,-,-,-
工信部纯电续航里程(km)_y,305,305,305,305,305
工信部纯电续航里程(km)_x,305,305,305,305,305
尾门玻璃独立开启,-,-,-,-,-
导航路况信息显示,-,●,-,-,●
宽度(mm),1618,1618,1618,1618,1618
实测续航里程(km),-,-,-,-,-
实测慢充时间(小时),-,-,-,-,-
实测快充时间(小时),-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-
大灯高度可调,●,●,●,●,●
大灯清洗装置,-,-,-,-,-
大灯延时关闭,-,●,-,●,-
夜视系统,-,-,-,-,-
多功能方向盘,-,●,-,-,-
备胎规格,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),1410,1410,1410,1410,1410
后轮胎规格,165/60 R14,165/60 R14,165/60 R14,165/60 R14,165/60 R14
后电动机最大扭矩(N·m),-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排控制多媒体,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-
后排小桌板,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),6.59万,7.99万,5.99万,7.29万,6.98万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶座垫式气囊,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-
前轮距(mm),1420,1420,1420,1420,1420
前轮胎规格,165/60 R14,165/60 R14,165/60 R14,165/60 R14,165/60 R14
前电动机最大扭矩(N·m),110,110,110,110,110
前电动机最大功率(kW),45,45,45,45,45
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,前-&nbsp;/&nbsp;后●,-,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-
主动降噪,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-
上市时间,2019.04,2019.04,2019.04,2019.04,2019.10
上坡辅助,-,-,-,-,-
OTA升级,-,●,-,-,●
LED日间行车灯,-,●,-,●,○
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-
GPS导航系统,-,●,-,-,●
ABS防抱死,●,●,●,●,●
220V/230V电源,-,-,-,-,-
