Feature,54433,57602,59629,59667,59668,59669,59728,59729
车窗一键升降功能,,,,,,,,
车机智能芯片,,,,,,,,
车型名称,小鹏G9 2022款 650 性能版Pro,小鹏G9 2022款 702 Pro,小鹏G9 2022款 570 Plus,小鹏G9 2022款 570 Pro,小鹏G9 2022款 650 性能版Max,小鹏G9 2022款 650 上市纪念版,小鹏G9 2022款 570 Max,小鹏G9 2022款 702 Max
车前雾灯,-,-,-,-,-,-,-,-
车内香氛装置,●,●,-,●,●,●,●,●
车内环境氛围灯,,,,,,,,
车内化妆镜,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,
负离子发生器,-,-,-,-,-,-,-,-
语音识别控制系统,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●
芯片总算力,,,,,,,,
自适应远近光,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●
自动变道辅助,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-
第二排座椅调节,,,,,,,,
第二排座椅电动调节,●,●,●,●,●,●,●,●
第二排座椅功能,-,-,-,-,,,-,-
空调温度控制方式,,,,,,,,
空气悬架,●,-,-,-,●,●,-,-
离去角(°),20,20,20,20,20,20,20,20
百公里耗电量(kWh/100km),16,15.2,15.2,15.2,16,16,15.2,15.2
疲劳驾驶提示,●,●,●,●,●,●,●,●
电芯品牌,中航锂电/亿纬锂能,中航锂电/亿纬锂能,中航锂电/亿纬锂能,中航锂电/亿纬锂能,中航锂电/亿纬锂能,中航锂电/亿纬锂能,中航锂电/亿纬锂能,中航锂电/亿纬锂能
电能当量燃料消耗量(L/100km),1.81,1.72,1.72,1.72,1.81,1.81,1.72,1.72
电磁感应悬架,●,-,-,-,●,●,-,-
电池预加热,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),160,160,130,130,160,160,130,160
电池能量(kWh),98,98,78.2,78.2,98,98,78.2,98
电池组质保,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里
电池类型,三元锂电池,三元锂电池,磷酸铁锂电池,磷酸铁锂电池,三元锂电池,三元锂电池,磷酸铁锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,后置,后置,后置,前置+后置,前置+后置,后置,后置
电动机总扭矩(N·m),717,430,430,430,717,717,430,430
电动机总功率(kW),405,230,230,230,405,405,230,230
电动机总功率(Ps),551,313,313,313,551,551,313,313
电动机(Ps),551,313,313,313,551,551,313,313
电动扰流板,-,-,-,-,-,-,-,-
电动座椅记忆功能,,,,,,,,
电动吸合车门,,-,-,-,,,-,-
电动后备厢位置记忆,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
热泵空调,●,●,●,●,●,●,●,●
灯光特色功能,-,-,-,-,-,-,-,-
激光雷达数量,-,-,-,-,,,,
满载最小离地间隙(mm),145,145,145,145,145,145,145,145
温度分区控制,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,
油箱容积(L),-,-,-,-,-,-,-,-
毫米波雷达数量,,,,,,,,
模拟声浪,●,-,-,-,●,●,-,-
杜比全景声(Dolby Atmos),●,●,-,●,●,●,●,●
最高车速(km/h),200,200,200,200,200,200,200,200
最小转弯半径(m),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
最大满载质量(kg),2800,2680,2680,2680,2800,2800,2680,2680
最大扭矩(N·m),717,430,430,430,717,717,430,430
最大功率(kW),405,230,230,230,405,405,230,230
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,●,●,-,●,●,●,●,●
方向盘位置调节,,,,,,,,
整车质保,五年或12万公里,五年或12万公里,五年或12万公里,五年或12万公里,五年或12万公里,五年或12万公里,五年或12万公里,五年或12万公里
整备质量(kg),2335,2205,2190,2230,2355,2355,2230,2225
整体主动转向系统,-,-,-,-,-,-,-,-
摄像头数量,,,,,,,,
接近角(°),19,19,19,19,19,19,19,19
换电,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持
换挡形式,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,,,-,,,,,
手机无线充电功能,,,,,,,,
手机互联/映射,-,-,-,-,-,-,-,-
手机APP远程控制,,,,,,,,
手势控制,-,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,
感应后备厢,●,-,-,-,●,●,-,-
快充电量百分比,80,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80,80
快充时间(小时)_y,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
快充时间(小时)_x,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
快充功能,支持,支持,支持,支持,支持,支持,支持,支持
循迹倒车,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5
并线辅助,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●
宽度(mm),1937,1937,1937,1937,1937,1937,1937,1937
实测续航里程(km),581.9,-,-,-,-,-,-,-
实测100-0km/h制动(m),37.88,-,-,-,-,-,-,-
实测0-100km/h加速(s),3.9,-,-,-,-,-,-,-
官方0-100km/h加速(s),3.9,6.4,6.4,6.4,3.9,3.9,6.4,6.4
安全带未系提醒,,,,,,,,
天窗类型,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具
地图品牌,,,,,,,,
四驱形式,电动四驱,-,-,-,电动四驱,电动四驱,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1663,1663,1663,1663,1663,1663,1663,1663
后轮胎规格,255/45 R21,255/45 R21,255/55 R19,255/55 R19,255/45 R21,255/45 R21,255/55 R19,255/45 R21
后电动机最大扭矩(N·m),430,430,430,430,430,430,430,430
后电动机最大功率(kW),230,230,230,230,230,230,230,230
后方碰撞预警,●,●,●,●,●,●,●,●
后排独立空调,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),660-1576,660-1576,660-1576,660-1576,660-1576,660-1576,660-1576,660-1576
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-
可变悬架功能,,-,-,-,,,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),39.99万,34.99万,30.99万,32.99万,41.99万,46.99万,34.99万,36.99万
厂商,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,●,●,-,●,●,●,●,●
副驾娱乐屏,,,,,,,,
副座椅调节方式,,,,,,,,
前轮距(mm),1656,1656,1656,1656,1656,1656,1656,1656
前轮胎规格,255/45 R21,255/45 R21,255/55 R19,255/55 R19,255/45 R21,255/45 R21,255/55 R19,255/45 R21
前电动机最大扭矩(N·m),287,-,-,-,287,287,-,-
前电动机最大功率(kW),175,-,-,-,175,175,-,-
前方碰撞预警,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-
前备厢容积(L),71,71,71,71,71,71,71,71
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动能量回收系统,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
准拖挂车总质量(kg),1500,1500,-,-,1500,1500,-,1500
内置行车记录仪,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-
主动闭合式进气格栅,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
上市时间,2022.09,2022.09,2022.09,2022.09,2022.09,2022.09,2022.09,2022.09
上坡辅助,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-
DOW开门预警,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,650,702,570,570,650,650,570,702
CLTC纯电续航里程(km)_x,650,702,570,570,650,650,570,702
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-
