Feature,32212,32213,32214,32215,32216,32217,32218,32219,32220,32221,32222,36042,36043,36044,36045,36046
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降,主驾驶位,前排,主驾驶位,前排,全车,主驾驶位,主驾驶位,主驾驶位,主驾驶位,主驾驶位,前排,主驾驶位,主驾驶位,主驾驶位,主驾驶位,前排
车型名称,威朗 2018款 两厢 15S 自动进取型,威朗 2018款 两厢 15S 自动领先型,威朗 2018款 两厢GS 20T 双离合进取型,威朗 2018款 两厢GS 20T 双离合领先型,威朗 2018款 两厢GS 20T 双离合豪华型,威朗 2018款 三厢 15S 自动进取型,威朗 2018款 三厢 15S 手动领先型,威朗 2018款 三厢 15S 自动领先型,威朗 2018款 三厢 20T 双离合领先型,威朗 2018款 三厢 20T 双离合精英型,威朗 2018款 三厢 20T 双离合豪华型,威朗 2019款 三厢 15S 自动进取型,威朗 2019款 三厢 15S 自动领先型,威朗 2019款 三厢 20T 双离合领先型,威朗 2019款 三厢 20T 双离合精英型,威朗 2019款 三厢 20T 双离合豪华型
车内空气调节/花粉过滤,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内氛围灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),379-1026,379-1026,379-1026,379-1026,379-1026,460,460,460,460,460,460,460,460,460,460,460
蓝牙/车载电话,-,●,●,●,●,-,●,●,●,●,●,-,●,●,●,●
自适应远近光,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-
自适应巡航,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动泊车入位,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,●,●,●,●,-,●,●,●,●,●,-,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
腰部支撑调节,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,6挡手自一体,6挡手自一体,7挡双离合,7挡双离合,7挡双离合,6挡手自一体,6挡手动,6挡手自一体,7挡双离合,7挡双离合,7挡双离合,6挡手自一体,6挡手自一体,7挡双离合,7挡双离合,7挡双离合
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,手动●,自动●,手动●,自动●,自动●,手动●,手动●,手动●,手动●,自动●,自动●,手动●,手动●,手动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,-,-,-,-,●,-,-,-,-,-,●,-,-,-,-,●
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动天窗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,●,-,●,●,-,-,-,-,●,●,-,-,-,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),180,180,210,210,210,180,185,180,205,205,205,180,180,205,205,205
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),118,118,169,169,169,118,118,118,169,169,169,118,118,169,169,169
最大扭矩转速(rpm),4000,4000,1700-4400,1700-4400,1700-4400,4000,4000,4000,1700-4400,1700-4400,1700-4400,4000,4000,1700-4400,1700-4400,1700-4400
最大扭矩(N·m)_y,146,146,250,250,250,146,146,146,250,250,250,146,146,250,250,250
最大扭矩(N·m)_x,146,146,250,250,250,146,146,146,250,250,250,146,146,250,250,250
最大功率转速(rpm),6600,6600,5600,5600,5600,6600,6600,6600,5600,5600,5600,6600,6600,5600,5600,5600
最大功率(kW)_y,87,87,124,124,124,87,87,87,124,124,124,87,87,124,124,124
最大功率(kW)_x,87,87,124,124,124,87,87,87,124,124,124,87,87,124,124,124
无钥匙进入系统,-,-,-,-,●,-,-,-,-,-,●,-,-,-,-,●
无钥匙启动系统,-,-,-,-,●,-,-,-,-,-,●,-,-,-,-,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1280,1280,1315,1315,1315,1295,1260,1295,1320,1320,1320,1295,1295,1320,1320,1320
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490
挡位个数,6,6,7,7,7,6,6,6,7,7,7,6,6,7,7,7
扬声器品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
扬声器个数,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,-,●,●,●,●,-,●,●,●,●,●,-,●,●,●,●
感应雨刷,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,织物,皮/织物混搭,织物,真皮,真皮,织物,真皮,真皮,皮/织物混搭,真皮,真皮,织物,皮/织物混搭,织物,皮/织物混搭,皮/织物混搭
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),6.3,6.3,5.9,5.9,5.9,6.1,5.9,6.1,5.8,5.8,5.8,6.1,6.1,5.8,5.8,5.8
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1809,1809,1809,1809,1809,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
定速巡航,-,●,-,●,●,-,-,●,●,●,●,-,●,●,●,●
官方0-100km/h加速(s),12.8,12.8,8.8,8.8,8.8,12.8,12.2,12.8,8.8,8.8,8.8,12.8,12.8,8.8,8.8,8.8
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1562,1562,1562,1562,1556,1558,1558,1558,1552,1552,1552,1558,1558,1558,1558,1558
后轮胎规格,205/55 R16,205/55 R16,205/55 R16,205/55 R16,225/45 R17 ,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16
后视镜记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-
后视镜加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,●,-,●,●,-,-,-,-,●,●,-,●,-,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,整体放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,整体放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架,后扭杆梁+瓦特连杆非独立悬架
后座出风口,-,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),手自一体变速箱(AT),手动变速箱(MT),手自一体变速箱(AT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),手自一体变速箱(AT),手自一体变速箱(AT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT)
变速箱,6挡手自一体,6挡手自一体,7挡双离合,7挡双离合,7挡双离合,6挡手自一体,6挡手动,6挡手自一体,7挡双离合,7挡双离合,7挡双离合,6挡手自一体,6挡手自一体,7挡双离合,7挡双离合,7挡双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,L3G,L3G,LFV,LFV,LFV,L3G,L3G,L3G,LFV,LFV,LFV,L3G,L3G,LFV,LFV,LFV
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,1.5L 118马力 L4,1.5L 118马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,1.5L 118马力 L4,1.5L 118马力 L4,1.5L 118马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,1.5L 118马力 L4,1.5L 118马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4
压缩比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),13.59万,14.59万,15.59万,16.59万,18.59万,14.69万,14.49万,15.49万,16.29万,17.29万,17.99万,14.69万,15.59万,16.39万,17.29万,17.99万
厂商,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前轮距(mm),1540,1540,1540,1540,1534,1540,1540,1540,1534,1534,1534,1540,1540,1540,1540,1540
前轮胎规格,205/55 R16,205/55 R16,205/55 R16,205/55 R16,225/45 R17 ,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,内●&nbsp;/&nbsp;外-,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-,-,-,●,-,-,-,-,●
倒车视频影像,-,-,-,-,-,-,-,-,-,●,●,-,-,-,●,●
侧滑门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,-,7英寸,7英寸,7英寸,8英寸,-,8英寸,8英寸,8英寸,8英寸,8英寸,-,8英寸,8英寸,8英寸,8英寸
中控台彩色大屏,-,●,●,●,●,-,●,●,●,●,●,-,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2017.10,2017.10,2017.10,2017.10,2017.10,2017.10,2017.10,2017.10,2017.10,2017.10,2017.10,2018.09,2018.09,2018.09,2018.09,2018.09
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-
CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
