Feature,50048,50049,50050,50051,54428,56812,56813,56814,56815
车道保持辅助系统,●,●,●,●,●,●,●,●,●
车载空气净化器,●,●,●,●,●,●,●,●,●
车载冰箱,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-
车身结构_y,旅行跨界车,旅行跨界车,旅行跨界车,旅行跨界车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,5门4座旅行跨界车,5门4座旅行跨界车,5门4座旅行跨界车,5门4座旅行跨界车,4门4座三厢车,4门4座三厢车,4门4座三厢车,4门4座三厢车,4门4座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,
车库门遥控装置,○,○,○,○,○,○,○,○,○
车型名称,Taycan 2022款 Taycan 4 Cross Turismo,Taycan 2022款 Taycan 4S Cross Turismo,Taycan 2022款 Taycan Turbo S Cross Turismo,Taycan 2022款 Taycan Turbo Cross Turismo,Taycan 2022款 Taycan GTS,Taycan 2022款 改款 Taycan,Taycan 2022款 改款 Taycan 4S,Taycan 2022款 改款 Taycan Turbo,Taycan 2022款 改款 Taycan Turbo S
车前雾灯,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-
车内生物监测系统,●,●,●,●,●,●,●,●,●
车内环境氛围灯,,,,,,,,,
车内化妆镜,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-
被动行人保护,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●
自适应远近光,○,●,●,●,●,○,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●
自动泊车入位,○,○,○,○,○,○,○,○,○
自动头灯,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
简称,2挡自动,2挡自动,2挡自动,2挡自动,2挡自动,2挡自动,2挡自动,2挡自动,2挡自动
第二排独立座椅,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-
第二排座椅功能,,,,,,,,,
空调温度控制方式,,,,,,,,,
空气悬架,●,●,●,●,●,○,●,●,●
百公里耗电量(kWh/100km),28.1,28.1,29.4,28.7,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●
电池能量(kWh),93.4,93.4,93.4,93.4,93.4,79.2,79.2,93.4,93.4
电池组质保,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,后置,前置+后置,前置+后置,前置+后置
电动机总扭矩(N·m),500,650,1050,850,850,345,640,850,1050
电动机总功率(kW),350,420,560,500,440,300,390,500,560
电动机(Ps),476,571,762,680,598,408,530,680,762
电动扰流板,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,,
电动吸合车门,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
热泵空调,●,●,●,●,-,●,●,●,●
灯光特色功能,,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,
最高车速(km/h),220,240,250,250,250,230,250,260,260
最大满载质量(kg),2885,2885,2880,2880,2850,2795,2880,2880,2870
最大扭矩(N·m),500,650,1050,850,850,345,640,850,1050
最大功率(kW),350,420,560,500,440,300,390,500,560
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,○,○,○,○,○,○,○,○,○
方向盘位置调节,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2291,2300,2358,2357,2332,2100,2200,2341,2333
整体主动转向系统,○,○,●,○,○,○,○,○,●
换挡形式,,,,,,,,,
挡位个数,2,2,2,2,2,2,2,2,2
扬声器数量,,,,,,,,,
扬声器品牌名称,,,,,,,,,
手机无线充电功能,-,-,-,-,-,-,-,-,-
手机互联/映射,,,,,,,,,
手机APP远程控制,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,5,5,5,5,5,-,-,5,5
慢充时间(小时)_x,5,5,5,5,5,-,-,5,5
感应雨刷功能,,,,,,,,,
感应后备厢,-,-,-,-,-,-,-,-,-
快充电量百分比,80,80,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80,80,80
快充时间(小时)_y,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
快充时间(小时)_x,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
座椅材质,,,,,,,,,
座位数(个),4,4,4,4,4,4,4,4,4
并线辅助,○,○,○,○,○,○,○,○,○
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●
宽度(mm),1967,1967,1967,1967,1966,1966,1966,1966,1966
官方0-100km/h加速(s),5.1,4.1,2.9,3.3,3.7,5.4,4,3.2,2.8
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●
夜视系统,○,○,○,○,○,○,○,○,○
多层隔音玻璃,,,,,,,,,
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无
四驱形式,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱,-,电动四驱,电动四驱,电动四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1698,1698,1672,1672,-,-,-,-,-
后轮胎规格,275/45 R19,275/45 R19,295/35 R20,285/40 R20,285/40 R20,275/45 R19,275/45 R19,285/40 R20,305/30 R21
后电动机最大扭矩(N·m),-,-,-,-,-,345,-,-,-
后电动机最大功率(kW),-,-,-,-,-,300,-,-,-
后排独立空调,○,●,●,●,●,○,●,●,●
后排液晶屏幕,,,,,,,,,
后排杯架,●,●,●,●,●,●,●,●,●
后排控制多媒体,○,○,○,○,○,○,○,○,○
后排座椅电动放倒,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),1296,1296,1296,1296,491,491,491,450,450
后制动器类型,通风盘式,通风盘式,陶瓷通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,陶瓷通风盘式
可变转向比,-,-,-,-,-,-,-,-,-
可变悬架功能,,,,,,,,,
可加热喷水嘴,-,-,-,-,-,-,-,-,-
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
厂商指导价(元),96.80万,120.80万,183.80万,153.80万,139.20万,89.80万,116.80万,151.80万,181.80万
厂商,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副驾娱乐屏,,,,,,,,,
副座椅调节方式,,,,,,,,,
前轮距(mm),1718,1718,1710,1710,-,-,-,-,-
前轮胎规格,225/55 R19,225/55 R19,255/40 R20,245/45 R20,245/45 R20,225/55 R19,225/55 R19,245/45 R20,265/35 R21
前方碰撞预警,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,陶瓷通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,陶瓷通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动能量回收系统,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,○,○,○,○,○,○,○,○,○
低速行车警告,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
上市时间,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04
上坡辅助,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,○,○,○,○,○,○,○,○
ETC装置,○,○,○,○,○,○,○,○,○
DOW开门预警,○,○,○,○,○,○,○,○,○
CLTC纯电续航里程(km)_y,513,511,469,523,538,430,461,527,475
CLTC纯电续航里程(km)_x,513,511,469,523,538,430,461,527,475
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-
