Feature,48460,50383,51783,51784,54574,57111,59239,59910,61272,62089,62090,62091,62092
行车电脑显示屏幕,,,,,,,,,-,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,-,●,●,●,●
自适应远近光,●,●,-,●,●,●,●,-,-,-,●,●,●
自动驻车,●,●,●,●,●,●,●,●,-,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,-,●,●,●,●,●,-,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-
能量回收系统,-,-,-,-,●,-,-,●,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,油电混合,汽油,汽油,油电混合,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,-,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铸铁,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
系统综合功率(kW),-,-,-,-,175,-,-,175,-,-,-,-,-
系统综合功率(Ps),-,-,-,-,238,-,-,238,-,-,-,-,-
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,2挡DHT,7挡湿式双离合,7挡湿式双离合,2挡DHT,8挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,-,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),18,18,18,18,18,18,18,18,14,18,18,18,18
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,●,-,-,-,○,●,●,-,-,-,-,●,●
电芯品牌,-,-,-,-,欣旺达,-,-,欣旺达,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,-,-,2.1,-,-,2.1,-,-,-,-,-
电池组质保,-,-,-,-,待查,-,-,待查,-,-,-,-,-
电池类型,-,-,-,-,三元锂电池,-,-,三元锂电池,-,-,-,-,-
电池冷却方式,-,-,-,-,直冷,-,-,直冷,-,-,-,-,-
电机类型,-,-,-,-,-,-,-,-,-,-,-,-,-
电机布局,-,-,-,-,前置,-,-,前置,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,300,-,-,300,-,-,-,-,-
电动机总功率(kW),-,-,-,-,134,-,-,134,-,-,-,-,-
电动机总功率(Ps),-,-,-,-,182,-,-,182,-,-,-,-,-
电动机(Ps),-,-,-,-,182,-,-,182,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,-,-,-,,,,-,-,-,-,,
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,-,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,95号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,油电混合,汽油,汽油,油电混合,汽油,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,●,●,-,-,●,●,●,-,-,-,●,●,●
液晶仪表尺寸,,,,,,,,,-,,,,
油箱容积(L),47,47,47,47,40,47,47,40,-,47,47,47,47
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,200,200,165,200,200,165,230,200,200,200,200
最大马力(Ps),177,177,177,177,140,177,177,140,265,177,177,177,177
最大满载质量(kg),1790,1790,1790,1790,1950,1790,1790,1950,1911,1790,1790,1790,1790
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,-,1500-4000,1500-4000,-,-,-,-,-,-
最大扭矩(N·m)_y,270,270,270,270,180,270,270,180,400,270,270,270,270
最大扭矩(N·m)_x,270,270,270,270,-,270,270,-,400,270,270,270,270
最大功率转速(rpm),5500,5500,5500,5500,-,5500,5500,-,-,-,-,-,-
最大功率(kW)_y,130,130,130,130,103,130,130,103,195,130,130,130,130
最大功率(kW)_x,130,130,130,130,175,130,130,175,195,130,130,130,130
最大净功率(kW),125,125,125,125,103,125,125,103,195,-,-,-,-
无钥匙进入功能,,,,,,,,,-,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,-,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,-,,,,
方向盘换挡,●,●,-,-,-,●,●,-,-,-,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,-,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,-,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1400,1400,1345,1400,1550,1400,1400,1500,1500,1400,1400,1400,1400
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-
接近角(°),13,13,13,13,13,13,13,13,11,13,13,13,13
排量(mL),1497,1497,1497,1497,1999,1497,1497,1999,1961,1497,1497,1497,1497
换挡形式,,,,,,,,,-,,,,
挡位个数,7,7,7,7,2,7,7,2,8,7,7,7,7
扬声器数量,,,,,,,,,-,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,-,,,-,-,-,-,,
手机互联/映射,-,,,,-,-,-,,-,,,-,-
手机APP远程功能,,,-,,,,,-,-,-,-,,
手势控制,●,-,-,-,○,●,●,-,-,-,-,●,●
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,-,,,,,,-,,,,
感应后备厢,●,●,●,●,●,●,●,●,-,●,●,●,●
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-
快充功能,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,-,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,●,-,-,-,○,-,●,-,-,-,-,●,●
巡航系统,,,,,,,,,-,,,,
导航路况信息显示,●,○,-,○,●,●,●,-,-,-,-,●,●
宽度(mm),1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850
实测油耗(L/100km),-,9,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,39.8,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,7.87,-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),6.95,6.95,6.95,6.95,-,6.95,6.95,-,-,6.95,6.95,6.95,6.95
安全带未系提醒,,,,,,,,,-,,,,
天窗类型,,,-,,,,,,-,,,,
大灯高度可调,●,●,●,●,●,●,●,●,-,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,-,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,-,,,,
多功能方向盘,●,●,●,●,●,●,●,●,-,●,●,●,●
外后视镜功能,,,,,,,,,-,,,,
备胎规格,非全尺寸,非全尺寸,无,非全尺寸,补胎工具,非全尺寸,非全尺寸,补胎工具,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,-,,,,,-,-,-,-,,
四驱形式,-,-,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583
后轮胎规格,225/45 R18,225/45 R18,215/60 R16,225/50 R17,225/45 R18,225/45 R18,225/45 R18,225/50 R17,245/35 R19,225/45 R18,225/45 R18,225/45 R18,225/45 R18
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,-,-,●,●,●,-,-,-,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,-,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,-,●,●,●,●,●,-,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),混合动力专用变速箱(DHT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),混合动力专用变速箱(DHT),手自一体变速箱(AT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,2挡DHT,7挡湿式双离合,7挡湿式双离合,2挡DHT,8挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,-,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,DCVVT,-,-,-,-
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,4A15J2,4A15J2,4A15J2,4A15J2,4B20L1,4A15J2,4A15J2,4B20L1,4B20J3,4A15J2,4A15J2,4A15J2,4A15J2
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,1.5T 177马力 L4,1.5T 177马力 L4,1.5T 177马力 L4,1.5T 177马力 L4,2.0L 140马力 L4,1.5T 177马力 L4,1.5T 177马力 L4,2.0L 140马力 L4,2.0T 265马力 L4,1.5T 177马力 L4,1.5T 177马力 L4,1.5T 177马力 L4,1.5T 177马力 L4
厂商指导价(元),12.80万,11.80万,9.83万,10.80万,14.80万,13.68万,13.68万,12.80万,16.00万,10.80万,11.80万,12.80万,13.68万
厂商,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车
卫星导航系统,●,○,-,○,●,●,●,-,-,-,-,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,-,,,,
前轮距(mm),1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589
前轮胎规格,225/45 R18,225/45 R18,215/60 R16,225/50 R17,225/45 R18,225/45 R18,225/45 R18,225/50 R17,245/35 R19,225/45 R18,225/45 R18,225/45 R18,225/45 R18
前电动机最大扭矩(N·m),-,-,-,-,300,-,-,300,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,134,-,-,134,-,-,-,-,-
前方碰撞预警,●,●,-,●,●,●,●,-,-,-,●,●,●
前排座椅功能,,,-,-,,,,-,-,-,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,-,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,-,●,●,●,●
内置行车记录仪,-,-,-,-,●,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,-,,,,
全液晶仪表盘,●,○,-,○,●,●,●,-,-,-,-,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,-,-,-,-,●,-,-,●,-,-,-,-,-
主座椅调节方式,,,,,,,,,-,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,-,●,●,●,●,-,-,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,-,,,,
中控屏幕尺寸,,,,,,,,,-,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2021.08,2021.08,2021.08,2021.08,2022.10,2022.05,2022.09,2022.10,-,2023.03,2023.03,2023.03,2023.03
上坡辅助,●,●,●,●,●,●,●,●,-,●,●,●,●
Wi-Fi热点,●,○,-,○,●,●,●,-,-,-,-,●,●
WLTC综合油耗(L/100km),5.96,5.96,5.96,5.96,4.33,5.96,5.96,4.33,7.06,5.96,5.96,5.96,5.96
USB/Type-C接口数量,,,,,,,,,-,,,,
OTA升级,●,○,-,○,●,●,●,-,-,-,-,●,●
NEDC综合油耗(L/100km),5.7,5.7,5.7,5.7,-,5.7,5.7,-,-,-,-,-,-
LED日间行车灯,●,●,-,●,●,●,●,●,-,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,-,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-,-
DOW开门预警,●,-,-,-,○,-,●,-,-,-,-,●,●
ABS防抱死,●,●,●,●,●,●,●,●,-,●,●,●,●
4G/5G网络,,,-,,,,,-,-,-,-,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-
