Feature,35092,37260,37261,37262
前轮距(mm),1500,1500,1500,1500
前轮胎规格,195/50 R16,195/50 R16,195/50 R16,195/50 R16
前电动机最大扭矩(N·m),250,250,250,250
前电动机最大功率(kW),125,125,125,125
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排座椅通风,-,-,-,-
前/后排座椅按摩,-,-,-,-
前/后排座椅加热,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,●,●,●
内/外后视镜自动防眩目,-,-,-,-
全液晶仪表盘,●,●,●,●
全景摄像头,●,-,●,-
全景天窗,●,●,●,●
倒车视频影像,●,●,●,●
侧滑门,-,-,-,-
主动降噪,-,-,-,-
主动刹车/主动安全系统,●,-,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-
中控台彩色大屏尺寸,10.1英寸,10.1英寸,10.1英寸,10.1英寸
中控台彩色大屏,●,●,●,●
上市时间,2019.01,2019.01,2019.01,2019.01
上坡辅助,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,-,-,-,-
GPS导航系统,●,●,●,●
CD/DVD,-,-,-,-
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
