Feature,33288,33289,33290,33291,33292,33293,33294,33295
无钥匙进入系统,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-
方向盘调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1775,1850,1775,1850,1885,1975,1885,1975
整体主动转向系统,-,-,-,-,-,-,-,-
排量(mL),1764,1764,1764,1764,1997,1997,1997,1997
挡位个数,6,6,6,6,5,5,5,5
扬声器品牌,-,-,-,-,-,-,-,-
扬声器个数,4-5喇叭,4-5喇叭,6-7喇叭,6-7喇叭,4-5喇叭,4-5喇叭,6-7喇叭,6-7喇叭
手机无线充电,-,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-,-,-,-
感应雨刷,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-
座椅高低调节,-,-,●,●,-,-,●,●
座椅材料,织物,织物,仿皮,仿皮,织物,织物,仿皮,仿皮
座位数(个),5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),8.9,9.3,8.9,9.3,8.7,8.9,8.7,8.9
工信部纯电续航里程(km),-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-
宽度(mm),1865,1865,1865,1865,1865,1865,1865,1865
实测油耗(L/100km),-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-
定速巡航,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-
多功能方向盘,-,-,●,●,-,-,●,●
外接音源接口,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,分时四驱,-,分时四驱,-,分时四驱,-,分时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1540,1540,1540,1540,1540,1540,1540,1540
后轮胎规格,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17
后视镜记忆,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●
后视镜电动折叠,-,-,-,-,-,-,-,-
后视镜加热,-,-,●,●,-,-,●,●
后桥限滑差速器/差速锁,差速锁,差速锁,差速锁,差速锁,差速锁,差速锁,差速锁,差速锁
后排独立空调,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-
后排杯架,-,-,●,●,-,-,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,四连杆螺旋弹簧悬架液压筒式减振器,四连杆螺旋弹簧悬架液压筒式减振器,四连杆螺旋弹簧悬架液压筒式减振器,四连杆螺旋弹簧悬架液压筒式减振器,四连杆螺旋弹簧悬架液压筒式减振器,四连杆螺旋弹簧悬架液压筒式减振器,四连杆螺旋弹簧悬架液压筒式减振器,四连杆螺旋弹簧悬架液压筒式减振器
后座出风口,-,-,-,-,-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡手动,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-
发动机型号,JX4G18E5L,JX4G18E5L,JX4G18E5L,JX4G18E5L,JE4D20Q5A,JE4D20Q5A,JE4D20Q5A,JE4D20Q5A
发动机启停技术,-,-,-,-,-,-,-,-
发动机,1.8T 177马力 L4,1.8T 177马力 L4,1.8T 177马力 L4,1.8T 177马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4,2.0T 136马力 L4
压缩比,9.5,9.5,9.5,9.5,16.8,16.8,16.8,16.8
厂商指导价(元),11.99万,13.59万,13.19万,14.79万,12.99万,14.59万,14.19万,15.79万
厂商,陆风汽车,陆风汽车,陆风汽车,陆风汽车,陆风汽车,陆风汽车,陆风汽车,陆风汽车
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●
前轮距(mm),1535,1535,1535,1535,1535,1535,1535,1535
前轮胎规格,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-
前悬架类型,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-
倒车视频影像,●,●,●,●,●,●,●,●
侧滑门,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸
中控台彩色大屏,●,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-
上市时间,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01
上坡辅助,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-
GPS导航系统,●,●,●,●,●,●,●,●
CD/DVD,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-
