Feature,1009444,1009445,1009446,1009592,1009593,1009595,1009596,1009718,1011669,1011672,1011673,1011674,1011675,1011676,1011677
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),9.4,9.4,9.4,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1840,1840,1840,1830,1830,1850,1850,1850,1830,1850,1850,1850,1850,1850,1850
安全带未系提醒,,,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540
后轮胎规格,265/75 R16,265/75 R16,265/75 R16,265/70 R16,265/70 R16,265/70 R16,265/70 R16,265/70 R16,265/75 R16,265/70 R16,265/70 R16,265/70 R16,265/70 R16,265/75 R16,265/75 R16
后排车门开启方式,-,平开门,平开门,-,-,平开门,平开门,平开门,平开门,-,平开门,-,平开门,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,6挡手动,5挡手动,5挡手动,5挡手动,5挡手动,6挡手动,6挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,4K22D4T,4K22D4T,4K22D4T,YCY24140-60A,YCY24140-60A,YCY24140-60A,YCY24140-60A,YCY24140-60A,4K22D4T,YCY24140-60A,YCY24140-60A,YCY24140-60A,YCY24140-60A,4K22D4T,4K22D4T
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,2.4T 211马力 L4,2.4T 211马力 L4,2.4T 211马力 L4,2.4T 140马力 L4,2.4T 140马力 L4,2.4T 140马力 L4,2.4T 140马力 L4,2.4T 140马力 L4,2.4T 211马力 L4,2.4T 140马力 L4,2.4T 140马力 L4,2.4T 140马力 L4,2.4T 140马力 L4,2.4T 211马力 L4,2.4T 211马力 L4
压缩比,9.6,9.6,9.6,-,-,-,-,-,9.6,-,-,-,-,9.6,9.6
厂商指导价(元),9.42万,9.87万,9.87万,10.48万,10.48万,10.88万,10.98万,11.68万,10.87万,12.68万,12.98万,12.78万,13.08万,11.98万,12.08万
厂商,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540
前轮胎规格,265/75 R16,265/75 R16,265/75 R16,265/70 R16,265/70 R16,265/70 R16,265/70 R16,265/70 R16,265/75 R16,265/70 R16,265/70 R16,265/70 R16,265/70 R16,265/75 R16,265/75 R16
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,双叉臂螺旋弹簧独立悬架,双叉臂螺旋弹簧独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,直喷,多点电喷,直喷,直喷,直喷,直喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,,,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2020.05,2020.05,2020.05,2020.06,2020.06,2020.06,2020.06,2020.06,2021.05,2021.05,2021.05,2021.05,2021.05,2021.05,2021.05
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
