Feature,45010,45219
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-
中央差速器锁止功能,-,-
上市时间,2020.04,2020.04
上坡辅助,●,●
OTA升级,-,-
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
GPS导航系统,●,●
ABS防抱死,●,●
220V/230V电源,-,-
