Feature,56570,57770,57771,57772
快充时间(小时)_x,0.67,0.67,0.67,0.67
快充功能,支持,支持,支持,支持
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
宽度(mm),1900,1900,1900,1900
官方0-100km/h加速(s),-,-,-,-
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
大灯延时关闭,●,●,●,●
多层隔音玻璃,,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,无,无,无,无
地图品牌,,,,
四驱形式,-,-,电动四驱,电动四驱
后风挡遮阳帘,-,-,-,-
后雨刷,●,●,●,●
后轮距(mm),1639,1639,1639,1629
后轮胎规格,235/55 R19,235/55 R19,235/55 R19,255/45 R20
后电动机最大扭矩(N·m),-,-,300,300
后电动机最大功率(kW),-,-,160,160
后方碰撞预警,●,●,●,●
后排独立空调,-,-,-,-
后排液晶屏幕,-,-,-,-
后排杯架,●,●,●,●
后排控制多媒体,-,-,-,-
后排座椅电动放倒,-,-,-,-
后排座椅放倒形式,,,,
后排小桌板,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排侧窗遮阳帘,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后备厢容积(L),562,562,496,496
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-
可变悬架功能,-,-,-,-
可加热喷水嘴,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),28.48万,27.28万,32.78万,34.28万
厂商,东风日产,东风日产,东风日产,东风日产
卫星导航系统,●,●,●,●
单踏板模式,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1636,1636,1636,1626
前轮胎规格,235/55 R19,235/55 R19,235/55 R19,255/45 R20
前电动机最大扭矩(N·m),300,300,300,300
前电动机最大功率(kW),178,178,160,160
前方碰撞预警,●,●,●,●
前排座椅功能,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动能量回收系统,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,●,●,●
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动降噪,-,-,-,-
主动闭合式进气格栅,-,-,-,-
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2022.09,2022.09,2022.09,2022.09
上坡辅助,●,●,●,●
Wi-Fi热点,●,●,●,●
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,●,-,●,●
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,623,623,559,533
CLTC纯电续航里程(km)_x,623,623,559,533
ABS防抱死,●,●,●,●
4G/5G网络,,,,
220V/230V电源,-,-,-,-
