Feature,1000443,1000444,1001239,1001240
油箱容积(L),35,35,35,35
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),未知,未知,未知,未知
最高车速(km/h),100,110,110,100
最小离地间隙(mm),146,146,146,146
最大马力(Ps),48,58,58,48
最大载重质量(kg),-,-,-,-
最大扭矩转速(rpm),3000-3500,3000-4000,3000-4000,3000-3500
最大扭矩(N·m)_y,74,84,84,74
最大扭矩(N·m)_x,74,84,84,74
最大功率转速(rpm),5000,5500,5500,5000
最大功率(kW)_y,35.5,43,43,35.5
最大功率(kW)_x,35.5,43,43,35.5
无钥匙进入系统,-,-,-,-
无钥匙启动系统,-,-,-,-
方向盘调节,-,-,-,-
方向盘电动调节,-,-,-,-
整车质保,两年或6万公里,两年或6万公里,两年或6万公里,两年或6万公里
整备质量(kg),985,985,985,985
排量(mL),970,970,970,970
挡位个数,5,5,5,5
扬声器品牌,-,-,-,-
扬声器个数,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭
座椅高低调节,-,-,-,-
座椅材料,织物,织物,织物,织物
座位数(个),5-8,5-8,5-8,5-8
工信部综合油耗(L/100km),-,-,-,-
宽度(mm),1475,1475,1475,1475
定速巡航,-,-,-,-
安全带未系提示,-,-,-,-
大灯高度可调,-,-,-,-
多功能方向盘,-,-,-,-
外接音源接口,AUX,AUX,AUX,AUX
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1280,1280,1280,1280
后轮胎规格,165/70 R13,165/70 R13,165/70 R13,165/70 R13
后视镜电动调节,-,-,-,-
后视镜加热,-,-,-,-
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-,-
后排液晶屏,-,-,-,-
后排杯架,-,-,-,-
后排座椅电动调节,-,-,-,-
后排座椅放倒方式,整体放倒,整体放倒,整体放倒,整体放倒
后排侧遮阳帘,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧
后座出风口,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-
发动机型号,LJ465QE1,DA465QA,DA465QA,LJ465QE1
发动机,1.0L 48马力 L4,1.0L 58马力 L4,1.0L 58马力 L4,1.0L 48马力 L4
压缩比,-,-,-,-
厂商指导价(元),2.72万,2.92万,2.82万,2.82万
厂商,一汽吉林,一汽吉林,一汽吉林,一汽吉林
助力类型,无助力,无助力,无助力,无助力
前雾灯,-,-,-,-
前轮距(mm),1280,1280,1280,1280
前轮胎规格,165/70 R13,165/70 R13,165/70 R13,165/70 R13
前悬架类型,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂
前制动器类型,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-
前/后电动车窗,-,-,-,-
前/后排座椅加热,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-
全景天窗,-,-,-,-
倒车视频影像,-,-,-,-
侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中控台彩色大屏,-,-,-,-
上市时间,2011.11,2011.11,2012.09,2012.09
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
GPS导航系统,-,-,-,-
CD/DVD,-,-,-,-
ABS防抱死,-,-,-,-
220V/230V电源,-,-,-,-
