Feature,35617,35697,35698,35699,35700,35701,35702
后排独立空调,●,●,●,●,●,●,●
后排液晶屏,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-
后排座椅放倒方式,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒
后排侧隐私玻璃,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●,●,●,●
后制动器类型,盘式,鼓式,盘式,盘式,鼓式,盘式,盘式
可变转向比,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-
变速箱类型,无级变速箱(CVT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速,5挡手动,5挡手动,5挡手动,CVT无级变速,CVT无级变速,CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●
发动机特有技术,双C-VTC,双C-VTC,双C-VTC,双C-VTC,双C-VTC,双C-VTC,双C-VTC
发动机型号,HR16,HR15,HR15,HR15,HR16,HR16,HR16
发动机启停技术,-,-,-,-,-,-,-
发动机,1.6L 124马力 L4,1.5L 112马力 L4,1.5L 112马力 L4,1.5L 112马力 L4,1.6L 124马力 L4,1.6L 124马力 L4,1.6L 124马力 L4
压缩比,9.8,10.5,10.5,10.5,9.8,9.8,9.8
厂商指导价(元),9.09万,6.58万,6.98万,7.38万,7.59万,7.99万,8.49万
厂商,东风启辰,东风启辰,东风启辰,东风启辰,东风启辰,东风启辰,东风启辰
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
前雾灯,-,●,●,●,●,●,-
前轮距(mm),1490,1490,1490,1490,1490,1490,1490
前轮胎规格,195/55 R16,185/65 R15,195/55 R16,195/55 R16,185/65 R15,195/55 R16,195/55 R16
前桥限滑差速器/差速锁,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-
全景摄像头,●,-,-,●,-,-,-
全景天窗,-,-,-,-,-,-,-
倒车视频影像,●,-,●,●,-,●,●
侧滑门,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-
中控台彩色大屏尺寸,9英寸,-,7英寸,7英寸,-,7英寸,7英寸
中控台彩色大屏,●,-,●,●,-,●,●
中央差速器锁止功能,-,-,-,-,-,-,-
上市时间,2018.08,2018.08,2018.08,2018.08,2018.08,2018.08,2018.08
上坡辅助,●,-,●,●,-,●,●
LED日间行车灯,●,-,-,-,-,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-,-
CD/DVD,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-
