Feature,50144,50583,50584,50585,51002,52534,52776,52777,54880,55750,55751,57759,57760
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铝合金,铝合金,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),5挡手动,5挡手动,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,CVT无级变速(模拟8挡),5挡手动,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡)
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),20,20,20,20,20,20,20,20,20,20,20,20,20
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,
油箱容积(L),50,50,50,50,50,50,50,50,50,50,50,50,50
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),180,180,180,185,185,200,200,200,180,185,180,180,180
最大马力(Ps),120,120,120,120,120,173,173,173,120,120,120,120,120
最大满载质量(kg),1692,1692,1692,1647,1647,1745,1745,1745,1692,1647,1692,1692,1692
最大扭矩转速(rpm),4500,4500,4500,4500,4500,1750-4000,1750-4000,1750-4000,4500,4500,4500,4500,4500
最大扭矩(N·m)_y,150,150,150,150,150,275,275,275,150,150,150,150,150
最大扭矩(N·m)_x,150,150,150,150,150,275,275,275,150,150,150,150,150
最大功率转速(rpm),6000,6000,6000,6000,6000,5600,5600,5600,6000,6000,6000,6000,6000
最大功率(kW)_y,88,88,88,88,88,127,127,127,88,88,88,88,88
最大功率(kW)_x,88,88,88,88,88,127,127,127,88,88,88,88,88
最大净功率(kW),84,84,84,84,84,121,121,121,84,84,84,84,84
无钥匙进入功能,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1240,1240,1240,1195,1195,1305,1305,1305,1240,1195,1240,1240,1240
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-
接近角(°),15,15,15,15,15,15,15,15,15,15,15,15,15
排量(mL),1498,1498,1498,1498,1498,1490,1490,1490,1498,1498,1498,1498,1498
换挡形式,,,,,,,,,,,,,
挡位个数,8,8,8,5,5,7,7,7,8,5,8,8,8
扬声器数量,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,-,,-,-,-,-,-,-,
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,-,-,-,-,-,,-,-,-,-,-,-,-
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,●,-,-,-,-,●,-,-,-,-,-,-,●
巡航系统,,,-,-,-,,,,-,-,,,
导航路况信息显示,●,●,-,-,-,●,-,●,-,-,●,●,●
宽度(mm),1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818
实测油耗(L/100km),8.5,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),41.06,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),12.61,-,-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,
天窗类型,,,,,-,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1548,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548
后轮胎规格,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/50 R17,205/50 R17,205/50 R17,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),512,512,512,512,512,512,512,512,512,512,512,512,512
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),手动变速箱(MT),手动变速箱(MT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),5挡手动,5挡手动,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,CVT无级变速(模拟8挡),5挡手动,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡)
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,DVVT,DVVT,DVVT,DVVT,DVVT,-,-,-,DVVT,DVVT,DVVT,DVVT,DVVT
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,15S4C,15S4C,15S4C,15S4C,15S4C,15C4E,15C4E,15C4E,15S4C,15S4C,15S4C,15S4C,15S4C
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,1.5L 120马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5T 173马力 L4,1.5T 173马力 L4,1.5T 173马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5L 120马力 L4
厂商指导价(元),8.99万,8.49万,7.99万,7.29万,6.79万,9.99万,8.79万,9.29万,8.29万,7.29万,8.49万,8.49万,8.99万
厂商,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团
卫星导航系统,●,●,-,-,-,●,-,●,-,-,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,
前轮距(mm),1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544
前轮胎规格,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/50 R17,205/50 R17,205/50 R17,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16
前方碰撞预警,●,-,-,-,-,●,-,-,-,-,-,-,●
前排座椅功能,-,-,-,-,-,,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,-,-,-,-,●,-,-,-,-,-,-,●
内后视镜功能,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,-,-,-,●,-,-,-,-,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,-,-,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,-,-,-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,
上市时间,2021.04,2021.04,2021.04,2021.04,2021.04,2021.08,2021.08,2021.08,2021.12,2022.02,2022.02,2022.06,2022.06
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,-,-,-,●,-,●,-,-,●,●,●
WLTC综合油耗(L/100km),-,-,-,6.1,6.1,-,-,-,-,6.1,-,-,-
USB/Type-C接口数量,,,,,,,,,,,,,
OTA升级,●,●,-,-,-,●,-,●,-,-,●,●,●
NEDC综合油耗(L/100km),5.5,5.5,5.5,5.5,5.5,5.9,5.9,5.9,5.5,5.5,5.5,5.5,5.5
LED日间行车灯,●,●,-,●,-,●,●,●,-,-,-,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-,-
DOW开门预警,●,-,-,-,-,●,-,-,-,-,-,-,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,-,-,-,,-,,-,-,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-
