Feature,48999,51426,51428,58160,58161,58162,58163,58164,61997,61998,61999,62000,62001,62002,62003
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),20,20,20,20,20,20,20,20,26,26,26,26,26,26,26
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,●,●,●,-,-,-,-,-,-,-,●,-,●,●,●
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池组质保,八年或20万公里,-,八年或20万公里,-,八年或20万公里,-,-,八年或20万公里,-,-,-,八年或20万公里,八年或20万公里,八年或20万公里,八年或20万公里
电池类型,镍氢电池,-,镍氢电池,-,镍氢电池,-,-,镍氢电池,-,-,-,镍氢电池,镍氢电池,镍氢电池,镍氢电池
电机类型,永磁/同步,-,永磁/同步,-,永磁/同步,-,-,永磁/同步,-,-,-,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动机总扭矩(N·m),202,-,202,-,202,-,-,202,-,-,-,202,202,202,202
电动机总功率(kW),80,-,80,-,80,-,-,80,-,-,-,80,80,80,80
电动机总功率(Ps),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动机(Ps),109,-,109,-,109,-,-,109,-,-,-,109,109,109,109
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,油电混合,汽油,油电混合,汽油,油电混合,汽油,汽油,油电混合,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,●,-,●,-,●,-,-,●,-,-,-,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,
油箱容积(L),43,50,43,50,43,50,50,43,50,50,50,43,43,43,43
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),175,185,175,185,175,185,185,175,185,185,185,175,175,175,175
最小转弯半径(m),5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
最大马力(Ps),146,171,146,171,146,171,171,146,171,171,171,146,146,146,146
最大满载质量(kg),2010,1960,2010,1960,2010,1960,1960,2010,1960,1960,1960,2010,2010,2010,2010
最大扭矩转速(rpm),4400-5200,4400-4800,4400-5200,4400-4800,4400-5200,4400-4800,4400-4800,4400-5200,4600-5000,4600-5000,4600-5000,4400-5200,4400-5200,4400-5200,4400-5200
最大扭矩(N·m)_y,188,203,188,203,188,203,203,188,205,205,205,188,188,188,188
最大扭矩(N·m)_x,-,203,-,203,-,203,203,-,205,205,205,-,-,-,-
最大功率转速(rpm),6000,6600,6000,6600,6000,6600,6600,6000,6600,6600,6600,6000,6000,6000,6000
最大功率(kW)_y,107,126,107,126,107,126,126,107,126,126,126,107,107,107,107
最大功率(kW)_x,135,126,135,126,135,126,126,135,126,126,126,135,135,135,135
最大净功率(kW),107,126,107,126,107,126,126,107,126,126,126,107,107,107,107
无钥匙进入功能,,,,,,-,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1575,1515,1575,1505,1570,1490,1505,1570,1505,1505,1515,1570,1570,1575,1575
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
接近角(°),14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
排量(mL),1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987
换挡形式,,,,,,,,,,,,,,,
挡位个数,无级变速,10,无级变速,10,无级变速,10,10,无级变速,10,10,10,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,●,-,-,-,-,-,-,-,-,-,-,-,-,-,●
巡航系统,,,,,,-,,,,,,,,,
导航路况信息显示,●,●,●,-,-,-,-,-,-,-,-,-,-,-,●
宽度(mm),1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,
天窗类型,,,,,,-,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550
后轮胎规格,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,电子无级变速箱(E-CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,CVT无级变速(模拟10挡),E-CVT无级变速,CVT无级变速(模拟10挡),E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT-iE,-,VVT-iE,-,VVT-iE,-,-,VVT-iE,-,-,-,VVT-iE,VVT-iE,VVT-iE,VVT-iE
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,M20F,M20C,M20F,M20C,M20F,M20C,M20C,M20F,M20C,M20C,M20C,M20F,M20F,M20F,M20F
发动机启停技术,-,●,-,●,-,●,●,-,●,●,●,-,-,-,-
发动机,2.0L 146马力 L4,2.0L 171马力 L4,2.0L 146马力 L4,2.0L 171马力 L4,2.0L 146马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 146马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 146马力 L4,2.0L 146马力 L4,2.0L 146马力 L4,2.0L 146马力 L4
压缩比,14,13,14,13,14,13,13,14,13,13,13,14,14,14,14
厂商指导价(元),19.08万,16.08万,17.88万,15.68万,17.48万,14.18万,15.18万,16.98万,15.28万,15.78万,16.18万,17.08万,17.58万,17.98万,19.28万
厂商,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田
卫星导航系统,●,●,●,-,-,-,-,-,-,-,-,-,-,-,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶座垫式气囊,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550
前轮胎规格,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17,215/60 R17
前电动机最大扭矩(N·m),202,-,202,-,202,-,-,202,-,-,-,202,202,202,202
前电动机最大功率(kW),80,-,80,-,80,-,-,80,-,-,-,80,80,80,80
前方碰撞预警,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-,-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,●,-,-,-,-,-,-,-,-,-,-,-,-,-,●
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,●,-,●,-,●,-,-,●,-,-,-,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2021.05,2021.05,2021.05,2022.07,2022.07,2022.07,2022.07,2022.07,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,5.95,5.95,5.95,5.09,5.09,5.09,5.09
USB/Type-C接口数量,,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),4.5,5.7,4.5,5.7,4.5,5.7,5.7,4.5,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,-,-,-,-,-,-,-,-,-,-,-,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
