Feature,49283,49284,57359,58125,58126,58127,58128,58699,60971,61863,61864,61865,61866,61867
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1648,1648,1648,1648,1648,1648,1648,1668,1668,1668,1668,1668,1668,1668
后轮胎规格,245/60 R18,245/55 R19,245/55 R19,245/50 R20,245/50 R20,245/50 R20,245/50 R20,255/55 R20,255/50 R21,255/60 R19,255/60 R19,255/60 R19,255/60 R19,255/55 R20
后方碰撞预警,-,-,-,-,-,-,-,●,●,-,-,-,-,●
后排独立空调,-,-,●,-,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,●,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,●,●,●,●,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),947-2039,947-2039,233-2039,947-2039,233-2039,233-2039,233-2039,309-969,309-969,969-2876,309-2876,309-2876,309-2876,309-969
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手自一体变速箱(AT),自动变速箱(AT),手自一体变速箱(AT),自动变速箱(AT),自动变速箱(AT),电子无级变速箱(E-CVT),自动变速箱(AT),自动变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,8挡自动,8挡自动,8挡自动,8挡手自一体,8挡自动,8挡手自一体,8挡自动,8挡自动,E-CVT无级变速,8挡自动,8挡自动,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,CAF488WQB6,CAF488WQB6,CAF488WQB6,CAF488WQB6,CAF488WQB6,CAF488WQB6,CAF488WQB6,CAF484WQC4,CAF484WQH0,CAF484WQC4,CAF484WQC4,CAF484WQH0,CAF484WQH0,CAF484WQH0
发动机启停技术,●,●,●,●,●,●,●,●,-,●,●,-,-,-
发动机,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 252马力 L4,2.0T 275马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 275马力 L4,2.0T 275马力 L4,2.0T 275马力 L4
压缩比,10,10,10,10,10,10,10,10.8,10.8,10.8,10.8,10.8,10.8,10.8
厂商指导价(元),22.98万,24.68万,25.98万,26.98万,26.98万,29.98万,30.98万,27.98万,30.98万,22.98万,24.98万,24.98万,26.98万,29.98万
厂商,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,●,●,-,-,-,-,●
副座椅调节方式,,,,,,,,,,,,,,
前轮距(mm),1648,1648,1648,1648,1648,1648,1648,1668,1668,1668,1668,1668,1668,1668
前轮胎规格,245/60 R18,245/55 R19,245/55 R19,245/50 R20,245/50 R20,245/50 R20,245/50 R20,255/55 R20,255/50 R21,255/60 R19,255/60 R19,255/60 R19,255/60 R19,255/55 R20
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,320,-,-,320,320,320
前电动机最大功率(kW),-,-,-,-,-,-,-,-,140,-,-,140,140,140
前方碰撞预警,-,-,-,●,●,●,●,●,●,●,●,-,●,●
前排座椅功能,-,,,,,,,,,-,,-,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,●,●,●,-,-,-,-,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
主座椅调节方式,,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,●,●,●,●,●,●,●
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,-,-,-,●,●,●,●,●,●,●,●,-,●,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,●,●,-,●,-,●,●
中控彩色屏幕,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,
中央差速器结构,-,-,多片离合器,-,-,多片离合器,多片离合器,多片离合器,多片离合器,-,-,-,-,多片离合器
上市时间,2020.12,2020.12,2022.06,2022.07,2022.07,2022.07,2022.07,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,-,-,-,-,-,-,-,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,8.91,6.82,8.44,8.44,6.31,6.43,6.82
V2X通讯,-,-,-,-,-,-,-,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),8.1,8.3,8.6,8.2,8.2,8.6,8.6,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,●,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,-,-,-,-,-,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-
