Feature,56386,57166,60497,60498,60499,60500,60501,60502
电池能量密度(Wh/kg),170.1,170.1,140.01,140.01,140.01,140.01,140.01,140.01
电池能量(kWh),40.296,40.296,29.23,29.23,29.23,28.86,28.86,28.86
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池,三元锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,风冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置
电动机总扭矩(N·m),120,120,150,150,150,150,150,150
电动机总功率(kW),70,70,55,55,55,55,55,55
电动机总功率(Ps),95,95,75,75,75,75,75,75
电动机(Ps),95,95,75,75,75,75,75,75
电动扰流板,-,-,-,-,-,-,-,-
电动座椅记忆功能,,-,-,-,,-,-,
电动吸合车门,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
灯光特色功能,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),120,120,120,120,120,120,120,120
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,
毫米波雷达数量,,-,-,-,,-,-,
最高车速(km/h),125,125,120,120,120,120,120,120
最小转弯半径(m),4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55
最大满载质量(kg),1380,1380,1380,1380,1380,1380,1380,1380
最大扭矩(N·m),120,120,150,150,150,150,150,150
最大功率(kW),70,70,55,55,55,55,55,55
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,○,-,-,-,○,-,-,○
方向盘位置调节,,,,,,,,
整车质保,-,-,-,-,-,-,-,-
整备质量(kg),1015,1015,997,997,997,970,970,970
摄像头数量,,,,,,,,
接近角(°),23,23,23,23,23,23,23,23
换挡形式,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,,-,-,,,-,,
手机互联/映射,,,,,,,,
手机APP远程功能,,,,,,,,
手势控制,-,-,-,-,-,-,-,-
慢充时间(小时)_y,7,7,10,10,10,10,10,10
慢充时间(小时)_x,7,7,10,10,10,10,10,10
感应雨刷功能,,-,-,-,,-,-,
感应后备厢,-,-,-,-,-,-,-,-
快充电量百分比,80,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80,80
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
快充功能,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,
座位数(个),4,4,4,4,4,4,4,4
并线辅助,●,-,-,-,●,-,-,●
巡航系统,,,,,,,,
屏幕分辨率,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
对外放电,●,●,-,-,-,-,-,-
宽度(mm),1680,1680,1680,1680,1680,1680,1680,1680
官方0-50km/h加速(s),5,5,5.5,5.5,5.5,5.5,5.5,5.5
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,,-,-,-,,-,-,
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无
地图品牌,,,,,,,,
四驱形式,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1430,1430,1430,1430,1430,1430,1430,1430
后轮胎规格,175/55 R16,175/55 R16,175/55 R16,175/55 R16,175/55 R16,175/55 R16,175/55 R16,175/55 R16
后电动机最大扭矩(N·m),120,120,150,150,150,150,150,150
后电动机最大功率(kW),70,70,55,55,55,55,55,55
后排独立空调,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),11.09万,10.09万,8.49万,8.99万,9.49万,8.49万,8.99万,9.49万
厂商,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源
卫星导航系统,●,●,●,●,●,●,●,●
单踏板模式,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1450,1450,1450,1450,1450,1450,1450,1450
前轮胎规格,175/55 R16,175/55 R16,175/55 R16,175/55 R16,175/55 R16,175/55 R16,175/55 R16,175/55 R16
前方碰撞预警,●,-,-,-,●,-,-,●
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,●,-,-,-,●,-,-,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,-,-,-,●,-,-,●
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,主○&nbsp;/&nbsp;副●,主-&nbsp;/&nbsp;副●,主-&nbsp;/&nbsp;副●,主-&nbsp;/&nbsp;副●,主○&nbsp;/&nbsp;副●,主-&nbsp;/&nbsp;副●,主-&nbsp;/&nbsp;副●,主○&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-
上市时间,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11
上坡辅助,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-
DOW开门预警,●,-,-,-,●,-,-,●
CLTC纯电续航里程(km)_y,408,408,301,301,301,301,301,301
CLTC纯电续航里程(km)_x,408,408,301,301,301,301,301,301
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-
