Feature,1004250,1004251,1007573,1007574
前悬架类型,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-
前/后电动车窗,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-
前/后排座椅通风,-,-,-,-
前/后排座椅按摩,-,-,-,-
前/后排座椅加热,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),-,-,●,●
内/外后视镜自动防眩目,-,-,-,-
全液晶仪表盘,-,-,-,-
全景摄像头,-,-,-,-
全景天窗,-,-,-,-
倒车视频影像,-,-,-,-
侧滑门,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中控台彩色大屏,-,-,-,-
中央差速器锁止功能,-,-,-,-
上市时间,2016.04,2016.04,-,-
上坡辅助,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
GPS导航系统,-,-,-,-
CD/DVD,-,-,-,-
ABS防抱死,-,-,●,●
220V/230V电源,-,-,-,-
