Feature,25590,26157,26167,26168,26169,26170,26171,26172,26174,26175,26176,31262,31263,32774,33416,34327,34416,34772,34773,35348,37253,37256
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,2门4座SUV,2门4座SUV,2门4座SUV,2门4座SUV,2门4座SUV,4门5座SUV,4门5座SUV,4门5座SUV,2门4座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,-,-,●,●,●,●,●,●,●,●,●,-,-,●,-,-,●,●,-,-
车联网,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,●,●,●,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车窗一键升降,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车型名称,北京BJ40 2016款 40L 2.3T 手动四驱尊享版,北京BJ40 2016款 40L 2.0T 手动四驱尊贵版,北京BJ40 2016款 40L 2.0T 手动两驱豪华版,北京BJ40 2016款 40L 2.3T 自动两驱豪华版,北京BJ40 2016款 40L 2.3T 自动两驱尊贵版,北京BJ40 2016款 40L 2.3T 自动四驱尊享版,北京BJ40 2016款 2.0T 手动两驱尊贵版,北京BJ40 2016款 2.0T 手动四驱尊贵版,北京BJ40 2016款 2.3T 自动两驱尊贵版,北京BJ40 2016款 2.3T 手动四驱尊享版,北京BJ40 2016款 2.3T 自动四驱尊享版,北京BJ40 2017款 40L 2.3T 手动四驱环塔冠军版,北京BJ40 2017款 40L 2.3T 自动四驱环塔冠军版,北京BJ40 2018款 40L 2.0T 手动柴油四驱尊贵版,北京BJ40 2018款 2.0T 手动柴油四驱尊贵版,北京BJ40 2018款 PLUS 2.3T 自动四驱旗舰版,北京BJ40 2018款 PLUS 2.0T 手动四驱尊贵版,北京BJ40 2018款 PLUS 2.0T 手动四驱尊享版,北京BJ40 2018款 PLUS 2.3T 自动四驱尊享版,北京BJ40 2018款 PLUS 2.3T 自动四驱环塔冠军版,北京BJ40 2018款 PLUS 2.0T 自动四驱城市猎人版,北京BJ40 2018款 PLUS 2.0D 手动柴油四驱版
车内空气调节/花粉过滤,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),532-965,532-965,532-965,532-965,532-965,532-965,293-642,293-642,293-642,293-642,293-642,532-965,532-965,532-965,293-642,532-965,532-965,532-965,532-965,532-965,532-965,532-965
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应巡航,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,●,●,-,-
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,●,-,-
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,柴油,柴油,汽油,汽油,汽油,汽油,汽油,汽油,柴油
胎压监测装置,●,-,-,-,-,●,-,-,-,●,●,●,●,●,●,●,-,●,●,●,●,-
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,5挡手动,5挡手动,5挡手动,6挡手自一体,6挡手自一体,6挡手自一体,5挡手动,5挡手动,6挡手自一体,5挡手动,6挡手自一体,5挡手动,6挡手自一体,6挡手动,6挡手动,6挡手自一体,5挡手动,5挡手动,6挡手自一体,6挡手自一体,6挡手自一体,6挡手动
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,-,-,●,●,●,●,●,●,●,●,●,-,-,●,-,-,●,●,-,-
燃油标号,95号,92号,92号,95号,95号,95号,92号,92号,95号,95号,95号,95号,95号,0号,0号,95号,92号,92号,95号,95号,95号,0号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,柴油,柴油,汽油,汽油,汽油,汽油,汽油,汽油,柴油
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,●,-,-
油箱容积(L),80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,75,75,75,75,75,75,75
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),250,204,204,250,250,250,204,204,250,250,250,250,250,150,150,250,204,204,250,250,218,150
最大扭矩转速(rpm),1900-4500,1900-4500,1900-4500,1900-4500,1900-4500,1900-4500,1900-4500,1900-4500,1900-4500,1900-4500,1900-4500,1900-4500,1900-4500,-,-,1900-4500,1900-4500,1900-4500,1900-4500,1900-4500,-,-
最大扭矩(N·m)_y,350,280,280,350,350,350,280,280,350,350,350,350,350,350,350,350,280,280,350,350,320,350
最大扭矩(N·m)_x,350,280,280,350,350,350,280,280,350,350,350,350,350,350,350,350,280,280,350,350,320,350
最大功率转速(rpm),5300,5500,5500,5300,5300,5300,5500,5500,5300,5300,5300,5300,5300,-,-,5300,5500,5500,5300,5300,-,-
最大功率(kW)_y,184,150,150,184,184,184,150,150,184,184,184,184,184,110,110,184,150,150,184,184,160,110
最大功率(kW)_x,184,150,150,184,184,184,150,150,184,184,184,184,184,110,110,184,150,150,184,184,160,110
无钥匙进入系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●
方向盘调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),2005,2005,1890,1910,1910,2020,1800,1900,1805,1900,1915,-,-,2090,1980,2095,2055,2055,2095,2095,2110,2140
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),2290,1985,1985,2290,2290,2290,1985,1985,2290,2290,2290,2290,2290,1999,1999,2290,1985,1985,2290,2290,-,1999
挡位个数,5,5,5,6,6,6,5,5,6,5,6,5,6,6,6,6,5,5,6,6,6,6
扬声器品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
扬声器个数,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
感应雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,●,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,真皮,仿皮,织物,织物,仿皮,真皮,仿皮,仿皮,仿皮,真皮,真皮,真皮,真皮,仿皮,仿皮,仿皮,织物,仿皮,仿皮,仿皮,仿皮,织物
座位数(个),5,5,5,5,5,5,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),9.5,9.4,9.1,9.6,9.6,10,8.9,9.1,9.2,9.2,9.5,-,-,8.5,8.3,10,9.4,9.4,10,10,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,●,●,●,-,-
宽度(mm),1843,1843,1843,1843,1843,1843,1843,1843,1843,1843,1843,1843,1843,1843,1843,1925,1925,1925,1925,1925,1925,1925
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,12.8,-,-,10.9,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,-,-,43.27,-,-,45,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,9.28,-,-,9.85,-,-,-,-,-,-
定速巡航,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,●,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸
四驱形式,分时四驱,分时四驱,-,-,-,分时四驱,-,分时四驱,-,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1610,1610,1610,1610,1610,1610,1610
后轮胎规格,245/65 R17,245/65 R17,235/75 R16,235/75 R16,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17
后视镜记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,-
后视镜加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,差速锁,差速锁,-,-,-,-,-,-,差速锁,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,-,-,-,-,-,●,●,●,-,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,比例放倒,比例放倒,比例放倒,整体放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立悬架 
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手动变速箱(MT),手自一体变速箱(AT),手动变速箱(MT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,6挡手自一体,6挡手自一体,6挡手自一体,5挡手动,5挡手动,6挡手自一体,5挡手动,6挡手自一体,5挡手动,6挡手自一体,6挡手动,6挡手动,6挡手自一体,5挡手动,5挡手动,6挡手自一体,6挡手自一体,6挡手自一体,6挡手动
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,B231R,B201R,B201R,B231R,B231R,B231R,B201R,B201R,B231R,B231R,B231R,B231R,B231R,-,-,B231R,B201R,B201R,B231R,B231R,-,-
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,2.3T 250马力 L4,2.0T 204马力 L4,2.0T 204马力 L4,2.3T 250马力 L4,2.3T 250马力 L4,2.3T 250马力 L4,2.0T 204马力 L4,2.0T 204马力 L4,2.3T 250马力 L4,2.3T 250马力 L4,2.3T 250马力 L4,2.3T 250马力 L4,2.3T 250马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.3T 250马力 L4,2.0T 204马力 L4,2.0T 204马力 L4,2.3T 250马力 L4,2.3T 250马力 L4,2.0T 218马力 L4,2.0T 150马力 L4
压缩比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),15.98万,14.98万,12.98万,14.98万,15.98万,16.98万,12.98万,14.98万,15.98万,15.98万,16.98万,16.98万,17.98万,15.99万,15.99万,18.98万,15.98万,16.98万,17.98万,19.98万,17.48万,16.99万
厂商,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1610,1610,1610,1610,1610,1610,1610
前轮胎规格,245/65 R17,245/65 R17,235/75 R16,235/75 R16,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
