Feature,36868,36869,36870,36871,36872
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2330,-,2405,2405,2405
整体主动转向系统,-,-,-,-,-
排量(mL),1997,1997,2995,2995,2995
挡位个数,8,8,8,8,8
扬声器品牌,(选装Meridian英国之宝),Meridian英国之宝,(选装Meridian英国之宝),Meridian英国之宝,Meridian英国之宝
扬声器个数,10-11喇叭,10-11喇叭,10-11喇叭,10-11喇叭,≥12喇叭
手机无线充电,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-
感应雨刷,●,●,●,●,●
感应后备厢,○,○,○,○,●
座椅高低调节,●,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮,真皮
座位数(个),7,7,7,7,7
并线辅助,○,●,○,●,●
工信部综合油耗(L/100km),9.6,-,10.7,10.7,10.7
工信部纯电续航里程(km),-,-,-,-,-
导航路况信息显示,-,-,-,-,-
宽度(mm),2073,2073,2073,2073,2073
实测油耗(L/100km),-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-
定速巡航,●,●,●,●,●
官方0-100km/h加速(s),7.7,7.7,7.1,7.1,7.1
安全带未系提示,●,●,●,●,●
大灯高度可调,●,●,●,●,●
大灯清洗装置,●,●,●,●,●
夜视系统,-,-,-,-,-
多天窗,-,-,-,-,-
多功能方向盘,●,●,●,●,●
外接音源接口,USB,USB,USB,USB,USB
备胎规格,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸
四驱形式,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱
后风挡遮阳帘,-,-,-,-,-
后雨刷,●,●,●,●,●
后轮距(mm),1687,1687,1687,1687,1687
后轮胎规格,255/60 R19,255/55 R20,255/60 R19,255/55 R20,255/55 R20
后视镜记忆,-,●,-,●,●
后视镜电动调节,●,●,●,●,●
后视镜电动折叠,●,●,●,●,●
后视镜加热,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,(选装差速锁),(选装差速锁),(选装差速锁)
后排独立空调,○,○,○,●,●
后排液晶屏,-,○,-,○,○
后排杯架,●,●,●,●,●
后排座椅电动调节,-,○,-,○,●
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,○,○,○,○,●
后排侧遮阳帘,-,-,-,-,-
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-
可变悬架,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节
可加热/制冷杯架,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●
发动机特有技术,-,-,-,-,-
发动机型号,PT204,PT204,306PS,306PS,306PS
发动机启停技术,●,●,●,●,●
发动机,2.0T 300马力 L4,2.0T 300马力 L4,3.0T 340马力 V6,3.0T 340马力 V6,3.0T 340马力 V6
压缩比,-,-,-,-,-
厂商指导价(元),68.80万,72.98万,76.28万,85.98万,95.98万
厂商,路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口)
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-
前雾灯,○,○,○,○,●
前轮距(mm),1692,1692,1692,1692,1692
前轮胎规格,255/60 R19,255/55 R20,255/60 R19,255/55 R20,255/55 R20
前桥限滑差速器/差速锁,-,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,前○&nbsp;/&nbsp;后○,-,前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后排座椅按摩,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●
全液晶仪表盘,○,●,○,●,●
全景摄像头,○,○,○,○,●
全景天窗,●,●,●,●,●
倒车视频影像,●,●,●,●,●
侧滑门,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,○,-,○,○
中控台彩色大屏尺寸,10英寸,10英寸,10英寸,10英寸,10英寸
中控台彩色大屏,●,●,●,●,●
中央差速器锁止功能,-,-,●,●,●
中央差速器结构,开放式差速器,开放式差速器,开放式差速器,开放式差速器,开放式差速器
上市时间,2018.11,2018.11,2018.11,2018.11,2018.11
上坡辅助,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,○,○,○,○,○
GPS导航系统,●,●,●,●,●
CD/DVD,-,-,-,-,-
ABS防抱死,●,●,●,●,●
220V/230V电源,-,-,-,-,-
