Feature,56031,56070,56071,57417,57418,57419,57420
后风挡遮阳帘,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1607,1607,1607,1607,1607,1607,1607
后轮胎规格,225/50 R18,225/55 R17,225/50 R18,225/55 R17,225/55 R17,225/50 R18,225/50 R18
后方碰撞预警,●,-,●,-,●,●,-
后排独立空调,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-
后排杯架,●,-,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,
后排小桌板,-,-,-,-,-,-,-
后排侧隐私玻璃,●,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),湿式双离合变速箱(DCT),电子无级变速箱(E-CVT),湿式双离合变速箱(DCT),手自一体变速箱(AT),手自一体变速箱(AT),电子无级变速箱(E-CVT)
变速箱,8挡手自一体,7挡湿式双离合,E-CVT无级变速,7挡湿式双离合,8挡手自一体,8挡手自一体,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●
发动机最大扭矩(N·m),340,258,258,258,340,340,258
发动机最大功率(kW),165,124,124,124,165,165,124
发动机布局,横置,横置,横置,横置,横置,横置,横置
发动机型号,CA4GC20TD-33,CA4GB15TD-30,CA4GB15TD-34,CA4GB15TD-30,CA4GC20TD-33,CA4GC20TD-33,CA4GB15TD-34
发动机启停技术,●,●,-,●,●,●,-
发动机,2.0T 224马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,1.5T 169马力 L4
厂商指导价(元),21.58万,15.98万,22.58万,16.98万,17.98万,18.98万,19.98万
厂商,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗
卫星导航系统,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1615,1615,1615,1615,1615,1615,1615
前轮胎规格,225/50 R18,225/55 R17 ,225/50 R18,225/55 R17 ,225/55 R17 ,225/50 R18,225/50 R18
前电动机最大扭矩(N·m),-,-,280,-,-,-,280
前电动机最大功率(kW),-,-,140,-,-,-,140
前方碰撞预警,●,-,●,-,●,●,●
前排座椅功能,,-,,-,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-
内后视镜功能,,,,,,,
全液晶仪表盘,●,-,●,-,-,●,●
倒车车侧预警系统,●,-,●,-,●,●,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,-,-,●,-,-,-,●
主座椅调节方式,,,,,,,
主动降噪,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,●,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
上市时间,2022.07,2022.07,2022.07,2022.07,2022.07,2022.07,2022.07
上坡辅助,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.4,6.2,5.1,6.2,6.4,6.4,5.1
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,●,-,-,-,-
ETC装置,○,-,○,○,-,-,-
DOW开门预警,●,-,●,-,●,●,-
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
220V/230V电源,-,-,-,-,-,-,-
