Feature,46868,47984,49051,49052,54511,54512,54514,54515
后排控制多媒体,●,-,-,-,-,-,-,●
后排座椅电动放倒,-,●,●,●,●,●,●,-
后排座椅放倒形式,-,,,,,,,-
后排小桌板,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-
可变悬架功能,,,,,,,,
可加热喷水嘴,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),72.98万,63.98万,53.98万,50.98万,58.98万,61.98万,68.98万,77.98万
厂商,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,●,-,-,-,-,-,-,●
副驾娱乐屏,,,,,,,,
副座椅调节方式,,,,,,,,
前轮距(mm),1708,1708,1708,1708,1708,1708,1708,1708
前轮胎规格,275/40 R22,265/45 R21,265/45 R21,265/45 R21,265/45 R21,265/45 R21,265/45 R21,275/40 R22
前电动机最大扭矩(N·m),300,300,300,300,300,300,300,300
前电动机最大功率(kW),160,160,160,160,160,160,160,160
前方碰撞预警,●,●,●,●,●,●,●,●
前排座椅功能,,,,-,-,,,
前悬架类型,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-
主动闭合式进气格栅,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,-,-,-,-,-,-,-,-
上市时间,2020.12,2020.12,2020.12,2020.12,2021.11,2021.11,2021.11,2021.11
上坡辅助,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,510,510,460,460,690,690,660,660
NEDC纯电续航里程(km)_x,510,510,460,460,690,690,660,660
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,○,○,○,○,○,○,●
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
220V/230V电源,●,●,●,●,●,●,●,●
