Feature,52095,55727,61123,61416
方向盘加热,○,○,●,○
方向盘位置调节,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),2559,2559,2559,2505
整体主动转向系统,○,○,○,○
排量(mL),2894,2894,2894,2894
换挡形式,,,,
挡位个数,8,8,8,8
扬声器数量,,,,
扬声器品牌名称,,,,
手机无线充电功能,,,,
手机互联/映射,,,,
手机APP远程功能,-,-,,-
慢充时间(小时)_y,-,-,-,-
慢充时间(小时)_x,-,-,-,-
感应雨刷功能,,,,
感应后备厢,●,●,●,●
快充电量百分比,-,-,-,-
快充电量(%),-,-,-,-
快充时间(小时)_y,-,-,-,-
快充时间(小时)_x,-,-,-,-
快充功能,-,-,-,-
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,○,○,○,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
宽度(mm),1978,1978,1978,1978
官方0-100km/h加速(s),4.3,4.3,4.3,4.3
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
夜视系统,○,○,○,●
多层隔音玻璃,,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,无,无,无,无
四驱形式,全时四驱,全时四驱,全时四驱,全时四驱
后风挡遮阳帘,●,●,●,●
后雨刷,-,-,-,-
后轮距(mm),-,-,-,-
后轮胎规格,295/40 R20,315/30 R22,305/35 R21,315/30 R22
后排独立空调,●,●,●,●
后排液晶屏幕,,,,
后排杯架,●,●,●,●
后排控制多媒体,●,●,●,●
后排座椅放倒形式,-,-,-,-
后排小桌板,○,○,○,○
后排侧隐私玻璃,○,○,○,○
后排侧窗遮阳帘,,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后备厢容积(L),351,351,351,351
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
可变悬架功能,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
发动机电子防盗,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置
发动机型号,DGP,DGP,DGP,DGP
发动机启停技术,-,-,-,-
发动机,2.9T 416马力 V6,2.9T 416马力 V6,2.9T 416马力 V6,2.9T 416马力 V6
厂商指导价(元),248.00万,327.20万,275.8万,286.20万
厂商,宾利,宾利,宾利,宾利
卫星导航系统,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,●,●,●
副座椅调节方式,,,,
前轮距(mm),-,-,-,-
前轮胎规格,265/45 R20,275/35 R22,265/40 R21,275/35 R22
前方碰撞预警,○,○,○,●
前排座椅功能,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,●,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,○,○,○,●
供油方式,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,○,○,○,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
中央差速器结构,待查,待查,待查,待查
上市时间,2022.02,2022.02,2022.12,2023.02
上坡辅助,●,●,●,●
Wi-Fi热点,-,-,●,-
USB/Type-C接口数量,,,,
OTA升级,-,-,-,-
NEDC纯电续航里程(km)_y,-,-,40,-
NEDC纯电续航里程(km)_x,-,-,40,-
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,○,○,○,●
ABS防抱死,●,●,●,●
4G/5G网络,,,,
