Feature,28557,28967,28968,28969,31114,32767,32768,32769,32770
车型名称,金杯S70 2017款 1.5T 潮流版 5座,金杯S70 2017款 1.5T 时尚版 5座,金杯S70 2017款 1.5T 卓越版 5座,金杯S70 2017款 1.5T 领航版 5座,金杯S70 2017款 1.5T 旗舰版 5座,金杯S70 2018款 1.5T 潮流版 7座,金杯S70 2018款 1.5T 时尚版 7座,金杯S70 2018款 1.5T 卓越版 7座,金杯S70 2018款 1.5T 领航版 7座
车内香氛装置,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-,-,-,-
触摸式阅读灯,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-
行程(mm),91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8
行李厢容积(L),1002-1845,1002-1845,1002-1845,1002-1845,1002-1845,-,-,-,-
行李厢12V电源接口,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,-,●,●,●,●,-,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,●,●,-,-,-,●
膝部气囊,-,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
缺气保用轮胎,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),72,72,72,72,72,72,72,72,72
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排独立座椅,-,-,-,-,-,-,-,-,-
空气悬架,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-
电池预加热,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-
电动可调踏板,-,-,-,-,-,-,-,-,-
环保标准_y,国V,国V,国V,国V,国V,国V,国V,国V,国V
环保标准_x,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-,●,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-,-
涉水感应系统,-,-,-,-,-,-,-,-,-
油箱容积(L),58,58,58,58,58,53,53,53,53
气缸数(个),4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4
最高车速(km/h),170,170,170,170,170,170,170,170,170
最小离地间隙(mm),180,180,180,180,180,180,180,180,180
最大马力(Ps),154,154,154,154,154,154,154,154,154
最大扭矩转速(rpm),2000-4800,2000-4800,2000-4800,2000-4800,2000-4800,1850-4000,1850-4000,1850-4000,1850-4000
最大扭矩(N·m)_y,220,220,220,220,220,220,220,220,220
最大扭矩(N·m)_x,220,220,220,220,220,220,220,220,220
最大功率转速(rpm),5500,5500,5500,5500,5500,5200,5200,5200,5200
最大功率(kW)_y,113,113,113,113,113,113,113,113,113
最大功率(kW)_x,113,113,113,113,113,113,113,113,113
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
整车质保,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里
整备质量(kg),1570,1570,1570,1570,1570,1615,1615,1615,1615
整体主动转向系统,-,-,-,-,-,-,-,-,-
排量(mL),1495,1495,1495,1495,1495,1495,1495,1495,1495
挡位个数,6,6,6,6,6,5,5,5,5
手势控制,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-
座位数(个),5,5,5,5,5,7,7,7,7
并线辅助,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),8,8,8,8,-,8,8,8,8
尾门玻璃独立开启,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-
宽度(mm),1856,1856,1856,1856,1856,1856,1856,1856,1856
实测油耗(L/100km),-,-,-,8.5,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,43.22,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,15.01,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●
后轮距(mm),1566,1566,1566,1566,1566,1566,1566,1566,1566
后轮胎规格,225/65 R17,235/55 R18,235/55 R18,235/55 R18,235/55 R18,225/65 R17,235/55 R18,235/55 R18,235/55 R18
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-,-,-,-
后悬架类型,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-
发动机型号,4A15TS,4A15TS,4A15TS,4A15TS,4A15TS,4A15TS,4A15TS,4A15TS,4A15TS
发动机启停技术,-,-,-,-,-,-,-,-,-
发动机,1.5T 154马力 L4,1.5T 154马力 L4,1.5T 154马力 L4,1.5T 154马力 L4,1.5T 154马力 L4,1.5T 154马力 L4,1.5T 154马力 L4,1.5T 154马力 L4,1.5T 154马力 L4
压缩比,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
厂商指导价(元),7.98万,8.88万,9.38万,9.88万,11.38万,8.28万,9.18万,9.68万,10.18万
厂商,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
前轮距(mm),1566,1566,1566,1566,1566,1566,1566,1566,1566
前轮胎规格,225/65 R17,235/55 R18,235/55 R18,235/55 R18,235/55 R18,225/65 R17,235/55 R18,235/55 R18,235/55 R18
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-
前/后排侧气囊,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,主●&nbsp;/&nbsp;副-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-,-
上市时间,2017.01,2017.01,2017.01,2017.01,2017.01,2017.11,2017.11,2017.11,2017.11
上坡辅助,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,●,●,●,●,-,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,●,-,-,-,-
GPS导航系统,-,●,●,●,●,-,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-
