Feature,1006219,1006220,1006221,1006222,1006223,1006224,1006225,1006226,1006227,1007951,1007952,1007953,1008719,1008720
货箱尺寸(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
级别,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国V,国V,国V,国V,国V,国V,国V,国V,国V,国VI,国VI,国VI,国V,国VI
环保标准_x,国V,国V,国V,国V,国V,国V,国V,国V,国V,国VI,国VI,国VI,国V,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-,-,-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),116,116,116,116,116,116,116,116,116,116,116,116,116,116
最大载重质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,150,150,150,150,150,150,150,150,150,150,150,150,150,150
最大扭矩(N·m)_x,150,150,150,150,150,150,150,150,150,150,150,150,150,150
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,85,85,85,85,85,85,85,85,85,85,85,85,85,85
最大功率(kW)_x,85,85,85,85,85,85,85,85,85,85,85,85,85,85
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498
挡位个数,5,5,5,5,5,5,5,5,5,5,5,5,5,5
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座位数(个),2,2,2,6,6,6,6,6,6,9,6,6,7,7
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-,●,●,●,●,●,●,●,●,●,●,●
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,●,●,●,●,●,●,●,●,●,●,●
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,DAM15DL,DAM15DL,DAM15DL,DAM15DL,DAM15DL,DAM15DL,DAM15DL,DAM15DL,DAM15DL,DAM15KL,DAM15KL,DAM15KL,DAM15DL,DAM15KL
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4
压缩比,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,-,-,-,10.5,-
厂商指导价(元),6.05万,6.25万,6.45万,6.45万,6.65万,6.85万,7.05万,7.20万,7.40万,6.94万,6.84万,7.04万,6.44万,6.84万
厂商,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,电动助力,电动助力,电动助力,液压助力,电动助力
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT
前悬架类型,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架,双横臂独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2018.03,2018.03,2018.03,2018.03,2018.03,2018.03,2018.03,2018.03,2018.03,2019.07,2019.07,2019.07,2019.11,2019.11
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,●,●,●,●,●,●,●,●,●,●,●
GPS导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-
