,30105,30106,30107,30108,30109,30110,30111,30112
运动外观套件,-,-,-,-,-,-,-,-
铝合金轮圈,●,●,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-
侧滑门,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,●,●,●,●,●
感应后备厢,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-
发动机电子防盗,●,●,●,●,●,●,●,●
车内中控锁,●,●,●,●,●,●,●,●
遥控钥匙,●,●,●,●,●,●,●,●
无钥匙启动系统,●,●,●,●,●,●,●,●
无钥匙进入系统,●,●,●,●,●,●,●,●
远程启动,-,-,●,●,●,●,●,●
皮质方向盘,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘电动调节,●,●,●,●,●,●,●,●
多功能方向盘,●,●,●,●,●,●,●,●
方向盘换挡,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,●,-,-,●
方向盘记忆,●,●,●,●,●,●,●,●
行车电脑显示屏,●,●,●,●,●,●,●,●
全液晶仪表盘,-,-,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,●,-,-,●
内置行车记录仪,-,-,-,●,●,-,●,●
主动降噪,●,●,●,●,●,●,●,●
手机无线充电,-,-,-,-,●,-,-,●
座椅材质,仿皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮
运动风格座椅,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●
腰部支撑调节,-,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
第二排靠背角度调节,-,-,-,-,●,-,-,●
第二排座椅移动,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,●,-,-,●
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●
电动座椅记忆,●,●,●,●,●,●,●,●
前/后排座椅加热,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
前/后排座椅按摩,-,-,-,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●
第二排独立座椅,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-
后排座椅放倒方式,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
后排杯架,●,●,●,●,●,●,●,●
可加热/制冷杯架,-,-,-,-,-,-,-,-
GPS导航系统,-,●,●,●,●,●,●,●
道路救援呼叫,●,●,●,●,●,●,●,●
中控台彩色大屏,●,●,●,●,●,●,●,●
中控台彩色大屏尺寸,10.2英寸,10.2英寸,10.2英寸,10.2英寸,10.2英寸,10.2英寸,10.2英寸,10.2英寸
中控液晶屏分屏显示,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●
手机互联/映射,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●
车载电视,-,-,-,-,●,-,-,●
后排液晶屏,-,-,-,○,●,-,●,●
220V/230V电源,-,-,-,-,-,-,-,-
外接音源接口,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽
CD/DVD,-,-,-,(选装单碟DVD),单碟DVD,-,单碟DVD,单碟DVD
扬声器品牌,BOSE,BOSE,BOSE,BOSE,BOSE,BOSE,BOSE,BOSE
扬声器数量,8-9喇叭,8-9喇叭,10-11喇叭,10-11喇叭,≥12喇叭,10-11喇叭,10-11喇叭,≥12喇叭
近光灯,LED,LED,LED,LED,LED,LED,LED,LED
远光灯,LED,LED,LED,LED,LED,LED,LED,LED
LED日间行车灯,●,●,●,●,●,●,●,●
自适应远近光,-,-,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●
转向辅助灯,-,-,-,●,●,-,●,●
转向头灯,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
车内氛围灯,-,○,●,●,●,●,●,●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
车窗一键升降,全车,全车,全车,全车,全车,全车,全车,全车
车窗防夹手功能,●,●,●,●,●,●,●,●
防紫外线/隔热玻璃,●,●,●,●,●,●,●,●
后视镜电动调节,●,●,●,●,●,●,●,●
后视镜加热,●,●,●,●,●,●,●,●
内/外后视镜自动防眩目,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●
流媒体车内后视镜,-,-,-,-,●,-,-,●
后视镜电动折叠,●,●,●,●,●,●,●,●
后视镜记忆,●,●,●,●,●,●,●,●
后风挡遮阳帘,-,-,●,●,●,●,●,●
后排侧遮阳帘,-,-,-,●,●,-,●,●
后排侧隐私玻璃,-,-,-,-,-,-,-,-
遮阳板化妆镜,●,●,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-,-,-
感应雨刷,●,●,●,●,●,●,●,●
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●
后排独立空调,-,-,-,-,●,-,-,●
后座出风口,●,●,●,●,●,●,●,●
温度分区控制,●,●,●,●,●,●,●,●
车内空气调节/花粉过滤,●,●,●,●,●,●,●,●
车载空气净化器,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-
车型名称,凯迪拉克CT6 2017款 28T 时尚型,凯迪拉克CT6 2017款 28T 精英型,凯迪拉克CT6 2017款 28T 豪华型,凯迪拉克CT6 2017款 28T 领先型,凯迪拉克CT6 2017款 28T 铂金版,凯迪拉克CT6 2017款 40T 豪华型,凯迪拉克CT6 2017款 40T 领先型,凯迪拉克CT6 2017款 40T 铂金版
厂商指导价(元),43.99万,46.99万,48.99万,54.99万,61.99万,59.99万,67.99万,81.88万
厂商,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
上市时间,2017.04,2017.04,2017.04,2017.04,2017.04,2017.04,2017.04,2017.04
工信部纯电续驶里程(km),-,-,-,-,-,-,-,-
最大功率(kW)_x,203,203,203,203,203,298,298,298
最大扭矩(N·m)_x,400,400,400,400,400,543,543,543
发动机,2.0T 276马力 L4,2.0T 276马力 L4,2.0T 276马力 L4,2.0T 276马力 L4,2.0T 276马力 L4,3.0T 405马力 V6,3.0T 405马力 V6,3.0T 405马力 V6
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
长*宽*高(mm),5179*1879*1492,5179*1879*1492,5179*1879*1492,5179*1879*1500,5179*1879*1500,5179*1879*1500,5179*1879*1500,5179*1879*1500
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
最高车速(km/h),240,240,240,240,240,240,240,240
官方0-100km/h加速(s),6.6,6.6,6.6,6.6,6.6,5.7,5.7,5.7
实测0-100km/h加速(s),-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),7.9,7.9,8,8,8.1,9.3,9.3,9.3
实测油耗(L/100km),-,-,-,-,-,-,-,-
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
长度(mm),5179,5179,5179,5179,5179,5179,5179,5179
宽度(mm),1879,1879,1879,1879,1879,1879,1879,1879
高度(mm),1492,1492,1492,1500,1500,1500,1500,1500
轴距(mm),3109,3109,3109,3109,3109,3109,3109,3109
前轮距(mm),1617,1617,1617,1617,1617,1617,1617,1617
后轮距(mm),1640,1640,1640,1640,1640,1640,1640,1640
最小离地间隙(mm),-,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车门数(个),4,4,4,4,4,4,4,4
座位数(个),5,5,5,5,5,5,5,5
油箱容积(L),-,-,-,-,-,-,-,-
行李厢容积(L),503,503,503,503,503,503,503,503
整备质量(kg),1655,1655,1715,1715,1795,1900,1900,1975
发动机型号,-,-,-,-,-,-,-,-
排量(mL),1998,1998,1998,1998,1998,2990,2990,2990
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,双涡轮增压,双涡轮增压,双涡轮增压
气缸排列形式,L,L,L,L,L,V,V,V
气缸数(个),4,4,4,4,4,6,6,6
每缸气门数(个),4,4,4,4,4,4,4,4
压缩比,-,-,-,-,-,-,-,-
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
缸径(mm),-,-,-,-,-,-,-,-
行程(mm),-,-,-,-,-,-,-,-
最大马力(Ps),276,276,276,276,276,405,405,405
最大功率(kW)_y,203,203,203,203,203,298,298,298
最大功率转速(rpm),5300,5300,5300,5300,5300,5500,5500,5500
最大扭矩(N·m)_y,400,400,400,400,400,543,543,543
最大扭矩转速(rpm),3000-4300,3000-4300,3000-4300,3000-4300,3000-4300,2500-5000,2500-5000,2500-5000
发动机特有技术,-,-,-,-,-,-,-,-
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
环保标准,国V,国V,国V,国V,国V,国V,国V,国V
挡位个数,8,8,8,8,8,8,8,8
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱,前置四驱,前置四驱,前置四驱
四驱形式,-,-,-,-,-,全时四驱,全时四驱,全时四驱
中央差速器结构,-,-,-,-,-,待查,待查,待查
前悬架类型,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
前轮胎规格,235/50 R18,235/50 R18,235/50 R18,245/45 R19,245/45 R19,245/45 R19,245/45 R19,245/45 R19
后轮胎规格,235/50 R18,235/50 R18,235/50 R18,245/45 R19,245/45 R19,245/45 R19,245/45 R19,245/45 R19
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
