Feature,31515,31516,31517,31518,31519,35416,35417
车窗一键升降,全车,全车,全车,全车,全车,全车,全车
车型名称,奥迪A7 2018款 35 TFSI 时尚型,奥迪A7 2018款 40 TFSI 进取型,奥迪A7 2018款 40 TFSI quattro 技术型,奥迪A7 2018款 50 TFSI quattro 舒适型,奥迪A7 2018款 50 TFSI quattro 动感型,奥迪A7 2019款 55 TFSI quattro 动感型,奥迪A7 2019款 55 TFSI quattro 竞技版
车内空气调节/花粉过滤,-,-,-,-,-,●,●
车内氛围灯,-,●,●,●,●,●,●
车内中控锁,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,89,89
行李厢容积(L),535-1390,535-1390,535-1390,535-1390,535-1390,535,535
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,●,●
自适应巡航,-,○,○,○,●,○,●
自动驻车,●,●,●,●,●,●,●
自动泊车入位,-,-,-,●,●,-,-
自动头灯,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-
腰部支撑调节,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合
胎压监测装置,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,84.5,84.5
缸体材料,铸铁,铸铁,铸铁,铝合金,铝合金,铝合金,铝合金
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
系统综合扭矩(N·m),-,-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,-,-,-
简称,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合
第二排靠背角度调节,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,○,●,○,●
皮质方向盘,●,●,●,●,●,●,●
百公里耗电量(kWh/100km),-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,●,●
电磁感应悬架,-,-,-,-,-,-,-
电池容量(kWh),-,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,-,-,-
电动机总功率(kW),-,-,-,-,-,-,-
电动座椅记忆,●,●,●,●,●,●,●
电动天窗,●,●,●,●,●,●,●
电动吸合门,●,●,●,●,●,○,○
电动后备厢,●,●,●,●,●,●,●
环保标准,国V,国V,国V,国V,国V,欧VI,欧VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合
温度分区控制,●,●,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-
油箱容积(L),75,75,75,75,75,73,73
气缸数(个),4,4,4,6,6,6,6
气缸排列形式,L,L,L,V,V,V,V
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),250,250,250,250,250,250,250
最小离地间隙(mm),-,-,-,-,-,-,-
最大马力(Ps),190,252,252,333,333,340,340
最大扭矩转速(rpm),1400-4100,1600-4500,1600-4500,2900-5300,2900-5300,1370-4500,1370-4500
最大扭矩(N·m)_y,320,370,370,440,440,500,500
最大扭矩(N·m)_x,320,370,370,440,440,-,-
最大功率转速(rpm),4200-6200,4900-5900,4900-5900,5500-6500,5500-6500,5000-6400,5000-6400
最大功率(kW)_y,140,185,185,245,245,250,250
最大功率(kW)_x,140,185,185,245,245,-,-
无钥匙进入系统,○,●,●,●,●,●,●
无钥匙启动系统,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,○,○
方向盘电动调节,-,-,-,○,○,○,○
方向盘换挡,○,○,○,●,●,●,●
方向盘加热,○,○,○,○,○,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1745,1770,1880,1980,1980,1645,1645
整体主动转向系统,-,-,-,-,-,○,○
排量(mL),1798,1984,1984,2995,2995,2995,2995
挡位个数,7,7,7,7,7,7,7
扬声器品牌,(选装BOSE + Bang & Olufsen),BOSE(选装Bang & Olufsen),BOSE(选装Bang & Olufsen),BOSE(选装Bang & Olufsen),BOSE(选装Bang & Olufsen),Bang & Olufsen,Bang & Olufsen
扬声器个数,8-9喇叭(选装≥12喇叭),≥12喇叭,≥12喇叭,≥12喇叭,≥12喇叭,≥12喇叭,≥12喇叭
手机无线充电,-,-,-,-,-,●,●
手机互联/映射功能,-,-,-,-,-,●,●
慢充时间(小时),-,-,-,-,-,-,-
感应雨刷,●,●,●,●,●,●,●
感应后备厢,-,-,-,-,-,●,●
快充电量(%),-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮,真皮,真皮,真皮
座位数(个),4,4,4,4,4,4,4
并线辅助,-,-,-,-,-,○,○
工信部综合油耗(L/100km),6.4,6.4,7.7,8.4,8.4,6.8,6.8
工信部续航里程(km),-,-,-,-,-,-,-
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),1911,1911,1911,1911,1911,1908,1908
实测油耗(L/100km),-,-,-,-,-,-,10
实测100-0km/h制动(m),-,-,-,-,-,-,36.27
实测0-100km/h加速(s),-,-,-,-,-,-,5
定速巡航,●,●,●,●,●,●,●
官方0-100km/h加速(s),8.5,6.9,7.1,5.3,5.3,5.3,5.3
安全带未系提示,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●
大灯清洗装置,●,●,●,●,●,●,●
夜视系统,-,-,-,○,○,○,○
多天窗,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+SD卡插槽,USB+SD卡插槽
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱
后风挡遮阳帘,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1635,1635,1635,1635,1635,-,-
后轮胎规格,255/45 R18,255/40 R19,255/40 R19,255/40 R19,265/35 R20,255/40 R20,255/40 R20
后视镜记忆,●,●,●,●,●,●,●
后视镜电动调节,●,●,●,●,●,●,●
后视镜电动折叠,●,●,●,●,●,●,●
后视镜加热,●,●,●,●,●,●,●
后电动机最大扭矩(N·m),-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-
后排独立空调,○,○,○,●,●,●,●
后排液晶屏,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,●,●
后排座椅电动调节,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,○,○
后排侧遮阳帘,-,-,-,-,-,-,-
后悬架类型,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,●,●,●
可变悬架,-,-,-,(选装软硬+高低调节),软硬+高低调节,(选装软硬+高低调节),软硬+高低调节
可加热/制冷杯架,-,-,-,-,-,-,-
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT)
变速箱,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合
发动机电子防盗,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-
发动机型号,-,EA888,EA888,-,-,DLZ,DLZ
发动机启停技术,●,●,●,●,●,●,●
发动机,1.8T 190马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,3.0T 333马力 V6,3.0T 333马力 V6,3.0T 340马力 V6,3.0T 340马力 V6
压缩比,-,-,-,-,-,11.2,11.2
厂商指导价(元),55.60万,61.20万,65.80万,76.00万,83.50万,80.88万,87.98万
厂商,奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口)
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
前雾灯,-,-,-,-,-,-,-
前轮距(mm),1644,1644,1644,1644,1644,-,-
前轮胎规格,255/45 R18,255/40 R19,255/40 R19,255/40 R19,265/35 R20,255/40 R20,255/40 R20
前电动机最大扭矩(N·m),-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-
前桥限滑差速器/差速锁,-,-,-,-,-,-,-
前悬架类型,轻质四连杆式独立悬架,轻质四连杆式独立悬架,轻质四连杆式独立悬架,轻质四连杆式独立悬架,轻质四连杆式独立悬架,多连杆独立悬架,多连杆独立悬架
前大灯雨雾模式,●,●,●,●,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后排座椅按摩,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○
前/后排座椅加热,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●
全液晶仪表盘,-,-,-,-,-,●,●
全景摄像头,-,-,-,-,-,●,●
全景天窗,-,-,-,-,-,-,-
倒车视频影像,●,●,●,●,●,●,●
侧滑门,-,-,-,-,-,-,-
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,直喷,直喷
主动降噪,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-
中控台彩色大屏尺寸,-,-,-,-,-,10.1英寸,10.1英寸
中控台彩色大屏,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-
中央差速器结构,-,-,冠状齿轮差速器,冠状齿轮差速器,冠状齿轮差速器,机械扭矩限滑差速器,机械扭矩限滑差速器
上市时间,2017.09,2017.09,2017.09,2017.09,2017.09,2018.12,2018.12
上坡辅助,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,○,●,○,●
GPS导航系统,●,●,●,●,●,●,●
CD/DVD,多碟CD(选装多碟DVD),多碟CD(选装多碟DVD),多碟CD(选装多碟DVD),多碟CD(选装多碟DVD),多碟CD(选装多碟DVD),(选装单碟DVD),(选装单碟DVD)
ABS防抱死,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-
