Feature,1005260,1005261,1005262,1005263,1005714,1005715,1005716,1005717,1005718,1005719,1005720,1005721,1006972,1006973
能源类型,汽油,汽油,汽油,汽油,柴油,柴油,汽油,汽油,汽油,汽油,汽油,汽油,柴油,柴油
胎压监测装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池组质保,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池容量(kWh),-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池充电时间,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电机类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电机布局,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动机总功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,0号,0号,92号,92号,92号,92号,92号,92号,0号,0号
燃料形式,汽油,汽油,汽油,汽油,柴油,柴油,汽油,汽油,汽油,汽油,汽油,汽油,柴油,柴油
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),70,70,70,70,-,-,-,-,70,70,70,70,-,-
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,120,120,125,125,125,125,125,125,-,-
最小离地间隙(mm),215,215,215,215,215,215,215,215,215,215,215,215,200,200
最大马力(Ps),136,136,112,112,102,102,112,112,136,136,136,136,109,109
最大载重质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩转速(rpm),2500-3000,2500-3000,2400-3600,2400-3600,1600-2800,1600-2800,2400-3600,2400-3600,2500-3000,2500-3000,2500-3000,2500-3000,-,-
最大扭矩(N·m)_y,200,200,198,198,250,250,198,198,200,200,200,200,230,230
最大扭矩(N·m)_x,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率转速(rpm),5250,5250,4600,4600,3200,3200,4600,4600,5250,5250,5250,5250,-,-
最大功率(kW)_y,100,100,82,82,75,75,82,82,100,100,100,100,80,80
最大功率(kW)_x,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙进入系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘调节,-,-,-,-,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,-,-
整备质量(kg),-,-,-,-,1615,1625,1460,1510,1558,1590,1675,1690,-,-
排量(mL),2378,2378,2237,2237,2835,2835,2237,2237,2378,2378,2378,2378,-,-
挡位个数,5,5,5,5,5,5,5,5,5,5,5,5,5,5
扬声器品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-
扬声器个数,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭
感应雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材料,仿皮,仿皮,织物,织物,织物,织物,织物,织物,仿皮,仿皮,仿皮,仿皮,织物,织物
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部续航里程(km),-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760
定速巡航,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提示,-,-,-,-,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,-,-
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外接音源接口,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1470,1470,1466,1466,1466,1466,1466,1466,1470,1470,1470,1470,1470,1470
后轮胎规格,235/70 R16,235/70 R16,215/75 R15,215/75 R15,235/75 R15,235/75 R15,215/75 R15,215/75 R15,235/70 R16,235/70 R16,235/70 R16,235/70 R16,235/70 R16,235/70 R16
后视镜记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,盘式,盘式,鼓式,鼓式,盘式,盘式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,4G69,4G69,V22,V22,4B28V16,4B28V16,V22,V22,4G69,4G69,4G69,4G69,CA4D28C5-1B,CA4D28C5-1B
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,2.4L 136马力 L4,2.4L 136马力 L4,2.2L 112马力 L4,2.2L 112马力 L4,2.8T 102马力 L4,2.8T 102马力 L4,2.2L 112马力 L4,2.2L 112马力 L4,2.4L 136马力 L4,2.4L 136马力 L4,2.4L 136马力 L4,2.4L 136马力 L4,2.8T 109马力 L4,2.8T 109马力 L4
压缩比,9.8,9.8,9.6,9.6,17.5,17.5,9.6,9.6,9.8,9.8,9.8,9.8,17.2,17.2
厂商指导价(元),7.68万,7.58万,5.68万,5.58万,6.98万,7.18万,5.88万,6.08万,7.18万,7.38万,8.58万,8.78万,8.98万,9.18万
厂商,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
前雾灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前轮距(mm),1460,1450,1450,1450,1450,1450,1450,1450,1450,1460,1450,1460,1460,1460
前轮胎规格,235/70 R16,235/70 R16,215/75 R15,215/75 R15,235/75 R15,235/75 R15,215/75 R15,215/75 R15,235/70 R16,235/70 R16,235/70 R16,235/70 R16,235/70 R16,235/70 R16
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-,-,-,●,●,●,●,●,●
内/外后视镜自动防眩目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
倒车视频影像,-,-,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,-,-,-,-,-,-,-,-,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-
