Feature,56243,56245,56261,56262,56263,56264,56265,56266
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,油电混合,油电混合,油电混合,油电混合,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,,,,,-,,
油箱容积(L),40,40,40,40,40,40,40,40
气缸数(个),3,4,4,4,4,3,3,3
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),190,180,180,180,180,190,190,190
最大马力(Ps),122,109,109,109,109,122,122,122
最大满载质量(kg),1702,1805,1805,1805,1805,1702,1702,1702
最大扭矩转速(rpm),2000-4500,5000,5000,5000,5000,2000-4500,2000-4500,2000-4500
最大扭矩(N·m),173,134,134,134,134,173,173,173
最大功率转速(rpm),5500,6000,6000,6000,6000,5500,5500,5500
最大功率(kW)_y,90,80,80,80,80,90,90,90
最大功率(kW)_x,90,113,113,113,113,90,90,90
最大净功率(kW),90,80,80,80,80,90,90,90
无钥匙进入功能,,,,,-,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1282,1424,1392,1423,1377,1299,1308,1317
整体主动转向系统,-,-,-,-,-,-,-,-
接近角(°),13,13,13,13,13,13,13,13
排量(mL),988,1498,1498,1498,1498,988,988,988
换挡形式,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,,-,-,-,-,-,
手机互联/映射,-,,,,-,,,
手机APP远程功能,-,,-,,-,-,,
手势控制,-,-,-,-,-,-,-,-
慢充时间(小时),-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-
座椅材质,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-
巡航系统,-,,-,,-,-,-,
导航路况信息显示,-,●,-,●,-,-,●,●
宽度(mm),1804,1804,1804,1804,1804,1804,1804,1804
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,-,,,,-,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
大灯延时关闭,-,●,-,●,-,-,-,●
多层隔音玻璃,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,
多功能方向盘,-,●,●,●,●,-,●,●
外后视镜功能,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1512,1512,1512,1512,1512,1512,1512,1512
后轮胎规格,215/55 R16,215/50 R17,215/55 R16,215/50 R17,215/55 R16,215/55 R16,215/55 R16,215/55 R16
后排独立空调,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-
后排杯架,-,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-
后排小桌板,-,●,●,●,-,-,●,●
后排侧隐私玻璃,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-
变速箱类型,无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●
发动机特有技术,VTEC,i-VTEC,i-VTEC,i-VTEC,i-VTEC,VTEC,VTEC,VTEC
发动机最大扭矩(N·m),173,134,134,134,134,173,173,173
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,P10A5,LEB42,LEB42,LEB42,LEB42,P10A5,P10A5,P10A5
发动机启停技术,●,-,-,-,-,●,●,●
发动机,1.0T 122马力 L3,1.5L 109马力 L4,1.5L 109马力 L4,1.5L 109马力 L4,1.5L 109马力 L4,1.0T 122马力 L3,1.0T 122马力 L3,1.0T 122马力 L3
压缩比,10,13.5,13.5,13.5,13.5,10,10,10
厂商指导价(元),10.98万,16.99万,14.99万,16.29万,13.99万,11.98万,12.78万,13.98万
厂商,东风本田,东风本田,东风本田,东风本田,东风本田,东风本田,东风本田,东风本田
卫星导航系统,-,●,-,●,-,-,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1520,1520,1520,1520,1520,1520,1520,1520
前轮胎规格,215/55 R16,215/50 R17,215/55 R16,215/50 R17,215/55 R16,215/55 R16,215/55 R16,215/55 R16
前电动机最大扭矩(N·m),-,267,267,267,267,-,-,-
前电动机最大功率(kW),-,96,96,96,96,-,-,-
前方碰撞预警,-,●,-,●,-,-,-,●
前排座椅功能,-,,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,前-&nbsp;/&nbsp;后●,-,-,-,-,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,-,-
供油方式,直喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷
低速行车警告,-,●,●,●,●,-,-,-
主座椅调节方式,,,,,,,,
主动降噪,-,●,●,●,●,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,●,-,●,-,-,-,●
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,,,,-,,,
中控屏幕尺寸,-,,,,-,,,
上市时间,2022.03,2022.03,2022.03,2022.03,2022.03,2022.03,2022.03,2022.03
上坡辅助,●,●,●,●,●,●,●,●
Wi-Fi热点,-,●,-,●,-,-,●,●
WLTC综合油耗(L/100km),5.92,4.79,4.71,4.79,4.71,5.92,5.97,5.97
USB/Type-C接口数量,,,,,,,,
OTA升级,-,●,-,●,-,-,●,●
LED日间行车灯,-,●,-,●,-,-,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-
ETC装置,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,-,,-,,-,-,,
220V/230V电源,-,-,-,-,-,-,-,-
