Feature,36253,36254,36255
快充电量百分比,-,-,-
快充电量(%),-,-,-
快充时间(小时)_y,-,-,-
快充时间(小时)_x,-,-,-
座椅高低调节,●,●,●
座椅材料,仿皮,仿皮,真皮
座位数(个),5,5,5
并线辅助,-,-,●
工信部综合油耗(L/100km),1.8,1.8,1.8
工信部纯电续航里程(km)_y,60,60,60
工信部纯电续航里程(km)_x,60,60,60
导航路况信息显示,-,-,-
宽度(mm),1902,1902,1902
实测续航里程(km),-,-,-
实测油耗(L/100km),-,-,-
实测慢充时间(小时),-,-,-
实测快充时间(小时),-,-,-
实测100-0km/h制动(m),-,-,-
实测0-100km/h加速(s),-,-,-
定速巡航,●,●,●
官方0-100km/h加速(s),7.9,7.9,7.9
安全带未系提示,●,●,●
大灯高度可调,●,●,●
大灯清洗装置,-,-,-
夜视系统,-,-,-
多天窗,-,-,-
多功能方向盘,●,●,●
外接音源接口,USB+AUX,USB+AUX,USB+AUX
备胎规格,无,无,无
四驱形式,适时四驱,适时四驱,适时四驱
后风挡遮阳帘,-,-,-
后雨刷,●,●,●
后轮距(mm),1612,1612,1612
后轮胎规格,235/60 R18,235/60 R18,235/60 R18
后视镜记忆,-,-,-
后视镜电动调节,●,●,●
后视镜电动折叠,-,●,●
后视镜加热,-,-,-
后电动机最大扭矩(N·m),180,180,180
后电动机最大功率(kW),53,53,53
后桥限滑差速器/差速锁,-,-,-
后排独立空调,-,-,-
后排液晶屏,-,-,-
后排杯架,●,●,●
后排座椅电动调节,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-
后排侧遮阳帘,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●
后制动器类型,盘式,盘式,盘式
可变转向比,-,-,-
可变悬架,-,-,-
可加热/制冷杯架,-,-,-
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT)
变速箱,6挡双离合,6挡双离合,6挡双离合
发动机电子防盗,●,●,●
发动机特有技术,双VVT,双VVT,双VVT
发动机型号,TN4G18T,TN4G18T,TN4G18T
发动机启停技术,-,-,-
发动机,1.8T 170马力 L4,1.8T 170马力 L4,1.8T 170马力 L4
压缩比,-,-,-
厂商指导价(元),22.98万,23.98万,24.98万
厂商,汉腾汽车,汉腾汽车,汉腾汽车
助力类型,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-
前雾灯,●,●,●
前轮距(mm),1611,1611,1611
前轮胎规格,235/60 R18,235/60 R18,235/60 R18
前电动机最大扭矩(N·m),55,55,55
前电动机最大功率(kW),15,15,15
前桥限滑差速器/差速锁,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-
前/后排座椅按摩,-,-,前●&nbsp;/&nbsp;后-
前/后排座椅加热,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,-,●
内/外后视镜自动防眩目,-,-,内●&nbsp;/&nbsp;外-
全液晶仪表盘,●,●,●
全景摄像头,-,-,●
全景天窗,●,●,●
倒车视频影像,●,●,●
侧滑门,-,-,-
供油方式,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-
主动刹车/主动安全系统,-,-,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-
中控台彩色大屏尺寸,9英寸,9英寸,9英寸
中控台彩色大屏,●,●,●
中央差速器锁止功能,-,-,-
上市时间,2018.10,2018.10,2018.10
上坡辅助,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,-,-,●
GPS导航系统,●,●,●
CD/DVD,-,-,-
ABS防抱死,●,●,●
220V/230V电源,-,-,-
