Feature,25784,25789,25790,25791
自动头灯,●,●,●,●
膝部气囊,-,-,-,-
腰部支撑调节,●,●,●,●
能源类型,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●
肩部支撑调节,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-
缸体材料,铸铁,铸铁,铸铁,铸铁
级别,中型车,中型车,中型车,中型车
简称,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
第二排靠背角度调节,-,-,-,-
第二排独立座椅,-,-,-,-
第二排座椅移动,-,-,-,-
第三排座椅,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-
皮质方向盘,●,●,●,●
疲劳驾驶提示,-,-,-,-
电磁感应悬架,-,-,-,-
电动座椅记忆,●,-,-,●
电动天窗,●,-,●,●
电动吸合门,-,-,-,-
电动后备厢,-,-,-,-
环保标准_y,国V+OBD,国V+OBD,国V+OBD,国V+OBD
环保标准_x,国V+OBD,国V+OBD,国V+OBD,国V+OBD
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油
温度分区控制,●,-,●,●
流媒体车内后视镜,-,-,-,-
油箱容积(L),58,58,58,58
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),215,215,215,215
最小离地间隙(mm),114,114,114,114
最大马力(Ps),186,186,186,186
最大扭矩转速(rpm),2000-4500,2000-4500,2000-4500,2000-4500
最大扭矩(N·m)_y,235,235,235,235
最大扭矩(N·m)_x,235,235,235,235
最大功率转速(rpm),5500-6000,5500-6000,5500-6000,5500-6000
最大功率(kW)_y,137,137,137,137
最大功率(kW)_x,137,137,137,137
无钥匙进入系统,●,-,●,●
无钥匙启动系统,●,-,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-
方向盘电动调节,-,-,-,-
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1560,1560,1560,1560
整体主动转向系统,-,-,-,-
排量(mL),1796,1796,1796,1796
挡位个数,6,6,6,6
扬声器品牌,-,-,-,-
扬声器个数,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭
手机无线充电,-,-,-,-
手机互联/映射功能,-,-,-,-
感应雨刷,●,●,●,●
感应后备厢,-,-,-,-
座椅高低调节,●,●,●,●
座椅材料,仿皮,织物,仿皮,仿皮
座位数(个),5,5,5,5
并线辅助,-,-,-,-
工信部综合油耗(L/100km),8.2,8.2,8.2,8.2
导航路况信息显示,-,-,-,-
宽度(mm),1812,1812,1812,1812
实测油耗(L/100km),-,-,-,-
实测100-0km/h制动(m),-,-,-,-
实测0-100km/h加速(s),-,-,-,-
定速巡航,●,-,●,●
官方0-100km/h加速(s),9.4,9.4,9.4,9.4
安全带未系提示,●,●,●,●
大灯高度可调,●,●,●,●
大灯清洗装置,●,-,-,●
夜视系统,-,-,-,-
多天窗,-,-,-,-
多功能方向盘,●,●,●,●
外接音源接口,USB,USB,USB,USB
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1550,1550,1550,1550
后轮胎规格,215/50 R17,215/50 R17,215/50 R17,215/50 R17
后视镜记忆,●,-,-,●
后视镜电动调节,●,●,●,●
后视镜电动折叠,●,●,●,●
后视镜加热,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-
后排独立空调,-,-,-,-
后排液晶屏,-,-,-,-
后排杯架,●,●,●,●
后排座椅电动调节,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-
后排侧遮阳帘,-,-,-,-
后悬架类型,多连杆悬架带横向稳定杆,多连杆悬架带横向稳定杆,多连杆悬架带横向稳定杆,多连杆悬架带横向稳定杆
后座出风口,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-
可变悬架,-,-,-,-
可加热/制冷杯架,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
发动机电子防盗,●,●,●,●
发动机特有技术,-,-,-,-
发动机型号,CA4GC18T,CA4GC18T,CA4GC18T,CA4GC18T
发动机启停技术,-,-,-,-
发动机,1.8T 186马力 L4,1.8T 186马力 L4,1.8T 186马力 L4,1.8T 186马力 L4
压缩比,-,-,-,-
厂商指导价(元),17.78万,14.58万,15.58万,19.98万
厂商,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力
副驾驶位后排可调节按钮,-,-,-,-
前雾灯,●,●,●,●
前轮距(mm),1550,1550,1550,1550
前轮胎规格,215/50 R17,215/50 R17,215/50 R17,215/50 R17
前桥限滑差速器/差速锁,-,-,-,-
前悬架类型,双横臂式独立悬架带横向稳定杆,双横臂式独立悬架带横向稳定杆,双横臂式独立悬架带横向稳定杆,双横臂式独立悬架带横向稳定杆
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后-,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-
前/后排座椅按摩,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-
全液晶仪表盘,-,-,-,-
全景摄像头,-,-,-,-
全景天窗,-,-,-,-
倒车视频影像,●,-,-,●
侧滑门,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-
中控台彩色大屏尺寸,7英寸,7英寸,7英寸,7英寸
中控台彩色大屏,●,●,●,●
中央差速器锁止功能,-,-,-,-
上市时间,2016.03,2016.03,2016.03,2016.03
上坡辅助,-,-,-,-
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,-,-,-,-
GPS导航系统,●,-,-,●
CD/DVD,单碟DVD,单碟CD,单碟CD,单碟DVD
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
