Feature,56422,61648,62046
灯光特色功能,-,-,-
温度分区控制,●,●,-
液晶仪表尺寸,,,
油箱容积(L),60,60,60
气缸数(个),4,4,4
气缸排列形式,L,L,L
毫米波雷达数量,,,-
每缸气门数(个),4,4,4
最高车速(km/h),-,-,-
最大马力(Ps),156,156,156
最大满载质量(kg),2323,2323,2323
最大扭矩转速(rpm),1750-4000,1750-4000,1750-4000
最大扭矩(N·m)_y,230,230,230
最大扭矩(N·m)_x,545,545,545
最大功率转速(rpm),5500,5500,5500
最大功率(kW)_y,115,115,115
最大功率(kW)_x,240,240,240
最大净功率(kW),108,108,108
最低荷电状态油耗(L/100km),5.9,5.9,5.9
无钥匙进入功能,,,-
无钥匙启动系统,●,●,-
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1740,1740,1740
整体主动转向系统,-,-,-
排量(mL),1498,1498,1498
换挡形式,,,
挡位个数,3,3,3
扬声器数量,,,-
扬声器品牌名称,,,-
手机无线充电功能,,,-
手机互联/映射,,,
手机APP远程功能,,,
手势控制,-,-,-
慢充时间(小时)_y,-,-,-
慢充时间(小时)_x,-,-,-
感应雨刷功能,,,
感应后备厢,●,●,-
快充电量百分比,80,80,80
快充电量(%),80,80,80
快充时间(小时)_y,0.42,0.42,0.42
快充时间(小时)_x,0.42,0.42,0.42
快充功能,支持,支持,支持
座椅材质,,,
座椅布局,,,
座位数(个),5,5,5
并线辅助,-,-,-
巡航系统,,,
导航路况信息显示,●,●,●
对外放电,○,○,○
宽度(mm),1860,1860,1860
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯清洗装置,-,-,-
大灯延时关闭,●,●,●
多层隔音玻璃,,-,-
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,无,无,无
地图品牌,,,
四驱形式,-,-,-
后风挡遮阳帘,-,-,-
后雨刷,●,●,●
后轮距(mm),-,-,-
后轮胎规格,235/55 R18,235/55 R18,235/55 R18
后排独立空调,-,-,-
后排液晶屏幕,-,-,-
后排杯架,●,●,●
后排控制多媒体,-,-,-
后排座椅电动放倒,-,-,-
后排座椅放倒形式,,,
后排小桌板,-,-,-
后排侧隐私玻璃,-,-,-
后排侧窗遮阳帘,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●
后备厢容积(L),889-1930,889-1930,889-1930
后制动器类型,盘式,盘式,盘式
可变转向比,-,-,-
可变悬架功能,-,-,-
可加热喷水嘴,-,-,-
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,3挡DHT,3挡DHT,3挡DHT
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,SQRE4T15C,SQRE4T15C,SQRE4T15C
发动机启停技术,-,-,-
发动机,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4
厂商指导价(元),17.99万,16.99万,15.99万
厂商,奇瑞汽车,奇瑞汽车,奇瑞汽车
卫星导航系统,●,●,●
助力类型,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-
副驾驶位后排可调节按钮,●,-,-
副座椅调节方式,,,
前轮距(mm),-,-,-
前轮胎规格,235/55 R18,235/55 R18,235/55 R18
前电动机最大扭矩(N·m),315,315,315
前电动机最大功率(kW),125,125,125
前方碰撞预警,●,●,-
前排座椅功能,,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,●,●,-
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,-,-,-
供油方式,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,
主动降噪,-,-,-
主动闭合式进气格栅,-,-,-
主动刹车/主动安全系统,●,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中央差速器结构,-,-,-
上市时间,2023.03,2023.03,2023.03
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),1.76,1.76,1.76
WLTC纯电续航里程(km)_y,80,80,80
WLTC纯电续航里程(km)_x,80,80,80
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,○,-,-
ABS防抱死,●,●,●
4G/5G网络,,,
220V/230V电源,-,-,-
