Feature,53906,53907,56999,58308,58309
车型名称,荣威RX5新能源 2021款 ePLUS 国潮荣麟豪华版,荣威RX5新能源 2021款 ePLUS 国潮荣麟旗舰版,荣威RX5新能源 2023款 第三代 eRX5 超混好屏版,荣威RX5新能源 2023款 第三代 eRX5 超混旗舰版,荣威RX5新能源 2023款 第三代 eRX5 超混豪华版
车前雾灯,-,-,,,
车内香氛装置,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,,,
负离子发生器,-,-,-,-,-
语音识别控制系统,,,,,
触摸式阅读灯,-,-,-,-,-
被动行人保护,-,-,-,-,-
行车电脑显示屏幕,,,,,
行李厢12V电源接口,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●
自适应远近光,-,●,●,●,-
自动驻车,●,●,●,●,●
自动泊车入位,-,-,-,-,-
自动头灯,●,●,●,●,●
膝部气囊,-,-,-,-,-
能源类型,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),480,480,570,570,570
系统综合功率(kW),224,224,-,-,-
简称,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）
第二排独立座椅,-,-,-,-,-
第二排座椅调节,,,,,
第二排座椅电动调节,-,-,-,-,-
第二排座椅功能,-,-,-,-,-
空调温度控制方式,,,,,
空气悬架,-,-,-,-,-
离去角(°),28,28,28,28,28
百公里耗电量(kWh/100km),21,21,18,18,18
疲劳驾驶提示,-,-,-,-,-
电芯品牌,上海捷新,上海捷新,上海捷新,上海捷新,上海捷新
电能当量燃料消耗量(L/100km),1.74,1.74,1.58,1.58,1.58
电磁感应悬架,-,-,-,-,-
电池能量(kWh),11.1,11.1,12.3,12.3,12.3
电池组质保,八年或15万公里,八年或15万公里,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置
电动机总扭矩(N·m),230,230,270,270,270
电动机总功率(kW)_y,100,100,180,180,180
电动机总功率(kW)_x,100,100,180,180,180
电动机总功率(Ps),-,-,245,245,245
电动机(Ps),136,136,245,245,245
电动扰流板,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-
电动吸合车门,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,-
电动后备厢,●,●,●,●,-
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
灯光特色功能,,,-,-,-
温度分区控制,●,●,●,●,-
液晶仪表尺寸,,,-,,
油箱容积(L),37,37,48,48,48
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),200,200,200,200,200
最大马力(Ps),169,169,188,188,188
最大满载质量(kg),2189,2189,2276,2276,2276
最大扭矩转速(rpm),1700-4300,1700-4300,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,250,250,300,300,300
最大扭矩(N·m)_x,480,480,570,570,570
最大功率转速(rpm),5500,5500,5500-6000,5500-6000,5500-6000
最大功率(kW),124,124,138,138,138
最大净功率(kW),119,119,132,132,132
最低荷电状态油耗(L/100km),4.9,4.9,6.23,6.23,6.23
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1771,1771,1840,1840,1840
整体主动转向系统,-,-,-,-,-
摄像头数量,-,-,,,
接近角(°),19,19,19,19,19
排量(mL),1490,1490,1496,1496,1496
换挡形式,,,,,
挡位个数,10,10,10,10,10
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,,,-,-,-
手机互联/映射,-,-,-,-,-
手机APP远程控制,-,-,,,
手势控制,-,-,-,-,-
慢充时间(小时)_y,3,3,4,4,4
慢充时间(小时)_x,3,3,4,4,4
感应雨刷功能,-,,-,-,-
感应后备厢,-,-,-,-,-
快充电量百分比,-,-,-,-,-
快充电量(%),-,-,-,-,-
快充时间(小时)_y,-,-,-,-,-
快充时间(小时)_x,-,-,-,-,-
座椅材质,,,,,
座位数(个),5,5,5,5,5
并线辅助,-,-,-,-,-
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
宽度(mm),1855,1855,1890,1890,1890
官方0-100km/h加速(s),7.5,7.5,6.9,6.9,6.9
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯清洗装置,-,-,-,-,-
大灯延时关闭,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,无,无,仅补胎工具,仅补胎工具,仅补胎工具
后风挡遮阳帘,-,-,-,-,-
后雨刷,●,●,●,●,●
后轮距(mm),1593,1593,1584,1584,1584
后轮胎规格,235/45 R19,235/45 R19,225/55 R19,225/55 R19,225/55 R19
后排独立空调,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-
后排杯架,●,●,●,●,-
后排控制多媒体,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-
后排座椅放倒形式,,,,,
后排小桌板,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),537-1518,537-1518,507-1484,507-1484,507-1484
后制动器类型,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-
可变悬架功能,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-
变速箱类型,机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT)
变速箱,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）
发动机电子防盗,●,●,●,●,●
发动机最大功率(kW),124,124,138,138,138
发动机布局,横置,横置,横置,横置,横置
发动机型号,15E4E,15E4E,15FDE,15FDE,15FDE
发动机启停技术,-,-,-,-,-
发动机,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4
厂商指导价(元),15.28万,16.28万,16.59万,15.99万,15.39万
厂商,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1574,1574,1590,1590,1590
前轮胎规格,235/45 R19,235/45 R19,225/55 R19,225/55 R19,225/55 R19
前电动机最大扭矩(N·m),230,230,270,270,270
前电动机最大功率(kW),100,100,180,180,180
前方碰撞预警,-,●,●,●,-
前排座椅功能,-,,,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动能量回收系统,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,-,-,●,-,-
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动降噪,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-
主动刹车/主动安全系统,-,●,●,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
上市时间,2021.10,2021.10,2022.08,2022.08,2022.08
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,3.3,3.3,3.3
WLTC纯电续航里程(km)_y,-,-,50,50,50
WLTC纯电续航里程(km)_x,-,-,50,50,50
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
NEDC综合续航(km),-,-,1050,1050,1050
NEDC综合油耗(L/100km),1.6,1.6,1.4,1.4,1.4
NEDC纯电续航里程(km)_y,52,52,61,61,61
NEDC纯电续航里程(km)_x,52,52,61,61,61
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-
AR实景导航,-,-,●,-,-
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
220V/230V电源,-,-,-,-,-
