Feature,52587,55771,55772,55773,55774
车型名称,驱逐舰05 2022款 DM-i 120KM 旗舰型,驱逐舰05 2022款 DM-i 120KM 尊贵型,驱逐舰05 2022款 DM-i 55KM 舒适型,驱逐舰05 2022款 DM-i 55KM 豪华型,驱逐舰05 2022款 DM-i 55KM 尊贵型
车前雾灯,-,-,-,-,-
车内香氛装置,-,-,-,-,-
车内环境氛围灯,,-,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
负离子发生器,-,-,-,-,-
语音识别控制系统,,,,,
触摸式阅读灯,-,-,-,-,-
被动行人保护,-,-,-,-,-
行车电脑显示屏幕,,,,,
行李厢12V电源接口,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,-,-,-,●
自动驻车,●,●,●,●,●
自动泊车入位,-,-,-,-,-
自动头灯,●,●,●,●,●
膝部气囊,-,-,-,-,-
能源类型,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排独立座椅,-,-,-,-,-
第二排座椅调节,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-
第二排座椅功能,-,-,-,-,-
空调温度控制方式,,,,,
空气悬架,-,-,-,-,-
离去角(°),14,14,14,14,14
百公里耗电量(kWh/100km),14.5,14.5,11.4,11.4,11.4
疲劳驾驶提示,-,-,-,-,-
电芯品牌,弗迪,弗迪,弗迪,弗迪,弗迪
电能当量燃料消耗量(L/100km),1.64,1.64,1.29,1.29,1.29
电磁感应悬架,-,-,-,-,-
电池预加热,●,●,●,●,●
电池能量(kWh),18.3,18.3,8.3,8.3,8.3
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置
电动机总扭矩(N·m)_y,325,325,316,316,316
电动机总扭矩(N·m)_x,325,325,316,316,316
电动机总功率(kW)_y,145,145,132,132,132
电动机总功率(kW)_x,145,145,132,132,132
电动机总功率(Ps),197,197,180,180,180
电动机(Ps),197,197,180,180,180
电动扰流板,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-
电动吸合车门,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
灯光特色功能,-,-,-,-,-
温度分区控制,●,-,-,-,●
液晶仪表尺寸,,,-,,
油箱容积(L),48,48,48,48,48
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
毫米波雷达数量,,-,-,-,
每缸气门数(个),4,4,4,4,4
最高车速(km/h),185,185,185,185,185
最小转弯半径(m),5.5,5.5,5.5,5.5,5.5
最大马力(Ps),110,110,110,110,110
最大满载质量(kg),1995,1995,1890,1890,1890
最大扭矩转速(rpm),4500,4500,4500,4500,4500
最大扭矩(N·m),135,135,135,135,135
最大功率转速(rpm),6000,6000,6000,6000,6000
最大功率(kW),81,81,81,81,81
最大净功率(kW),78,78,78,78,78
最低荷电状态油耗(L/100km),4.6,4.6,4.6,4.6,4.6
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
旋转大屏,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里
整备质量(kg),1620,1620,1515,1515,1515
整体主动转向系统,-,-,-,-,-
摄像头数量,,,,,
接近角(°),13,13,13,13,13
排量(mL),1498,1498,1498,1498,1498
换挡形式,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,,-,-,-,
手机互联/映射,-,-,-,-,-
手机APP远程控制,,,,,
手势控制,-,-,-,-,-
慢充时间(小时)_y,5.5,5.5,2.5,2.5,2.5
慢充时间(小时)_x,5.5,5.5,2.5,2.5,2.5
感应雨刷功能,-,-,-,-,-
感应后备厢,-,-,-,-,-
快充电量百分比,80,80,-,-,-
快充电量(%),80,80,-,-,-
快充时间(小时)_y,1.1,1.1,-,-,-
快充时间(小时)_x,1.1,1.1,-,-,-
快充功能,支持,支持,不支持,不支持,不支持
快充功率(kW),17,17,-,-,-
座椅材质,,,,,
座位数(个),5,5,5,5,5
并线辅助,●,-,-,-,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,-,-,-
宽度(mm),1837,1837,1837,1837,1837
实测续航里程(km),107.7,-,-,-,-
实测100-0km/h制动(m),44.31,-,-,-,-
实测0-100km/h加速(s),7.39,-,-,-,-
官方0-100km/h加速(s),7.3,7.3,7.9,7.9,7.9
安全带未系提醒,,,,,
天窗类型,,,-,,
大灯高度可调,●,●,●,●,●
大灯清洗装置,-,-,-,-,-
大灯延时关闭,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具
地图品牌,,,,,
后风挡遮阳帘,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),1590,1590,1590,1590,1590
后轮胎规格,215/55 R17,215/55 R17,225/60 R16,215/55 R17,215/55 R17
后方碰撞预警,●,-,-,-,●
后排独立空调,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-
后排杯架,●,●,-,-,-
后排控制多媒体,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-
后排座椅放倒形式,,,,,
后排小桌板,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-
可变悬架功能,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●
发动机特有技术,VVT,VVT,VVT,VVT,VVT
发动机最大扭矩(N·m),135,135,135,135,135
发动机最大功率(kW),81,81,81,81,81
发动机布局,横置,横置,横置,横置,横置
发动机型号,BYD472QA,BYD472QA,BYD472QA,BYD472QA,BYD472QA
发动机启停技术,-,-,-,-,-
发动机,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4
压缩比,15.5,15.5,15.5,15.5,15.5
厂商指导价(元),15.58万,14.18万,11.98万,12.98万,13.58万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1580,1580,1580,1580,1580
前轮胎规格,215/55 R17,215/55 R17,225/60 R16,215/55 R17,215/55 R17
前电动机最大扭矩(N·m),325,325,316,316,316
前电动机最大功率(kW),145,145,132,132,132
前方碰撞预警,●,-,-,-,●
前排座椅功能,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动能量回收系统,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,-,-,-,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,-,●,●
倒车车侧预警系统,●,-,-,-,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动降噪,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-
主动刹车/主动安全系统,●,-,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
上市时间,2022.03,2022.03,2022.03,2022.03,2022.03
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
WLTC综合油耗(L/100km),1.58,1.58,2.17,2.17,2.17
WLTC纯电续航里程(km)_y,101,101,46,46,46
WLTC纯电续航里程(km)_x,101,101,46,46,46
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
NEDC纯电续航里程(km)_y,120,120,55,55,55
NEDC纯电续航里程(km)_x,120,120,55,55,55
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
220V/230V电源,-,-,-,-,-
