Feature,60880,60881,60882,60883,60884,60885,60886,60887
手机互联/映射,-,-,-,-,-,-,-,-
手势控制,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,
感应后备厢,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,
座椅布局,,,,,,,-,-
座位数(个),7,7,7,7,7,7,4,4
并线辅助,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,
导航路况信息显示,-,-,-,-,-,-,-,-
宽度(mm),2083,2083,2083,2083,2083,2083,2083,2083
安全带未系提醒,,,,,,,,
天窗类型,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸
四驱形式,分时四驱（带适时四驱功能）,分时四驱（带适时四驱功能）,分时四驱（带适时四驱功能）,分时四驱（带适时四驱功能）,分时四驱（带适时四驱功能）,分时四驱（带适时四驱功能）,分时四驱（带适时四驱功能）,分时四驱（带适时四驱功能）
后风挡遮阳帘,-,-,-,-,●,●,●,●
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1716,1716,1716,1716,1716,1716,1716,1716
后轮胎规格,275/55 R20,275/55 R20,275/55 R20,275/55 R20,275/55 R20,275/55 R20,275/55 R20,275/55 R20
后排独立空调,-,-,●,●,●,●,●,●
后排液晶屏幕,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-
后排座椅电动放倒,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,
后排小桌板,●,●,●,●,●,●,●,●
后排侧隐私玻璃,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,-,,,,
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,●,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,G,G,G,G,G,G,G,G
发动机启停技术,●,●,●,●,●,●,●,●
发动机,3.5T 381 马力 V6,3.5T 381 马力 V6,3.5T 381 马力 V6,3.5T 381 马力 V6,3.5T 381 马力 V6,3.5T 381 马力 V6,3.5T 381 马力 V6,3.5T 381 马力 V6
压缩比,10,10,10,10,10,10,10,10
厂商指导价(元),85.80万,92.80万,96.80万,103.80万,118.80万,125.80万,139.80万,146.80万
厂商,钧天机械,钧天机械,钧天机械,钧天机械,钧天机械,钧天机械,钧天机械,钧天机械
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1715,1715,1715,1715,1715,1715,1715,1715
前轮胎规格,275/55 R20,275/55 R20,275/55 R20,275/55 R20,275/55 R20,275/55 R20,275/55 R20,275/55 R20
前方碰撞预警,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,
前悬架类型,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式
前大灯雨雾模式,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
准拖挂车总质量(kg),2850,2850,2850,2850,2850,2850,2850,2850
内置行车记录仪,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速四驱,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-
主动闭合式进气格栅,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中央差速器锁止功能,●,●,●,●,●,●,●,●
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11
上坡辅助,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-
HUD抬头数字显示,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
220V/230V电源,●,●,●,●,●,●,●,●
