Feature,47303,47304,48386,48393,48394,48395,54242,54243
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
中控液晶屏分屏显示,-,-,-,-,-,-,-,-
中控彩色屏幕,,,,,,,-,-
中控屏幕尺寸,,,,,,,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2020.08,2020.08,2020.10,2020.10,2020.10,2020.10,2021.11,2021.11
上坡辅助,●,●,●,●,●,●,-,-
WLTP纯电续航里程(km),-,-,-,-,-,-,-,-
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,-,-
OTA升级,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),-,-,-,-,-,-,-,-
NEDC纯电续航里程(km),64,64,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,-,-
HUD抬头数字显示,○,○,○,○,○,○,-,-
EPA纯电续航里程(km),-,-,-,-,-,-,-,-
CLTC纯电续航里程(km),-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,-,-
220V/230V电源,○,○,○,○,○,○,-,-
