Feature,50808,51601,51602,55431,55432,55433
缸径(mm),-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
纯电续航里程(km),50,50,50,64,64,64
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
系统综合扭矩(N·m),640,640,640,709,709,709
系统综合功率(kW),288,288,288,335,335,335
简称,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动
第二排独立座椅,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
空气悬架,●,○,○,○,○,●
百公里耗电量(kWh/100km),-,-,-,-,-,-
疲劳驾驶提示,●,●,●,●,●,●
电磁感应悬架,-,-,-,-,-,-
电池预加热,-,-,-,-,-,-
电池能量(kWh),11.6,11.6,11.6,18.8,18.8,18.8
电池组质保,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里
电池类型,锂离子电池,锂离子电池,锂离子电池,锂离子电池,锂离子电池,锂离子电池
电机类型,-,-,-,-,-,-
电机布局,-,-,-,-,-,-
电动机总扭矩(N·m),240,240,240,309,309,309
电动机总功率(kW),65,65,65,107,107,107
电动机(Ps),88,88,88,146,146,146
电动扰流板,-,-,-,-,-,-
电动座椅记忆功能,,,,,,
电动吸合车门,-,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●
电动可调踏板,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
灯光特色功能,-,-,-,-,-,-
激光雷达数量,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
涉水感应系统,-,-,-,-,-,-
油箱容积(L),-,-,-,-,-,-
气罐容积(L),-,-,-,-,-,-
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
毫米波雷达数量,-,-,-,-,-,-
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180
最小离地间隙(mm),209,216,216,216,216,209
最大马力(Ps),303,303,303,310,310,310
最大扭矩转速(rpm),2200-4800,2200-4800,2200-4800,3000-4800,3000-4800,3000-4800
最大扭矩(N·m)_y,400,400,400,400,400,400
最大扭矩(N·m)_x,640,640,640,709,709,709
最大功率转速(rpm),6000,6000,6000,6000,6000,6000
最大功率(kW)_y,223,223,223,228,228,228
最大功率(kW)_x,288,288,288,335,335,335
最大净功率(kW),223,223,223,228,228,228
最低荷电状态油耗(L/100km),-,-,-,-,-,-
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
无框设计车门,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,○,○,○,○,○,○
方向盘位置调节,,,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),-,-,-,-,-,-
整体主动转向系统,-,-,-,-,-,-
摄像头数量,-,-,-,-,-,-
排量(mL),1969,1969,1969,1969,1969,1969
挡位个数,8,8,8,8,8,8
扬声器数量,,,,,,
扬声器品牌名称,,,,,,
手机无线充电功能,,,,,,
手机互联/映射,-,-,-,-,-,-
手势控制,-,-,-,-,-,-
慢充时间(小时)_y,8,8,8,13,13,13
慢充时间(小时)_x,8,8,8,13,13,13
感应雨刷功能,,,,,,
感应后备厢,-,-,-,-,-,-
快充电量百分比,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-
快充时间(小时)_y,3,3,3,5,5,5
快充时间(小时)_x,3,3,3,5,5,5
座椅材质,,,,,,
座椅布局,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5
并线辅助,●,●,●,●,●,●
巡航系统,,,,,,
尾门玻璃独立开启,-,-,-,-,-,-
导航路况信息显示,●,●,●,●,●,●
宽度(mm),1902,1902,1902,1902,1915,1902
实测续航里程(km),-,-,-,-,-,-
实测油耗(L/100km),-,-,-,-,-,-
实测慢充时间(小时),-,-,-,-,-,-
实测快充时间(小时),-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-
官方0-100km/h加速(s),5.5,5.5,5.5,5,5,5
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-
多层隔音玻璃,-,-,-,-,-,-
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,无,无,无,无,无,无
四驱形式,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●
后轮距(mm),-,-,-,-,-,-
后轮胎规格,255/45 R20,255/40 R21,255/45 R20,255/45 R20,255/40 R21,255/45 R20
后电动机最大扭矩(N·m),-,-,-,309,309,309
后电动机最大功率(kW),-,-,-,107,107,107
后排独立空调,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后排座椅功能,,,,,,
后排小桌板,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-
可变悬架功能,,,,,,
可加热喷水嘴,○,○,○,○,○,○
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动
发动机电子防盗,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,B4204T34,B4204T34,B4204T34,B4204T56,B4204T56,B4204T56
发动机启停技术,-,-,-,-,-,-
发动机,2.0T 303马力 L4,2.0T 303马力 L4,2.0T 303马力 L4,2.0T 310马力 L4,2.0T 310马力 L4,2.0T 310马力 L4
压缩比,-,-,-,-,-,-
厂商指导价(元),60.39万,52.79万,52.79万,52.79万,52.79万,60.39万
厂商,沃尔沃亚太,沃尔沃亚太,沃尔沃亚太,沃尔沃亚太,沃尔沃亚太,沃尔沃亚太
卫星导航系统,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-
副驾驶座垫式气囊,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),-,-,-,-,-,-
前轮胎规格,255/45 R20,255/40 R21,255/45 R20,255/45 R20,255/40 R21,255/45 R20
前电动机最大扭矩(N·m),-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-
前排座椅功能,,,,,,
前排中间气囊,-,-,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●
侧滑门形式,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,
主动降噪,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
中央差速器锁止功能,-,-,-,-,-,-
上市时间,2021.06,2021.06,2021.06,2022.01,2022.01,2022.01
上坡辅助,●,●,●,●,●,●
WLTP纯电续航里程(km),-,-,-,64,64,64
WLTC综合油耗(L/100km),-,-,-,2.5,2.5,2.5
USB/Type-C接口数量,,,,,,
OTA升级,-,-,-,-,-,-
NEDC综合油耗(L/100km),2.1,2.1,2.1,-,-,-
NEDC纯电续航里程(km),50,50,50,-,-,-
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,●,-,-,-,-,●
EPA纯电续航里程(km),-,-,-,-,-,-
CLTC纯电续航里程(km),-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-
