Feature,54078,56424,56425,56426,58708,58754,58755,58756,58757
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
灯光特色功能,,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,
油箱容积(L),82,82,82,82,82,82,82,82,82
气缸数(个),6,6,6,6,6,4,6,8,6
气缸排列形式,V,V,V,V,V,L,V,V,V
每缸气门数(个),4,4,4,4,4,4,4,4,4
最高车速(km/h),250,250,250,250,250,250,250,250,250
最小转弯半径(m),6.1,6.1,6.1,6.1,6.45,6.45,6.45,5.9,6.45
最大马力(Ps),340,340,340,340,340,265,286,460,286
最大满载质量(kg),2740,2740,2740,2740,-,-,-,-,-
最大扭矩转速(rpm),1370-4500,1370-4500,1370-4500,1370-4500,1370-4500,-,1340-4430,1850-4500,1340-4430
最大扭矩(N·m)_y,500,500,500,500,500,370,450,660,450
最大扭矩(N·m)_x,500,500,500,500,500,370,450,660,450
最大功率转速(rpm),5000-6400,5000-6400,5000-6400,5000-6400,5000-6400,-,4500-6400,5500,4500-6400
最大功率(kW)_y,250,250,250,250,250,195,210,338,210
最大功率(kW)_x,250,250,250,250,250,195,210,338,210
最大净功率(kW),250,250,250,250,250,195,210,338,210
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●
方向盘加热,●,○,●,●,●,○,○,●,○
方向盘位置调节,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2295,-,-,-,-,-,-,-,-
整体主动转向系统,●,●,●,●,○,-,-,●,-
排量(mL),2995,2995,2995,2995,2995,1984,2995,3996,2995
换挡形式,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,
扬声器品牌名称,,,,,,,,,
手机无线充电功能,,,,,,,,,
手机互联/映射,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,,
座位数(个),4,4,4,4,5,5,5,4,5
并线辅助,●,●,●,●,●,○,○,●,●
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●
宽度(mm),1945,1945,1945,1945,1945,1945,1945,1945,1945
官方0-100km/h加速(s),6.2,6.2,6.2,6.2,5.7,6.7,6.6,4.4,6.6
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,●,●,●,●,●,○,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●
夜视系统,-,-,-,-,○,-,-,●,-
多层隔音玻璃,,,,,,,,,
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱
后风挡遮阳帘,●,●,●,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-
后轮胎规格,265/40 R20,265/40 R20,265/40 R20,265/40 R20,265/40 R20,255/45 R19,265/40 R20,-,265/40 R20
后排独立空调,●,●,●,●,●,●,●,●,●
后排液晶屏幕,,,,,,,,,
后排杯架,●,●,●,●,●,●,●,●,●
后排控制多媒体,●,●,●,●,●,○,●,●,●
后排座椅电动放倒,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-
后排小桌板,●,●,●,●,-,-,-,●,-
后排侧隐私玻璃,-,-,-,-,○,○,○,●,○
后排侧窗遮阳帘,,,,,,,,-,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,505,505,505,505,505
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,,
可加热喷水嘴,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,CZS,CZS,CZS,CZS,CZS,-,CZS,CXY,CZS
发动机启停技术,●,●,●,●,●,●,●,●,●
发动机,3.0T 340马力 V6,3.0T 340马力 V6,3.0T 340马力 V6,3.0T 340马力 V6,3.0T 340马力 V6,2.0T 265马力 L4,3.0T 286马力 V6,4.0T 460马力 V8,3.0T 286马力 V6
厂商指导价(元),141.68万,127.48万,150.56万,173.56万,111.88万,82.98万,92.98万,195.48万,100.88万
厂商,奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口)
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,●,●,●,●,●,-,-,●,-
副座椅调节方式,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-
前轮胎规格,265/40 R20,265/40 R20,265/40 R20,265/40 R20,265/40 R20,255/45 R19,265/40 R20,265/35 R21,265/40 R20
前方碰撞预警,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,
前悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
前大灯雨雾模式,●,●,●,●,●,●,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,○,○,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
中央差速器结构,机械扭矩限滑差速器,机械扭矩限滑差速器,机械扭矩限滑差速器,机械扭矩限滑差速器,机械扭矩限滑差速器,机械扭矩限滑差速器,机械扭矩限滑差速器,机械扭矩限滑差速器,机械扭矩限滑差速器
上市时间,2022.06,2022.06,2022.06,2022.06,2022.08,2022.08,2022.08,2022.08,2022.08
上坡辅助,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),9.39,9.39,9.39,9.39,9.28,8.89,9.11,11.44,9.11
USB/Type-C接口数量,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,○,●,●,●,○,○,●,○
ETC装置,●,●,●,●,●,●,●,●,●
DOW开门预警,●,●,●,●,●,○,○,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
220V/230V电源,●,●,●,●,●,○,○,●,○
