Feature,52990,54702,55207
最大功率(kW)_x,163,110,163
最大净功率(kW),-,107,-
无钥匙进入功能,-,-,-
无钥匙启动系统,-,-,-
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2200,2250,2200
接近角(°),20,20,20
排量(mL),1998,1999,1998
换挡形式,,,
挡位个数,6,6,6
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,-,-,-
手机互联/映射,,-,
手势控制,-,-,-
感应雨刷功能,-,-,-
感应后备厢,-,-,-
座椅材质,,,
座椅布局,,,
座位数(个),7,7,7
并线辅助,-,-,-
巡航系统,,,
导航路况信息显示,-,●,-
宽度(mm),1840,1840,1840
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯清洗装置,-,-,-
大灯延时关闭,●,●,●
多层隔音玻璃,-,-,-
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,全尺寸,全尺寸,全尺寸
后风挡遮阳帘,-,-,-
后雨刷,●,●,●
后轮距(mm),1545,1545,1545
后轮胎规格,225/60 R17,225/60 R17,225/60 R17
后排独立空调,●,●,●
后排液晶屏幕,-,-,-
后排杯架,●,●,●
后排控制多媒体,-,-,-
后排座椅电动放倒,-,-,-
后排座椅放倒形式,,,
后排小桌板,-,-,-
后排侧隐私玻璃,-,-,-
后排侧窗遮阳帘,-,-,-
后悬架类型,螺旋弹簧式非独立悬架,螺旋弹簧式非独立悬架,螺旋弹簧式非独立悬架
后座出风口,●,●,●
后备厢容积(L),-,-,-
后制动器类型,盘式,盘式,盘式
可变转向比,-,-,-
可变悬架功能,-,-,-
可加热喷水嘴,-,-,-
变速箱类型,手自一体变速箱(AT),手动变速箱(MT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手动,6挡手自一体
发动机电子防盗,●,●,●
发动机布局,纵置,纵置,纵置
发动机型号,LJ488ZLQ,HFC4DB2-2E,LJ488ZLQ
发动机启停技术,-,-,-
发动机,2.0T 222马力 L4,2.0T 150马力 L4,2.0T 222马力 L4
厂商指导价(元),16.78万,15.98万,15.58万
厂商,江汽集团,江汽集团,江汽集团
卫星导航系统,-,●,-
助力类型,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1570,1570,1570
前轮胎规格,225/60 R17,225/60 R17,225/60 R17
前排座椅功能,,-,-
前悬架类型,扭杆弹簧独立悬架,扭杆弹簧独立悬架,扭杆弹簧独立悬架
前大灯雨雾模式,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,-,-
内后视镜功能,,,
全液晶仪表盘,-,-,-
倒车车侧预警系统,-,-,-
侧滑门形式,,,
供油方式,直喷,直喷,直喷
主座椅调节方式,,,
主动降噪,-,-,-
主动闭合式进气格栅,-,-,-
主动刹车/主动安全系统,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2021.12,2021.12,2021.12
上坡辅助,●,●,●
USB/Type-C接口数量,,,
OTA升级,-,-,-
NEDC综合油耗(L/100km),9.9,7.5,9.9
LED日间行车灯,●,○,-
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,-,-,-
ABS防抱死,●,●,●
220V/230V电源,●,-,●
