Feature,34061,35704,36648,36649,36650,36651,36652,40711,40712,40713
最大扭矩(N·m)_x,240,350,240,240,240,350,350,354,354,354
最大功率转速(rpm),6000,5500,6000,6000,6000,5500,5500,5000,5000,5000
最大功率(kW)_y,133,180,133,133,133,180,180,174,174,174
最大功率(kW)_x,133,180,133,133,133,180,180,174,174,174
无钥匙进入系统,●,●,-,-,●,●,●,●,●,●
无钥匙启动系统,●,●,-,-,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,●,-,●,-
方向盘加热,-,●,-,-,-,-,-,-,-,●
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1592,1740,1592,1592,1592,1740,1740,1740,1740,1740
整体主动转向系统,-,-,-,-,-,-,-,-,-,-
排量(mL),1499,1999,1499,1499,1499,1999,1999,1999,1999,1999
挡位个数,6,6,6,6,6,6,6,6,6,6
扬声器品牌,-,-,-,-,-,-,-,-,-,-
扬声器个数,6-7喇叭,8-9喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,8-9喇叭,6-7喇叭,8-9喇叭,8-9喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,●,-,-,-,-,-,-
感应雨刷,●,●,-,●,●,●,●,●,●,●
感应后备厢,-,●,-,-,●,●,●,●,●,●
座椅高低调节,●,●,●,●,●,●,●,●,●,●
座椅材料,真皮,仿皮+真皮,织物,仿皮,仿皮+真皮,仿皮+真皮,仿皮+真皮,仿皮+真皮,仿皮+真皮,仿皮+真皮
座位数(个),5,5,5,5,5,5,5,5,5,5
并线辅助,-,●,-,-,-,-,-,-,-,●
工信部综合油耗(L/100km),7.2,8.2,7.2,7.2,7.2,8.2,8.2,8.7,8.7,8.7
导航路况信息显示,-,●,-,-,●,●,●,●,●,●
宽度(mm),1838,1838,1838,1838,1838,1838,1838,1838,1838,1838
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-
定速巡航,●,●,-,●,●,●,●,●,●,●
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,●,-,-,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB,USB,AUX,USB,USB,USB,USB,USB,USB,USB
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,适时四驱,-,-,-,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1565,1565,1565,1565,1565,1565,1565,1565,1565,1565
后轮胎规格,235/45 R19,235/50 R18,235/55 R17,235/55 R17,235/50 R18,235/50 R18,235/45 R19,235/50 R18,235/45 R19,235/50 R18
后视镜记忆,-,●,-,-,-,-,-,-,-,●
后视镜电动调节,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,●,-,●,●,●,●,●,●,●
后视镜加热,●,●,●,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,●,-,-,-,-,●,-,●,●
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-
发动机型号,CAF479WQ1,CAF488WQ9,CAF479WQ1,CAF479WQ1,CAF479WQ1,CAF488WQ9,CAF488WQ9,-,-,-
发动机启停技术,●,●,●,●,●,●,●,●,●,●
发动机,1.5T 181马力 L4,2.0T 245马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4
压缩比,10,9.7,10,10,10,9.7,9.7,9.7,9.7,9.7
厂商指导价(元),18.58万,24.98万,16.98万,17.98万,19.28万,21.98万,22.98万,21.98万,22.98万,24.98万
厂商,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●,●,●
前轮距(mm),1563,1563,1563,1563,1563,1563,1563,1563,1563,1563
前轮胎规格,235/45 R19,235/50 R18,235/55 R17,235/55 R17,235/50 R18,235/50 R18,235/45 R19,235/50 R18,235/45 R19,235/50 R18
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-,-,-
全景天窗,●,●,-,●,●,●,●,●,●,●
倒车视频影像,●,●,-,●,●,●,●,●,●,●
侧滑门,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,●,-,-,-,-,-,-,-,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,8英寸,10英寸,-,8英寸,10英寸,10英寸,10英寸,10英寸,10英寸,10英寸
中控台彩色大屏,●,●,-,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-
中央差速器结构,-,多片离合器,-,-,-,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2018.04,2018.11,2018.11,2018.11,2018.11,2018.11,2018.11,2019.07,2019.07,2019.07
上坡辅助,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,●,-,-,●,●,●,●,●,●
CD/DVD,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-
