Feature,56703,60892,62414,62415,62416,62417
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●
自动开合车门,●,●,○,○,●,●
自动头灯,●,●,●,●,●,●
自动变道辅助,●,●,-,-,●,●
能量回收系统,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
级别,大型车,大型车,大型车,大型车,大型车,大型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,,
第二排座椅电动调节,●,●,●,●,●,●
第二排座椅功能,,,,,,
空调温度控制方式,,,,,,
空气悬架,●,●,●,●,●,●
百公里耗电量(kWh/100km),17.9,17.9,18.2,18.2,18.2,18.2
疲劳驾驶提示,●,●,●,●,●,●
电能当量燃料消耗量(L/100km),2.02,2.02,-,-,-,-
电池预加热,●,●,●,●,●,●
电池能量(kWh),105.7,105.7,101.7,101.7,101.7,101.7
电池组质保,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,-,-,-,-,-,-
电机布局,前置+后置,前置+后置,后置,后置,后置,后置
电动机总扭矩(N·m),745,745,650,650,650,650
电动机总功率(kW),400,400,335,335,335,335
电动机总功率(Ps),544,544,456,456,456,456
电动机(Ps),544,544,456,456,456,456
电动座椅记忆功能,,,,,,
电动吸合车门,,,,,,
电动后备厢,●,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
模拟声浪,●,●,●,●,●,●
最高车速(km/h),235,235,205,205,205,205
最大满载质量(kg),3250,3250,-,-,-,-
最大扭矩(N·m),745,745,650,650,650,650
最大功率(kW),400,400,335,335,335,335
星空天窗,●,●,-,-,-,-
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●
方向盘离手检测,●,●,●,●,●,●
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,●,●,●,●,●,●
方向盘位置调节,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2740,2740,-,-,-,-
整体主动转向系统,●,●,-,-,○,○
换挡形式,,,,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,,,,,,
手机无线充电功能,,,,,,
手机互联/映射,,,,,,
手机APP远程功能,,,,,,
手势控制,●,●,●,●,●,●
慢充时间(小时)_y,10.5,10.5,10.5,10.5,10.5,10.5
慢充时间(小时)_x,10.5,10.5,10.5,10.5,10.5,10.5
感应雨刷功能,,,,,,
感应后备厢,●,●,●,●,●,●
快充电量百分比,80%,80%,80%,80%,80%,80%
快充电量(%),80%,80%,80%,80%,80%,80%
快充时间(小时)_y,0.93,0.93,0.93,0.93,0.93,0.93
快充时间(小时)_x,0.93,0.93,0.93,0.93,0.93,0.93
快充功能,支持,支持,支持,-,-,-
循迹倒车,●,●,●,●,●,●
座椅材质,,,,,,
座位数(个),5,5,5,5,5,5
并线辅助,●,●,●,●,●,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
宽度(mm),1950,1950,1950,1950,1950,1950
官方0-100km/h加速(s),4.7,4.7,5.5,5.5,5.5,5.5
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多层隔音玻璃,,,-,-,-,-
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,无,无,无,无,无,无
四驱形式,电动四驱,电动四驱,-,-,-,-
后风挡遮阳帘,●,●,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-
后轮胎规格,285/35 R21,285/35 R21,285/40 R20,285/40 R20,285/35 R21,285/35 R21
后电动机最大扭矩(N·m),380,380,650,650,650,650
后电动机最大功率(kW),230,230,335,335,335,335
后排独立空调,●,●,●,●,●,●
后排液晶屏幕尺寸,,,,,,
后排液晶屏幕,,,,,,
后排杯架,●,●,●,●,●,●
后排控制多媒体,●,●,○,○,●,●
后排座椅放倒形式,-,-,-,-,-,-
后排侧窗遮阳帘,,,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●
后备厢容积(L),500,500,500,500,500,500
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变悬架功能,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),145.90万,145.90万,94.90万,94.90万,116.90万,116.90万
厂商,宝马(进口),宝马(进口),宝马(进口),宝马(进口),宝马(进口),宝马(进口)
卫星导航系统,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,●,●,●,●,●
副座椅调节方式,,,,,,
前轮距(mm),-,-,-,-,-,-
前轮胎规格,255/40 R21,255/40 R21,255/45 R20,255/45 R20,255/40 R21,255/40 R21
前电动机最大扭矩(N·m),365,365,-,-,-,-
前电动机最大功率(kW),190,190,-,-,-,-
前方碰撞预警,●,●,●,●,●,●
前排座椅功能,,,,,,
前悬架类型,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,○,○,-,-,○,○
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
中央差速器结构,-,-,-,-,-,-
上市时间,2022.12,2022.12,2023.04,2023.04,2023.04,2023.04
上坡辅助,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,●,●,○,○,●,●
ETC装置,○,○,○,○,○,○
DOW开门预警,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,650,650,640,640,640,640
CLTC纯电续航里程(km)_x,650,650,640,640,640,640
AR实景导航,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
