Feature,20033,20034,23655,23656,23657
大灯高度可调,●,●,●,●,●
大灯清洗装置,-,-,-,-,-
夜视系统,-,-,-,-,-
多天窗,-,-,-,-,-
多功能方向盘,●,●,●,●,●
外接音源接口,-,-,存储卡插槽,存储卡插槽,存储卡插槽
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),1385,1385,1385,1385,1385
后轮胎规格,175/65 R15,175/65 R15,175/65 R15,175/65 R15,175/65 R15
后视镜记忆,-,-,-,-,-
后视镜电动调节,●,●,-,●,●
后视镜电动折叠,-,-,-,-,-
后视镜加热,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-
后排独立空调,-,-,-,-,-
后排液晶屏,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-
后排座椅放倒方式,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒
后排侧隐私玻璃,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-
后悬架类型,双横臂式独立悬架带横向稳定杆,双横臂式独立悬架带横向稳定杆,双横臂式独立悬架带横向稳定杆,双横臂式独立悬架带横向稳定杆,双横臂式独立悬架带横向稳定杆
后座出风口,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-
可变悬架,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,5挡手动,5挡手动,4挡自动,4挡自动,4挡自动
发动机电子防盗,-,●,-,-,●
发动机特有技术,VCT-i,VCT-i,VCT-i,VCT-i,VCT-i
发动机型号,CA4GA1,CA4GA1,CA4GA13,CA4GA13,CA4GA13
发动机启停技术,●,●,-,-,-
发动机,1.3L 91马力 L4,1.3L 91马力 L4,1.3L 91马力 L4,1.3L 91马力 L4,1.3L 91马力 L4
压缩比,-,-,-,-,-
厂商指导价(元),4.99万,5.09万,4.89万,5.19万,5.29万
厂商,天津一汽,天津一汽,天津一汽,天津一汽,天津一汽
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-
前雾灯,●,●,●,●,●
前轮距(mm),1405,1405,1405,1405,1405
前轮胎规格,175/65 R15,175/65 R15,175/65 R15,175/65 R15,175/65 R15
前桥限滑差速器/差速锁,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-
前制动器类型,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-
制动力分配(EBD/CBC等),●,●,-,●,●
内置行车记录仪,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-
全景摄像头,-,-,-,-,-
全景天窗,-,-,-,-,-
倒车视频影像,-,-,-,-,-
侧滑门,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-
中控液晶屏分屏显示,-,-,-,-,-
中控台彩色大屏尺寸,-,-,-,-,-
中控台彩色大屏,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-
上市时间,2014.08,2014.08,2015.09,2015.09,2015.09
上坡辅助,-,-,-,-,-
LED日间行车灯,-,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-
GPS导航系统,-,-,-,-,-
CD/DVD,-,-,-,-,-
ABS防抱死,●,●,-,●,●
220V/230V电源,-,-,-,-,-
