Feature,49503,49504,56235,56236,57273,57526,57632,57633,57634,61662,61663,61664
挡位个数,无级变速,无级变速,1,1,1,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,-,-,,,,,-,,,,-,
手机无线充电功能,,,,,,,,,,,,
手机互联/映射,-,-,-,-,-,-,-,-,-,,,
手机APP远程功能,,,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,,,,
感应后备厢,-,●,●,●,●,●,●,●,●,●,-,-
快充电量百分比,-,-,80,80,80,80,80,80,-,-,-,-
快充电量(%),-,-,80,80,80,80,80,80,-,-,-,-
快充时间(小时)_y,-,-,0.5,0.5,0.5,0.33,0.33,0.33,-,-,-,-
快充时间(小时)_x,-,-,0.5,0.5,0.5,0.33,0.33,0.33,-,-,-,-
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),25,25,170,170,110,90,90,90,90,40,40,40
座椅材质,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,
座位数(个),7,7,7,7,7,7,7,7,7,7,7,7
并线辅助,-,●,●,●,●,●,-,●,●,●,-,●
巡航系统,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950
实测续航里程(km),-,112.1,-,-,-,204.6,-,-,-,-,-,-
实测油耗(L/100km),-,6.1,-,-,-,7,-,-,-,-,-,-
实测100-0km/h制动(m),-,39.85,-,-,-,37.45,-,-,-,-,-,-
实测0-100km/h加速(s),-,9.12,-,-,-,4.32,-,-,-,-,-,-
官方0-50km/h加速(s),-,-,3.9,1.98,3.9,-,-,-,-,4.3,4.3,4.3
官方0-100km/h加速(s),8.5,8.5,-,4.4,-,4.3,4.3,4.3,8.5,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,,,,,
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,补胎工具,补胎工具,补胎工具
地图品牌,,,,,,,,,,,,
四驱形式,-,-,-,电动四驱,-,电动四驱,电动四驱,电动四驱,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630
后轮胎规格,245/45 R20,245/45 R20,255/50 R20,265/45 R21,255/50 R20,265/45 R21,255/50 R20,265/45 R21,255/50 R20,255/50 R20,255/50 R20,255/50 R20
后电动机最大扭矩(N·m),-,-,-,350,-,350,350,350,-,-,-,-
后电动机最大功率(kW),-,-,-,200,-,200,200,200,-,-,-,-
后方碰撞预警,-,●,●,●,●,●,-,●,●,●,-,●
后排独立空调,-,-,●,●,●,●,-,●,●,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,,-,,,,,,,
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,-,-,-,●,●,●,●,●,●,●
发动机最大扭矩(N·m),231,231,-,-,-,231,231,231,231,231,231,231
发动机最大功率(kW),102,102,-,-,-,102,102,102,102,102,102,102
发动机布局,横置,横置,-,-,-,横置,横置,横置,横置,横置,横置,横置
发动机型号,BYD476ZQC,BYD476ZQC,-,-,-,BYD476ZQC,BYD476ZQC,BYD476ZQC,BYD476ZQC,BYD476ZQC,BYD476ZQC,BYD476ZQC
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-
发动机,1.5T 139马力 L4,1.5T 139马力 L4,纯电动,纯电动,纯电动,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4
厂商指导价(元),20.98万,22.68万,31.28万,34.28万,28.28万,33.18万,29.18万,31.18万,28.18万,23.38万,20.98万,21.98万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650
前轮胎规格,245/45 R20,245/45 R20,255/50 R20,265/45 R21,255/50 R20,265/45 R21,255/50 R20,265/45 R21,255/50 R20,255/50 R20,255/50 R20,255/50 R20
前电动机最大扭矩(N·m),325,325,350,350,350,325,325,325,325,325,325,325
前电动机最大功率(kW),160,160,180,180,168,160,160,160,160,160,160,160
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,●,●,●,●,●,●,●,●,●,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,-,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,●,●,●,●,●,-,●,●,●,-,●
供油方式,直喷,直喷,-,-,-,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,●,●,●,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2021.04,2021.04,2022.06,2022.06,2022.06,2022.08,2022.08,2022.08,2022.08,2023.03,2023.03,2023.03
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),1.89,1.89,-,-,-,-,-,-,-,1.27,1.27,1.27
WLTC纯电续航里程(km)_y,-,-,-,-,-,189,189,189,-,95,95,95
WLTC纯电续航里程(km)_x,-,-,-,-,-,189,189,189,-,95,95,95
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●
NEDC综合续航(km),-,-,-,-,-,1020,1020,1020,1200,1050,1050,1050
NEDC综合油耗(L/100km),1.2,1.2,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,112,112,-,-,-,215,215,215,252,112,112,112
NEDC纯电续航里程(km)_x,112,112,-,-,-,215,215,215,252,112,112,112
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,●,●,●,●,-,●,●,●,-,-
DOW开门预警,-,●,●,●,●,●,-,●,●,●,-,●
CLTC纯电续航里程(km)_y,-,-,730,635,600,-,-,-,-,-,-,-
CLTC纯电续航里程(km)_x,-,-,730,635,600,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,
220V/230V电源,-,-,●,●,●,●,●,●,●,-,-,-
