Feature,49281,53483,53484,53486,53488,53490,55227,55228,55229,55230,55231
车前雾灯,-,-,-,-,-,-,-,-,-,-,-
车内香氛装置,●,●,●,○,○,●,-,○,○,-,-
车内环境氛围灯,,,,,,,,,,,
车内化妆镜,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,○,○,●,-,○,○,-,-
车侧脚踏板,-,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-,-,-,-,-
负离子发生器,●,●,●,○,○,●,-,○,○,-,-
语音识别控制系统,,,,,,,,,,,
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●,●
被动行人保护,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,
行程(mm),-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),384,361,361,384,384,361,384,384,384,384,384
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●
芯片总算力,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,●,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,○,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-
能源类型,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,,,,,,-,,,-,-
空调温度控制方式,,,,,,,,,,,
空气悬架,●,●,●,●,●,●,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-
电池预加热,-,-,-,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,,,,,,-,,,,
电动吸合车门,,,,,,,-,,,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,●,●,●,○,○,●,-,○,○,○,○
电动可调踏板,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,,,-,,,,,
激光雷达数量,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,
涉水感应系统,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),73,73,73,73,73,73,73,73,73,73,73
气罐容积(L),-,-,-,-,-,-,-,-,-,-,-
气缸数(个),6,6,6,6,6,6,4,4,4,4,4
气缸排列形式,V,V,V,V,V,V,L,L,L,L,L
毫米波雷达数量,-,-,-,-,-,-,-,-,-,-,-
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),340,340,340,340,340,340,245,245,245,245,245
最大扭矩转速(rpm),1370-4500,1370-4500,1370-4500,1370-4500,1370-4500,1370-4500,1600-4300,1600-4300,1600-4300,1600-4300,1600-4300
最大扭矩(N·m)_y,500,500,500,500,500,500,370,370,370,370,370
最大扭矩(N·m)_x,500,500,500,500,500,500,370,370,370,370,370
最大功率转速(rpm),5000-6400,5000-6400,5000-6400,5000-6400,5000-6400,5000-6400,5000-6500,5000-6500,5000-6500,5000-6500,5000-6500
最大功率(kW)_y,250,250,250,250,250,250,180,180,180,180,180
最大功率(kW)_x,250,250,250,250,250,250,180,180,180,180,180
最大净功率(kW),250,250,250,250,250,250,180,180,180,180,180
最低荷电状态油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-
无钥匙进入功能,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,○,○,○,○,●,-,○,○,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,○,○,○,○,○,●,-,○,○,-,-
方向盘位置调节,,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),-,-,-,-,-,-,-,-,-,-,-
整体主动转向系统,●,●,●,●,●,●,-,-,-,-,-
摄像头数量,-,-,-,-,-,-,-,-,-,-,-
排量(mL),2995,2995,2995,2995,2995,2995,1984,1984,1984,1984,1984
挡位个数,7,7,7,7,7,7,7,7,7,7,7
扬声器数量,,,,,,,,,,,
扬声器品牌名称,,,,,,,-,,,,
手机无线充电功能,-,,,,,,,,,-,-
手机互联/映射,,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,,,
感应后备厢,●,●,●,○,○,●,-,○,○,○,○
座椅材质,,,,,,,,,,,
座椅布局,-,-,-,-,-,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5,5,5,5,5,5
并线辅助,○,○,○,○,○,●,-,○,○,-,-
巡航系统,,,,,,,,,,,
尾门玻璃独立开启,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),5.6,5.6,5.6,5.6,5.6,5.6,7.9,7.5,7.5,7.5,7.5
安全带未系提醒,,,,,,,,,,,
天窗类型,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
夜视系统,-,○,○,○,○,●,-,○,○,-,-
多层隔音玻璃,,,,,,,-,,,,
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,-,适时四驱,适时四驱,适时四驱,适时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,255/35 R21,255/40 R20,255/40 R20,255/40 R20,255/40 R20,255/40 R20,245/45 R19,245/45 R19,245/45 R19,255/35 R21,255/35 R21
后排独立空调,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕,-,,,,,,-,,,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,●,●,○,○,●,-,○,○,-,-
后排座椅防下滑气囊,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,●,●,○,○,●,-,○,○,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-
后排座椅功能,,,,,,,-,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,○,○,●,-,○,○,○,○
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,-,-,-,-,-
可加热喷水嘴,-,○,○,○,○,●,-,○,○,-,-
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-,-
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,DLZ,DLZ,DLZ,DLZ,DLZ,DLZ,-,-,-,-,-
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●
发动机,3.0T 340马力 V6,3.0T 340马力 V6,3.0T 340马力 V6,3.0T 340马力 V6,3.0T 340马力 V6,3.0T 340马力 V6,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4
压缩比,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),67.77万,69.67万,68.87万,60.77万,59.97万,77.77万,45.97万,49.97万,50.77万,51.97万,51.97万
厂商,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-
副驾驶座垫式气囊,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,●,●,○,○,●,-,○,○,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,255/35 R21,255/40 R20,255/40 R20,255/40 R20,255/40 R20,255/40 R20,245/45 R19,245/45 R19,245/45 R19,255/35 R21,255/35 R21
前排座椅功能,,,,,,,-,,,,
前排中间气囊,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架
前大灯雨雾模式,●,●,●,●,●,●,●,●,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,○,○,○,○,○,●,-,○,○,-,-
侧滑门形式,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,-,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),8.6,8.6,8.6,8.6,8.6,8.6,7.4,7.6,7.6,7.6,7.6
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,○,○,○,○,●,-,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-
