Feature,57140,57141,57142,57143,57144,57145,59359,59583,59584,61695,61696,61697,61757,61758,61759,61760,61761,61762
车道偏离预警系统,●,●,●,●,●,●,-,●,●,-,●,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,-,●,●,-,●,●,●,●,●,●,●,●
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,-,,,,,,,,
车型名称,欧拉好猫 2022款 莫兰迪版 400km标准续航 豪华型 磷酸铁锂,欧拉好猫 2022款 莫兰迪版 400km标准续航 豪华型 三元锂,欧拉好猫 2022款 莫兰迪版 400km标准续航 尊贵型 磷酸铁锂,欧拉好猫 2022款 莫兰迪版 400km标准续航 尊贵型 三元锂,欧拉好猫 2022款 莫兰迪版 500km长续航 豪华型 三元锂,欧拉好猫 2022款 莫兰迪版 500km长续航 尊贵型 三元锂,欧拉好猫 2022款 莫兰迪版 400km标准续航 两周年轻享型 磷酸铁锂,欧拉好猫 2022款 莫兰迪版 500km长续航 豪华型 磷酸铁锂,欧拉好猫 2022款 莫兰迪版 500km长续航 尊贵型 磷酸铁锂,2023款 401km标准续航 舒享型 磷酸铁锂,欧拉好猫 2023款 401km标准续航 豪华型 三元锂,欧拉好猫 2023款 401km标准续航 尊贵型 三元锂,欧拉好猫 2023款 401km标准续航 豪华型 磷酸铁锂,欧拉好猫 2023款 401km标准续航 尊贵型 磷酸铁锂,欧拉好猫 2023款 501km长续航 豪华型 三元锂,欧拉好猫 2023款 501km长续航 尊贵型 三元锂,欧拉好猫 2023款 501km长续航 豪华型 磷酸铁锂,欧拉好猫 2023款 501km长续航 尊贵型 磷酸铁锂
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,,,,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,,,,,,,
负离子发生器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
语音识别控制系统,,,,,,,,,,,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,-,●,●,-,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,○,○,○,○,○,○,-,○,○,-,○,○,○,○,○,○,○,○
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
级别,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
百公里耗电量(kWh/100km),13,13.3,13,13.3,13.2,13.2,13.8,-,-,13.8,13.3,13.3,13,13,13.2,13.2,13.9,13.9
疲劳驾驶提示,-,-,●,●,-,●,-,-,●,-,-,●,-,●,-,●,-,●
电芯品牌,江苏时代,蜂巢能源,江苏时代,蜂巢能源,蜂巢能源,蜂巢能源,国轩高科,蜂巢能源,蜂巢能源,国轩高科,蜂巢能源,蜂巢能源,江苏时代,江苏时代,蜂巢能源,蜂巢能源,蜂巢能源,蜂巢能源
电能当量燃料消耗量(L/100km),1.5,1.5,1.5,1.5,1.5,1.5,1.56,-,-,1.56,1.5,1.5,1.47,1.47,1.49,1.49,1.57,1.57
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),141.3,165.4,141.3,165.4,177.2,177.2,130.33,-,-,130.33,165.4,165.4,141.3,141.3,177.2,177.2,143.4,143.4
电池能量(kWh),47.8,45.99,47.8,45.99,59.1,59.1,49.92,-,-,49.92,45.99,45.99,47.8,47.8,59,59,57.7,57.7
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,磷酸铁锂电池,三元锂电池,磷酸铁锂电池,三元锂电池,三元锂电池,三元锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,三元锂电池,三元锂电池,磷酸铁锂电池,磷酸铁锂电池,三元锂电池,三元锂电池,磷酸铁锂电池,磷酸铁锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
电动机总功率(kW),105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
电动机总功率(Ps),143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
电动机(Ps),143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,,,-,,-,-,,-,-,,-,,-,,-,
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,●,●,-,●,-,-,●,-,-,●,-,●,-,●,-,●
电动后备厢,-,-,●,●,-,●,-,-,●,-,-,●,-,●,-,●,-,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,,,,,,
毫米波雷达数量,,,,,,,-,,,-,,,,,,,,
最高车速(km/h),150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
最大满载质量(kg),1885,1845,1885,1845,1885,1885,1930,-,-,1930,1845,1845,1885,1885,1885,1885,1984,1984
最大扭矩(N·m),210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
最大功率(kW),105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
无钥匙进入功能,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,●,●,-,●,-,-,●,-,-,●,-,●,-,●,-,●
方向盘位置调节,,,,,,,,,,,,,,,,,,
整车质保,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里
整备质量(kg),1510,1438,1510,1438,1510,1510,1555,-,-,1555,1438,1438,1510,1510,1510,1510,1609,1609
摄像头数量,,,,,,,,,,,,,,,,,,
接近角(°),16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
换挡形式,,,,,,,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,,,,-,,,-,,,,,,,,
手机互联/映射,,,,,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
慢充时间(小时)_x,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
感应雨刷功能,,,,,,,,,,,,,,,,,,
感应后备厢,-,-,●,●,-,●,-,-,●,-,-,●,-,●,-,●,-,●
快充电量百分比,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
循迹倒车,○,○,○,○,○,○,-,○,○,-,○,○,○,○,○,○,○,○
座椅材质,,,,,,,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,○,○,○,○,○,○,-,○,○,-,○,○,○,○,○,○,○,○
巡航系统,,,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,-,-,-,-,-,-,-,-,-,○,○,○,○,○,○,○,○,○
宽度(mm),1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825
实测续航里程(km),-,-,-,-,-,347.6,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,39.03,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,8.87,-,-,-,-,-,-,-,-,-,-,-,-
官方0-50km/h加速(s),3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,
天窗类型,-,-,,,-,,-,-,,-,-,,-,,-,,-,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,
备胎规格,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具
地图品牌,,,,,,,,,,,,,,,,,,
四驱形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577
后轮胎规格,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18
后方碰撞预警,○,○,○,○,○,○,-,○,○,-,○,○,○,○,○,○,○,○
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),228-858,228-858,228-858,228-858,228-858,228-858,228-858,228-858,228-858,228-858,228-858,228-858,228-858,228-858,228-858,228-858,228-858,228-858
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),14.10万,14.10万,15.10万,15.10万,16.10万,17.10万,12.99万,16.10万,17.10万,12.98万,13.98万,14.98万,13.98万,14.98万,15.58万,16.58万,15.58万,16.58万
厂商,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
单踏板模式,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,
前轮距(mm),1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557
前轮胎规格,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18,215/50 R18
前电动机最大扭矩(N·m),210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
前电动机最大功率(kW),105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
前方碰撞预警,●,●,●,●,●,●,-,●,●,-,●,●,●,●,●,●,●,●
前排座椅功能,-,-,,,-,,-,-,,-,-,,-,,-,,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,○,○,○,○,○,○,-,○,○,-,○,○,○,○,○,○,○,○
内后视镜功能,,,,,,,,,,,,,,,,,,
