Feature,34425,37470,37490,37491,37492,37493,37495,37496,37497,37498,37513,37514,37515,37516,37517,37518,37519,37520,37521,37522,37523,37524,37525,37526,37527,37528,37529,37530,37531,37532,40523,40524,40526,40527,40529,40530,40532,40533
车载电视,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门5座SUV,5门6座SUV,5门5座SUV,5门6座SUV,5门5座SUV,5门6座SUV,5门5座SUV,5门6座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,-,●,●,●,-,●,●,●,-,-,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,-,-,●,●,-,-,●,●,-,-,-,-,●,●,●,●,-,-,-,-,●,●,●,●,●,●,●,●,-,-,-,-,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车
车型名称,捷途X90 2019款 1.6T DCT尊享型 5座,捷途X90 2019款 1.5T 自动尊享型 5座,捷途X90 2019款 1.5T 手动优享型 5座,捷途X90 2019款 1.5T 手动悦享型 5座,捷途X90 2019款 1.5T 手动智享型 5座,捷途X90 2019款 1.5T 手动尊享型 5座,捷途X90 2019款 1.5T 自动优享型 5座,捷途X90 2019款 1.5T 自动悦享型 5座,捷途X90 2019款 1.5T 自动智享型 5座,捷途X90 2019款 1.6T DCT智享型 5座,捷途X90 2019款 1.5T 手动优享型 6座,捷途X90 2019款 1.5T 手动优享型 7座,捷途X90 2019款 1.5T 手动悦享型 6座,捷途X90 2019款 1.5T 手动悦享型 7座,捷途X90 2019款 1.5T 手动智享型 6座,捷途X90 2019款 1.5T 手动智享型 7座,捷途X90 2019款 1.5T 手动尊享型 6座,捷途X90 2019款 1.5T 手动尊享型 7座,捷途X90 2019款 1.5T 自动优享型 6座,捷途X90 2019款 1.5T 自动优享型 7座,捷途X90 2019款 1.5T 自动悦享型 6座,捷途X90 2019款 1.5T 自动悦享型 7座,捷途X90 2019款 1.5T 自动智享型 6座,捷途X90 2019款 1.5T 自动智享型 7座,捷途X90 2019款 1.5T 自动尊享型 6座,捷途X90 2019款 1.5T 自动尊享型 7座,捷途X90 2019款 1.6T DCT智享型 6座,捷途X90 2019款 1.6T DCT智享型 7座,捷途X90 2019款 1.6T DCT尊享型 6座,捷途X90 2019款 1.6T DCT尊享型 7座,捷途X90 2019款 1.5T DCT优享型 5座,捷途X90 2019款 1.5T DCT优享型 6座,捷途X90 2019款 1.5T DCT悦享型 5座,捷途X90 2019款 1.5T DCT悦享型 6座,捷途X90 2019款 1.5T DCT智享型 5座,捷途X90 2019款 1.5T DCT智享型 6座,捷途X90 2019款 1.5T DCT尊享型 5座,捷途X90 2019款 1.5T DCT尊享型 6座
车内空气调节/花粉过滤,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内氛围灯,●,●,-,-,●,●,-,●,●,●,-,-,-,-,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应巡航,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,●,●,-,●,●,●,-,●,●,●,-,-,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,●,●,-,-,●,●,-,-,-,-,-,-,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
腰部支撑调节,●,●,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,●,●,-,-,●,●,-,-,-,-,-,-,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铝合金,铝合金,铝合金,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,7挡双离合,8挡手自一体,6挡手动,6挡手动,6挡手动,6挡手动,8挡手自一体,8挡手自一体,8挡手自一体,7挡双离合,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,7挡双离合,7挡双离合,7挡双离合,7挡双离合,6挡双离合,6挡双离合,6挡双离合,6挡双离合,6挡双离合,6挡双离合,6挡双离合,6挡双离合
第二排靠背角度调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,●,-,●,-,●,-,●
第三排座椅,-,-,-,-,-,-,-,-,-,-,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,-,2座,-,2座,-,2座,-,2座
空调控制方式,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,●,●,-,●,●,●,-,●,●,●,-,-,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,●,●,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,●,●,-,-,●,●,-,-,-,-,-,-,●,●
电动天窗,●,●,-,-,●,●,-,-,●,●,-,-,-,-,●,●,●,●,-,-,-,-,●,●,●,●,●,●,●,●,-,-,-,-,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,●,●,-,-,●,●,-,-,●,●,-,-,-,-,●,●,●,●,-,-,-,-,●,●,●,●,●,●,●,●,-,-,-,-,●,●,●,●
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,-,●,●,●,-,●,●,●,-,-,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
流媒体车内后视镜,○,○,-,-,-,○,-,-,-,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,○,○,-,-,○,○,-,-,-,-,-,-,○,○
油箱容积(L),55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,180,185,185,185,185,180,180,180,-,185,185,185,185,185,185,185,185,180,180,180,180,180,180,180,180,-,-,-,-,180,180,180,180,180,180,180,180
最小离地间隙(mm),210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
最大马力(Ps),197,147,147,147,147,147,147,147,147,197,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,197,197,197,197,156,156,156,156,156,156,156,156
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,290,210,210,210,210,210,210,210,210,290,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,290,290,290,290,230,230,230,230,230,230,230,230
最大扭矩(N·m)_x,290,210,210,210,210,210,210,210,210,290,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,290,290,290,290,230,230,230,230,230,230,230,230
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,145,108,108,108,108,108,108,108,108,145,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,145,145,145,145,115,115,115,115,115,115,115,115
最大功率(kW)_x,145,108,108,108,108,108,108,108,108,145,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,145,145,145,145,115,115,115,115,115,115,115,115
无钥匙进入系统,●,●,-,●,●,●,-,●,●,●,-,-,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
无钥匙启动系统,●,●,-,●,●,●,-,●,●,●,-,-,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里,十年或20万公里
整备质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1598,1498,1498,1498,1498,1498,1498,1498,1498,1598,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1598,1598,1598,1598,1498,1498,1498,1498,1498,1498,1498,1498
挡位个数,7,8,6,6,6,6,8,8,8,7,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6
扬声器品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
扬声器个数,6-7喇叭,6-7喇叭,4-5喇叭,6-7喇叭,6-7喇叭,6-7喇叭,4-5喇叭,6-7喇叭,6-7喇叭,6-7喇叭,4-5喇叭,4-5喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,4-5喇叭,4-5喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,4-5喇叭,4-5喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭
手机无线充电,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,-,-,●,●,-,-,-,-,-,-,●,●
手机互联/映射功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
感应雨刷,●,●,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,●,●,-,-,●,●,-,-,-,-,-,-,●,●
感应后备厢,●,●,-,-,●,●,-,-,●,●,-,-,-,-,●,●,●,●,-,-,-,-,●,●,●,●,●,●,●,●,-,-,-,-,●,●,●,●
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,仿皮,仿皮,织物,仿皮,仿皮,仿皮,织物,仿皮,仿皮,仿皮,织物,织物,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,织物,织物,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,织物,织物,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮
座位数(个),5,5,5,5,5,5,5,5,5,5,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,5,6,5,6,5,6,5,6
并线辅助,●,●,-,-,●,●,-,-,●,●,-,-,-,-,●,●,●,●,-,-,-,-,●,●,●,●,●,●,●,●,-,-,-,-,●,●,●,●
工信部综合油耗(L/100km),-,8.3,7.6,7.6,7.6,7.6,8.3,8.3,8.3,-,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925
