Feature,37478,37479,37480,37481,37482,37483,37484,37485,37486,37487,38605,38662,38663,38664,38665,38666,38667,38668,38669,38670,39170
运动风格座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
轴距(mm),2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636
转向辅助灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
车道偏离预警系统,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排,前排
车型名称,指南者 2019款 200T 手动劲享-互联大屏版,指南者 2019款 200T 自动驭享-互联大屏版,指南者 2019款 200T 自动舒享-互联大屏版,指南者 2019款 200T 自动悦享-互联大屏版,指南者 2019款 200T 自动家享-互联大屏版,指南者 2019款 200T 自动新春特别版,指南者 2019款 200T 自动臻享-互联大屏版,指南者 2019款 200T 自动家享四驱-互联大屏版,指南者 2019款 200T 自动臻享四驱-互联大屏版,指南者 2019款 200TS 自动高性能四驱-互联大屏版,指南者 2019款 220T 自动家享四驱版,指南者 2019款 220T 手动劲享版,指南者 2019款 220T 自动驭享版,指南者 2019款 220T 自动悦享版,指南者 2019款 220T 自动家享版,指南者 2019款 220T 自动家享炫酷版,指南者 2019款 220T 自动臻享版,指南者 2019款 220T 自动家享四驱炫酷版,指南者 2019款 220T 自动四驱高性能旗舰版,指南者 2019款 200T 自动典尚版,指南者 2019款 200TS 自动优享-互联大屏版
车内空气调节/花粉过滤,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应巡航,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-,-,●,-,-
自动头灯,-,-,-,-,-,-,●,-,●,●,-,-,-,-,-,-,●,-,●,-,-
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,-,●,-,●,●,-,-,-,-,-,-,●,-,●,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铸铁,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,6挡手动,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,6挡手动,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,9挡手自一体,9挡手自一体,7挡双离合,9挡手自一体
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,手动●,手动●,手动●,手动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,手动●,手动●,手动●,自动●,自动●,自动●,自动●,自动●,手动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,-,-,-,-,●,●,●,●,●,●,●,-,-,-,●,●,●,●,●,-,●
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动天窗,-,-,-,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,●,-,●,●,-,-,-,-,-,-,●,-,●,-,-
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国V,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,●,●,●,●,●,●,●,-,-,-,●,●,●,●,●,-,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),60,60,60,60,60,60,60,60,60,60,51,51,51,51,51,51,51,51,51,60,51
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),198,195,195,195,195,195,195,193,193,190,195,200,200,200,200,200,200,195,192,195,190
最小离地间隙(mm),199,199,199,199,199,199,199,199,199,199,-,-,-,-,-,-,-,-,-,199,-
最大马力(Ps),165,165,165,165,165,165,165,165,165,175,173,173,173,173,173,173,173,173,173,165,148
最大扭矩转速(rpm),2500,2500,2500,2500,2500,2500,2500,2500,2500,3900,1850,1850,1850,1850,1850,1850,1850,1850,1850,2500,4600
最大扭矩(N·m)_y,250,250,250,250,250,250,250,250,250,228,270,270,270,270,270,270,270,270,270,250,190
最大扭矩(N·m)_x,250,250,250,250,250,250,250,250,250,228,270,270,270,270,270,270,270,270,270,250,190
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500,5500,6450,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,6250
最大功率(kW)_y,121,121,121,121,121,121,121,121,121,128.5,127,127,127,127,127,127,127,127,127,121,109
最大功率(kW)_x,121,121,121,121,121,121,121,121,121,128.5,127,127,127,127,127,127,127,127,127,121,109
无钥匙进入系统,-,-,-,-,●,●,●,●,●,●,●,-,-,●,●,●,●,●,●,-,●
无钥匙启动系统,-,-,-,-,●,●,●,●,●,●,●,-,-,●,●,●,●,●,●,-,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1435,1455,1455,1490,1490,1490,1530,1580,1618,1690,1575,1427,1427,1500,1500,1500,1525,1575,1675,1490,1520
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1368,1368,1368,1368,1368,1368,1368,1368,1368,2360,1332,1332,1332,1332,1332,1332,1332,1332,1332,1368,1995
挡位个数,6,7,7,7,7,7,7,9,9,9,9,6,7,7,7,7,7,9,9,7,9
扬声器品牌,-,-,-,-,-,-,ALPINE阿尔派,-,ALPINE阿尔派,Beats,-,-,-,-,-,-,ALPINE阿尔派,-,Beats,-,-
扬声器个数,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,8-9喇叭,6-7喇叭,8-9喇叭,8-9喇叭,6-7喇叭,4-5喇叭,4-5喇叭,6-7喇叭,6-7喇叭,6-7喇叭,8-9喇叭,6-7喇叭,8-9喇叭,4-5喇叭,6-7喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
感应雨刷,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,织物,织物,皮/织物混搭,皮/织物混搭,真皮,真皮,真皮,真皮,真皮,真皮,真皮,织物,织物,皮/织物混搭,真皮,真皮,真皮,真皮,真皮,皮/织物混搭,真皮
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-,-,●,-,-
工信部综合油耗(L/100km),7.4,7.2,7.1,7.1,7.1,7.1,7.3,7.8,7.8,8.6,7.3,6.3,6,6.2,6.2,6.2,6.3,7.3,7.6,7.1,7.8
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,8.4,-,-,-,-,-,8.4,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,44.63,-,-,-,-,-,43.92,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,10.77,-,-,-,-,-,9.17,-,-,-,-
定速巡航,-,-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●,●,●,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,-,-,-,适时四驱,适时四驱,适时四驱,适时四驱,-,-,-,-,-,-,适时四驱,适时四驱,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1544,1544,1544,1544,1544,1544,1544,1544,1544,1545,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544
后轮胎规格,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/55 R18,225/60 R17,225/55 R18,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/55 R18,225/60 R17,225/60 R17,225/60 R17,225/60 R17
后视镜记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-
后视镜加热,-,-,-,-,-,-,-,●,●,●,●,-,-,●,●,●,●,●,●,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,-,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),手自一体变速箱(AT),手自一体变速箱(AT),双离合变速箱(DCT),手自一体变速箱(AT)
变速箱,6挡手动,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,6挡手动,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,9挡手自一体,9挡手自一体,7挡双离合,9挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,MultiAir,D-VVT
发动机型号,-,-,-,-,-,-,-,-,-,-,GSE-T4,GSE-T4,GSE-T4,GSE-T4,GSE-T4,GSE-T4,GSE-T4,GSE-T4,GSE-T4,-,-
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,1.4T 165马力 L4,1.4T 165马力 L4,1.4T 165马力 L4,1.4T 165马力 L4,1.4T 165马力 L4,1.4T 165马力 L4,1.4T 165马力 L4,1.4T 165马力 L4,1.4T 165马力 L4,2.4L 175马力 L4,1.3T 173马力 L4,1.3T 173马力 L4,1.3T 173马力 L4,1.3T 173马力 L4,1.3T 173马力 L4,1.3T 173马力 L4,1.3T 173马力 L4,1.3T 173马力 L4,1.3T 173马力 L4,1.4T 165马力 L4,2.0L 148马力 L4
压缩比,10,10,10,10,10,10,10,10,10,-,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10,10.2
厂商指导价(元),15.98万,16.68万,16.98万,17.28万,17.98万,17.98万,19.98万,19.58万,21.58万,24.18万,19.58万,15.58万,16.28万,16.58万,17.58万,17.58万,18.98万,19.58万,22.98万,16.38万,18.58万
厂商,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前轮距(mm),1544,1544,1544,1544,1544,1544,1544,1544,1544,1545,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544
前轮胎规格,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/55 R18,225/60 R17,225/55 R18,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/60 R17,225/55 R18,225/60 R17,225/60 R17,225/60 R17,225/60 R17
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
