Feature,1004718,1004720,1005268,1005269,1006575,1006576,1007148,1007149,1007150,1007151,1007152,1007153,1007154,1007155
环保标准_y,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
环保标准_x,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,0号,0号,92号,0号,92号,0号,92号,0号,92号,0号
燃料形式,汽油,汽油,汽油,汽油,柴油,柴油,汽油,柴油,汽油,柴油,汽油,柴油,汽油,柴油
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
最高车速(km/h),120,120,-,-,-,-,-,-,-,-,-,-,-,-
最小离地间隙(mm),-,-,-,-,191,191,191,191,191,191,191,191,191,191
最大马力(Ps),112,112,112,112,106,106,112,109,112,109,112,109,112,109
最大载重质量(kg),-,-,-,-,480,480,480,480,480,480,480,480,480,480
最大扭矩转速(rpm),2400-3600,2400-3600,2400-3600,2400-3600,2000,2000,2400-3600,2000,2400-3600,2000,2400-3600,2000,2400-3600,2000
最大扭矩(N·m)_y,185,185,185,185,225,225,198,225,198,225,198,225,198,225
最大扭矩(N·m)_x,185,185,185,185,225,225,198,225,198,225,198,225,198,225
最大功率转速(rpm),4600,4600,4600,4600,3600,3600,4600,3600,4600,3600,4600,3600,4600,3600
最大功率(kW)_y,82,82,82,82,78,78,82,80,82,80,82,80,82,80
最大功率(kW)_x,82,82,82,82,78,78,82,80,82,80,82,80,82,80
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),2237,2237,2237,2237,2771,2771,2237,2771,2237,2771,2237,2771,2237,2771
挡位个数,5,5,5,5,5,5,5,5,5,5,5,5,5,5
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1720,1720,1720,1720,1720,1720,1800,1800,1800,1800,1800,1800,1800,1800
大灯高度可调,-,-,-,-,-,-,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1435,1435,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480
后轮胎规格,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,V22,V22,V22,V22,JE493ZLQ5D,JE493ZLQ5D,V22,JE493ZLQ5D,V22,JE493ZLQ5D,V22,JE493ZLQ5D,V22,JE493ZLQ5D
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,2.2L 112马力 L4,2.2L 112马力 L4,2.2L 112马力 L4,2.2L 112马力 L4,2.8T 106马力 L4,2.8T 106马力 L4,2.2L 112马力 L4,2.8T 109马力 L4,2.2L 112马力 L4,2.8T 109马力 L4,2.2L 112马力 L4,2.8T 109马力 L4,2.2L 112马力 L4,2.8T 109马力 L4
压缩比,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),6.98万,6.58万,7.08万,6.68万,7.88万,7.98万,7.28万,8.08万,7.38万,8.18万,6.88万,7.68万,6.98万,7.78万
厂商,骐铃汽车,骐铃汽车,骐铃汽车,骐铃汽车,骐铃汽车,骐铃汽车,骐铃汽车,骐铃汽车,骐铃汽车,骐铃汽车,骐铃汽车,骐铃汽车,骐铃汽车,骐铃汽车
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
前轮距(mm),1420,1420,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480
前轮胎规格,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15
前悬架类型,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,○,●,○,●,●,●,●,●,●,●,●,●,●
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,多点电喷,直喷,多点电喷,直喷,多点电喷,直喷,多点电喷,直喷
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2016.11,2016.11,2017.04,2017.04,2018.07,2018.07,2019.01,2019.01,2019.01,2019.01,2019.01,2019.01,2019.01,2019.01
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,○,●,○,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-
