Feature,58959,58966,59834
系统综合扭矩(N·m),530,530,530
系统综合功率(kW),240,240,240
系统综合功率(Ps),326,326,326
简称,2挡DHT,2挡DHT,2挡DHT
第二排座椅调节,-,-,-
空载最小离地间隙(mm),170,170,170
空调温度控制方式,,,
离去角(°),27,27,27
百公里耗电量(kWh/100km),17.2,11.6,17.2
疲劳驾驶提示,●,●,●
电芯品牌,蜂巢能源,蜂巢能源,蜂巢能源/国轩高科
电能当量燃料消耗量(L/100km),1.95,1.31,1.95
电池预加热,●,●,●
电池能量密度(Wh/kg),120,84,120
电池能量(kWh),19.94,9.4,19.94
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池,磷酸铁锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置
电动机总扭矩(N·m),300,300,300
电动机总功率(kW),130,130,130
电动机总功率(Ps),177,177,177
电动机(Ps),177,177,177
电动座椅记忆功能,-,-,-
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力
满载最小离地间隙(mm),135,135,135
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),55,55,55
气缸数(个),4,4,4
气缸排列形式,L,L,L
毫米波雷达数量,,,
每缸气门数(个),4,4,4
最高车速(km/h),180,180,180
最大马力(Ps),154,154,154
最大满载质量(kg),2270,2210,2270
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,233,233,233
最大扭矩(N·m)_x,530,530,530
最大功率转速(rpm),5500-6000,5500-6000,5500-6000
最大功率(kW)_y,113,113,113
最大功率(kW)_x,240,240,240
最大净功率(kW),110,110,110
最低荷电状态油耗(L/100km),5.6,5.6,5.6
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,六年或15万公里,六年或15万公里,六年或15万公里
整备质量(kg),1850,1790,1850
接近角(°),20,20,20
排量(mL),1499,1499,1499
换挡形式,,,
挡位个数,2,2,2
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,,,
手机互联/映射,,,
手机APP远程功能,,,
慢充时间(小时)_y,2.6,1.5,2.6
慢充时间(小时)_x,2.6,1.5,2.6
感应雨刷功能,,,
快充电量百分比,-,-,80
快充电量(%),-,-,80
快充时间(小时)_y,-,-,0.5
快充时间(小时)_x,-,-,0.5
快充功能,-,-,支持
快充功率(kW),-,-,33
座椅材质,,,
座位数(个),5,5,5
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
对外放电,●,●,●
宽度(mm),1886,1886,1886
官方0-100km/h加速(s),7.8,7.8,7.8
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多指飞屏操控,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,补胎工具,补胎工具,补胎工具
地图品牌,,,
四驱形式,-,-,-
后雨刷,●,●,●
后轮距(mm),1640,1640,1640
后轮胎规格,235/55 R19,235/55 R19,235/55 R19
后方碰撞预警,●,●,●
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●
后备厢容积(L),560-1485,560-1485,560-1485
后制动器类型,通风盘式,通风盘式,通风盘式
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,2挡DHT,2挡DHT,2挡DHT
发动机电子防盗,●,●,●
发动机特有技术,米勒循环、VGT增压器,米勒循环、VGT增压器,米勒循环、VGT增压器
发动机布局,横置,横置,横置
发动机型号,GW4B15D,GW4B15D,GW4B15D
发动机启停技术,-,-,-
发动机,1.5T 154马力 L4,1.5T 154马力 L4,1.5T 154马力 L4
厂商指导价(元),16.98万,15.98万,17.38万
厂商,长城汽车,长城汽车,长城汽车
卫星导航系统,●,●,●
单踏板模式,●,●,●
助力类型,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1631,1631,1631
前轮胎规格,235/55 R19,235/55 R19,235/55 R19
前电动机最大扭矩(N·m),300,300,300
前电动机最大功率(kW),130,130,130
前方碰撞预警,●,●,●
前排座椅功能,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,●,●
供油方式,直喷,直喷,直喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中央差速器结构,-,-,-
上市时间,2022.09,2022.09,2022.09
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),1.55,2.82,1.55
WLTC纯电续航里程(km)_y,86,44,86
WLTC纯电续航里程(km)_x,86,44,86
USB/Type-C接口数量,,,
OTA升级,●,●,●
NEDC纯电续航里程(km)_y,110,55,110
NEDC纯电续航里程(km)_x,110,55,110
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,○,○,○
DOW开门预警,●,●,●
ABS防抱死,●,●,●
4G/5G网络,,,
