Feature,56719,56746
无钥匙进入功能,-,-
无钥匙启动系统,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,-,-
方向盘加热,●,●
方向盘位置调节,,
整车质保,-,-
整备质量(kg),3100,3100
接近角(°),24,24
排量(mL),3988,3988
换挡形式,,
挡位个数,8,8
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,-,-
手机互联/映射,-,-
感应雨刷功能,,
座椅材质,,
座椅布局,-,
座位数(个),4,6
并线辅助,-,-
巡航系统,,
尾门玻璃独立开启,●,●
导航路况信息显示,-,-
宽度(mm),2095,2095
官方0-100km/h加速(s),9.1,9.1
安全带未系提醒,,
天窗类型,-,-
大灯高度可调,●,●
大灯延时关闭,●,●
多层隔音玻璃,,
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,全尺寸,全尺寸
四驱形式,适时四驱,适时四驱
后雨刷,●,●
后轮距(mm),1746,1746
后轮胎规格,275/50 R22,275/50 R22
后排独立空调,●,●
后排液晶屏幕,,-
后排杯架,●,●
后排控制多媒体,●,●
后排座椅电动放倒,-,●
后排座椅放倒形式,-,
后排侧隐私玻璃,●,●
后排侧窗遮阳帘,,
后悬架类型,整体桥非独立悬架,整体桥非独立悬架
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,通风盘式,通风盘式
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体
发动机电子防盗,●,●
发动机布局,纵置,纵置
发动机型号,CA8GV40T-02,CA8GV40T-02
发动机启停技术,-,-
发动机,4.0T 360马力 V8,4.0T 360马力 V8
厂商指导价(元),146.58万,136.58万
厂商,一汽红旗,一汽红旗
卫星导航系统,-,-
助力类型,电子液压助力,电子液压助力
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1760,1760
前轮胎规格,275/50 R22,275/50 R22
前排座椅功能,,
前悬架类型,双横臂式独立悬架,双横臂式独立悬架
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,●
内后视镜功能,,
全液晶仪表盘,●,●
供油方式,直喷,直喷
主座椅调节方式,,
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中央差速器结构,多片离合器,多片离合器
上市时间,2022.08,2022.08
上坡辅助,●,●
WLTC综合油耗(L/100km),16.4,16.4
USB/Type-C接口数量,,
OTA升级,-,-
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
ABS防抱死,●,●
220V/230V电源,●,●
