Feature,1013205,1013206,1013207
整备质量(kg),2620,2620,2400
排量(mL),2776,2776,2693
挡位个数,6,6,5
扬声器数量,,,
扬声器品牌名称,-,-,-
感应雨刷功能,-,-,-
感应后备厢,-,-,-
座椅材质,,,
座位数(个),10-17,10-17,10-17
并线辅助,-,-,-
工信部综合油耗(L/100km),10.4,10.4,12.9
巡航系统,-,-,-
宽度(mm),1885,1885,1885
安全带未系提醒,,,
天窗类型,-,-,-
大灯高度可调,●,●,●
大灯清洗装置,-,-,-
多媒体/充电接口,,,
多功能方向盘,-,-,-
外后视镜功能,,,
后风挡遮阳帘,-,-,-
后雨刷,●,●,●
后轮距(mm),-,-,-
后轮胎规格,225/65 R16LT,225/65 R16LT,225/65 R16LT
后排车门开启方式,侧滑门,侧滑门,侧滑门
后排独立空调,●,●,●
后排杯架,-,-,-
后排座椅电动调节,-,-,-
后排座椅放倒形式,-,-,-
后排座椅功能,-,-,-
后排侧隐私玻璃,-,-,-
后排侧窗遮阳帘,-,-,-
后悬架类型,变截面钢板弹簧,变截面钢板弹簧,变截面钢板弹簧
后座出风口,●,●,●
后制动器类型,盘式,鼓式,鼓式
可变转向比,-,-,-
可变悬架功能,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡手动,6挡手动,5挡手动
发动机电子防盗,-,-,-
发动机型号,SC28R,SC28R,3TZ
发动机启停技术,-,-,-
发动机,2.8T 150马力 L4,2.8T 150马力 L4,2.7L 163马力 L4
压缩比,-,-,-
厂商指导价(元),27.88万,25.88万,23.88万
厂商,厦门金龙,厦门金龙,厦门金龙
卫星导航系统,○,○,○
助力类型,液压助力,液压助力,液压助力
副座椅调节方式,,,
前轮距(mm),-,-,-
前轮胎规格,225/65 R16LT,225/65 R16LT,225/65 R16LT
前排座椅功能,-,-,-
前悬架类型,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,-,-,-
全液晶仪表盘,-,-,-
侧滑门形式,,,
供油方式,直喷,直喷,多点电喷
主座椅调节方式,,,
主/副驾驶座电动调节,-,-,-
主/副驾驶座安全气囊,-,-,-
中控彩色屏幕,,,
中央差速器锁止功能,-,-,-
上市时间,2022.01,2022.01,2022.01
上坡辅助,-,-,-
LED日间行车灯,-,-,-
ISOFIX儿童座椅接口,-,-,-
ABS防抱死,●,●,●
220V/230V电源,-,-,-
