Feature,1005216,1005217,1006605,1006606,1006607,1006608,1006609,1006610
后排座椅电动调节,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧
后座出风口,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-
发动机型号,4G69S4N,4G69S4N,4JB1,4JB1,4JB1,4JB1,4G69S4N,4G69S4N
发动机启停技术,-,-,-,-,-,-,-,-
发动机,2.4L 131马力 L4,2.4L 131马力 L4,2.8T 109马力 L4,2.8T 109马力 L4,2.8T 109马力 L4,2.8T 109马力 L4,2.4L 131马力 L4,2.4L 131马力 L4
压缩比,-,-,-,-,-,-,-,-
厂商指导价(元),8.58万,7.58万,9.58万,8.58万,9.88万,8.88万,8.88万,7.88万
厂商,卡威汽车,卡威汽车,卡威汽车,卡威汽车,卡威汽车,卡威汽车,卡威汽车,卡威汽车
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
前轮距(mm),1540,1540,1540,1540,1540,1540,1540,1540
前轮胎规格,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17
前悬架类型,麦弗逊式独立悬挂,双横臂独立悬挂,麦弗逊式独立悬挂,双横臂独立悬挂,麦弗逊式独立悬挂,双横臂独立悬挂,麦弗逊式独立悬挂,双横臂独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
供油方式,多点电喷,多点电喷,直喷,直喷,直喷,直喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-
上市时间,2017.03,2017.03,2018.07,2018.07,2018.07,2018.07,2018.07,2018.07
上坡辅助,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-
