Feature,63030,63283,63285,63772,63773,63774,63775
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里
整备质量(kg),-,-,-,1840,1870,1905,1775
接近角(°),17,17,17,17,17,17,17
排量(mL),-,-,-,-,-,-,1349
换挡形式,,,,,,,
挡位个数,1,1,1,1,1,1,10
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,-,,,-,,,
手机互联/映射,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-,-,-
感应雨刷功能,-,,,-,,,-
快充电量百分比,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-
快充时间(小时)_y,-,-,-,-,-,-,-
快充时间(小时)_x,-,-,-,-,-,-,-
快充功能,-,-,-,-,-,-,-
座椅材质,,,,,,,
座椅布局,-,-,,-,-,,-
座位数(个),5,5,6,5,5,6,5
并线辅助,-,○,○,-,○,○,○
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
对外放电,-,●,●,-,●,●,-
宽度(mm),1860,1860,1860,1860,1860,1860,1857
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,-,●,●,-,●,●,●
外后视镜功能,,,,,,,
备胎规格,无,无,无,无,无,无,无
地图品牌,,,,,,,
四驱形式,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●
后轮距(mm),1580,1580,1580,1580,1580,1580,1580
后轮胎规格,215/65 R17,235/55 R18,235/55 R18,215/65 R17,235/55 R18,235/55 R18,235/55 R18
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后排侧隐私玻璃,-,○,○,-,○,○,○
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,机械式自动变速箱(AMT)
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,AMT（组合10挡）
发动机电子防盗,-,-,-,-,-,-,●
发动机布局,-,-,-,-,-,-,横置
发动机型号,-,-,-,-,-,-,LIY
发动机启停技术,-,-,-,-,-,-,-
发动机,-,-,-,-,-,-,1.3T 163马力 L3
厂商指导价(元),19.98万,22.68万,22.98万,19.98万,22.68万,22.98万,18.98万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1570,1570,1570,1570,1570,1570,1570
前轮胎规格,215/65 R17,235/55 R18,235/55 R18,215/65 R17,235/55 R18,235/55 R18,235/55 R18
前电动机最大扭矩(N·m),225,225,225,225,225,225,160
前电动机最大功率(kW),118,118,118,118,118,118,60
前方碰撞预警,-,○,○,-,○,○,○
前排座椅功能,-,,,-,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,-,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
供油方式,-,-,-,-,-,-,多点电喷
低速行车警告,●,●,●,●,●,●,-
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,-,○,○,-,○,○,○
主/副驾驶座电动调节,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中央差速器结构,-,-,-,-,-,-,-
上市时间,2023.05,2023.05,2023.05,2023.07,2023.07,2023.07,2023.07
上坡辅助,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,3.55
WLTC纯电续航里程(km)_y,-,-,-,-,-,-,43
WLTC纯电续航里程(km)_x,-,-,-,-,-,-,43
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),-,-,-,-,-,-,1.5
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,410,510,510,410,510,510,-
CLTC纯电续航里程(km)_x,410,510,510,410,510,510,-
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
